Date,PORTUGAL SMALL CAP
2000-12,100.0
2001-01,109.05345731763268
2001-02,104.32927975399237
2001-03,96.69743377257386
2001-04,95.13032715781884
2001-05,93.80019773134875
2001-06,83.59605505352938
2001-07,84.13883350598158
2001-08,81.61957554952444
2001-09,79.09614229504035
2001-10,94.91888760372841
2001-11,97.64865888949497
2001-12,99.63106309020475
2002-01,100.5994230088812
2002-02,99.8940754966603
2002-03,108.8774328281544
2002-04,107.45059469009952
2002-05,103.27675391148496
2002-06,94.91447744109333
2002-07,86.17512180909588
2002-08,84.68510175585267
2002-09,72.44630781576157
2002-10,77.01874496472793
2002-11,84.52486617971974
2002-12,84.05598398675635
2003-01,84.6551483447824
2003-02,83.62281356216911
2003-03,85.09503288501135
2003-04,96.40623225204695
2003-05,99.84056296376454
2003-06,104.58829966188966
2003-07,100.10116751372429
2003-08,102.69781850719939
2003-09,100.19967724621746
2003-10,111.70892258491189
2003-11,122.26009090330645
2003-12,123.45717182108416
2004-01,141.94543913494218
2004-02,158.7918540550601
2004-03,150.28046178341762
2004-04,150.32238313827708
2004-05,143.65700388636247
2004-06,151.9313439959501
2004-07,149.0889490978737
2004-08,147.80743274863664
2004-09,152.40947677655527
2004-10,158.44774437244024
2004-11,163.37672408835346
2004-12,168.00828507308944
2005-01,182.98781832986376
2005-02,183.56621029645098
2005-03,187.03640247881498
2005-04,188.40866441469694
2005-05,180.46863689384114
2005-06,179.38860890702915
2005-07,182.67113586509103
2005-08,180.2300686223293
2005-09,186.12634196397053
2005-10,180.65961713228927
2005-11,185.98954189028115
2005-12,191.51160104253577
2006-01,191.13529707993672
2006-02,195.56951121274238
2006-03,211.42519809012757
2006-04,200.8953401613426
2006-05,177.2004460881084
2006-06,180.1511065654873
2006-07,174.39052060964852
2006-08,189.8971104269804
2006-09,181.14836226484735
2006-10,176.55479736360894
2006-11,177.30227441930808
2006-12,183.50965683024847
2007-01,197.4864293168004
2007-02,206.58367803696066
2007-03,212.4343709683608
2007-04,221.83155896111754
2007-05,245.77659900017463
2007-06,246.38426889626527
2007-07,242.5184214435022
2007-08,220.1460817954661
2007-09,196.82506250439815
2007-10,207.10425412581037
2007-11,188.85574415574587
2007-12,176.18501395819348
2008-01,149.90891699320457
2008-02,153.26729927250102
2008-03,155.048086895133
2008-04,165.838265075385
2008-05,156.65725785035355
2008-06,134.9832380156004
2008-07,134.51949010066406
2008-08,141.90780433730785
2008-09,125.84514928261355
2008-10,112.68855535440454
2008-11,103.55999065094832
2008-12,107.0655389313211
2009-01,109.58383971349659
2009-02,105.39727043620567
2009-03,111.6214812576742
2009-04,130.6402988907655
2009-05,135.22121485900715
2009-06,131.59649313285993
2009-07,134.28779693932643
2009-08,148.0238560535772
2009-09,163.20989379676507
2009-10,156.54420560709752
2009-11,154.15589714881122
2009-12,156.89627046482062
2010-01,151.41924878477778
2010-02,140.78183980339062
2010-03,151.48510583514673
2010-04,139.0959091887379
2010-05,130.16404490835683
2010-06,132.53889825874919
2010-07,137.2702499998262
2010-08,136.9287645876966
2010-09,132.1099714325771
2010-10,144.41271210089332
2010-11,123.5047056307377
2010-12,130.95233259788532
2011-01,135.80363000663542
2011-02,137.51527051499502
2011-03,132.22891720501974
2011-04,132.63150164223725
2011-05,126.95613822413598
2011-06,120.33596916618954
2011-07,106.69312865479183
2011-08,94.05896012050057
2011-09,85.41853401788983
2011-10,83.60584139014695
2011-11,79.37738542089154
2011-12,82.44083217366266
2012-01,80.04852262981642
2012-02,87.08410746620184
2012-03,85.51599963180132
2012-04,79.50370183984586
2012-05,73.98921395063823
2012-06,78.83080363890419
2012-07,78.71367044348233
2012-08,83.63716480725493
2012-09,88.89259995561108
2012-10,95.75580103896861
2012-11,96.15642109080356
2012-12,106.17774272756247
2013-01,125.84265434746635
2013-02,128.25867516240731
2013-03,120.63845549108582
2013-04,128.63724775331647
2013-05,129.3278085447612
2013-06,122.62136851324385
2013-07,128.9925643425327
2013-08,129.5257921575708
2013-09,134.78361782906833
2013-10,153.05648613270102
2013-11,167.16727353924836
2013-12,179.40332257393902
2014-01,190.00125704259875
2014-02,212.9149137712423
2014-03,229.77398394974293
2014-04,222.991876244606
2014-05,209.94025144799295
2014-06,205.82581375738715
2014-07,205.2918050843895
2014-08,204.45841485706
2014-09,208.23841916097703
2014-10,191.05226906560745
2014-11,194.47116712103215
2014-12,178.5740111222783
2015-01,189.626189130498
2015-02,211.57962174446072
2015-03,222.62497096953288
2015-04,218.0097808291305
2015-05,213.364526796649
2015-06,203.44778359923316
2015-07,211.51509624256923
2015-08,197.18786828530955
2015-09,196.9602690621046
2015-10,211.45681115748587
2015-11,203.55883517656318
2015-12,200.26828289888402
2016-01,181.61906625250276
2016-02,172.0848587939968
2016-03,182.81684133942755
2016-04,177.2458084570852
2016-05,182.57992541838925
2016-06,147.626653868666
2016-07,159.37366810596632
2016-08,156.2759649258487
2016-09,147.4564719387337
2016-10,151.01999840380893
2016-11,147.96862865467713
2016-12,155.82405064941136
2017-01,143.63923715675062
2017-02,148.01609371792472
2017-03,160.58517086289734
2017-04,165.26836124383962
2017-05,179.8244164593678
2017-06,180.73172530550062
2017-07,180.3620725719327
2017-08,173.5340957268851
2017-09,184.5048567855305
2017-10,190.09036442209634
