Date,PORTUGAL SMALL CAP
2017-11,185.56373461649437
2017-12,189.8621748521819
2018-01,205.36293554819397
2018-02,194.7157231730718
2018-03,186.56666948918755
2018-04,192.14907008406155
2018-05,190.49772984660908
2018-06,193.80292426052452
2018-07,195.23930066860365
2018-08,185.31171872553205
2018-09,185.99141775364404
2018-10,178.50503452280367
2018-11,176.5307922814213
2018-12,167.23686329124368
2019-01,183.53547226207755
2019-02,180.9560665090013
2019-03,178.59846691727324
2019-04,186.86774412352875
2019-05,178.42597227458833
2019-06,183.16022866192773
2019-07,171.17044306808216
2019-08,161.811367914826
2019-09,162.67997119534593
2019-10,170.1422266671548
2019-11,171.54944865654045
2019-12,172.92142966030482
2020-01,165.0638873098434
2020-02,140.20356855212182
2020-03,111.30482930183632
2020-04,122.19419922225316
2020-05,121.31432516248984
2020-06,124.55819712289274
2020-07,122.27838903675696
2020-08,122.38410206331056
2020-09,113.35370347690032
2020-10,104.6534732838156
2020-11,127.77972229530876
2020-12,129.68718029539738
2021-01,126.48699081383253
2021-02,132.36600115356026
2021-03,139.62702169192903
2021-04,143.72760320638412
2021-05,152.92714202222584
2021-06,149.9362527544508
2021-07,147.83847648577165
2021-08,160.20430226482935
2021-09,164.8701964678991
2021-10,169.36162406559927
2021-11,158.29079839240183
2021-12,164.97742262871452
2022-01,166.22195446547659
2022-02,166.646054370577
2022-03,178.54779736009309
2022-04,177.48986658102262
2022-05,197.32340423217644
2022-06,189.39905266377804
2022-07,184.2179213360636
2022-08,180.14361994564717
2022-09,157.8469709526985
2022-10,176.17181212109097
2022-11,176.28353355071653
2022-12,170.47309667134425
2023-01,181.81631537299424
2023-02,195.65850020832113
2023-03,189.917479696193
2023-04,197.046416388696
2023-05,183.1138596947609
2023-06,186.88653560893414
2023-07,199.44930202493717
