Date,INDONESIA SMALL CAP
2012-01,1376.427757109158
2012-02,1406.2672833852096
2012-03,1468.574852873538
2012-04,1522.5498860155053
2012-05,1423.406403424667
2012-06,1389.6206452376812
2012-07,1446.4312626950866
2012-08,1282.466280569082
2012-09,1355.7895213977238
2012-10,1359.6197877628156
2012-11,1382.3099682439129
2012-12,1326.1500030073157
2013-01,1334.3912515353313
2013-02,1532.5722885718417
2013-03,1668.8545478253902
2013-04,1642.8259409900907
2013-05,1800.8765721738316
2013-06,1538.9838919084139
2013-07,1319.2487179106884
2013-08,1092.4267156641324
2013-09,1080.2745295731108
2013-10,1150.3380333248642
2013-11,962.0388113810477
2013-12,907.7025775609648
2014-01,964.9146936629885
2014-02,1083.3208473162513
2014-03,1166.174729798549
2014-04,1120.4220670414682
2014-05,1142.7595173943657
2014-06,1055.1018228839366
2014-07,1177.8726912920565
2014-08,1212.8118772081864
2014-09,1150.6486336214496
2014-10,1180.6481336236013
2014-11,1179.2299309676948
2014-12,1193.4297437197047
2015-01,1278.2862366657873
2015-02,1309.4903915115797
2015-03,1277.4621423417923
2015-04,1155.2733598677758
2015-05,1174.3508121075376
2015-06,1055.5429766547445
2015-07,1022.7736341935212
2015-08,837.5359618788508
2015-09,753.4317768656581
2015-10,885.062378741201
2015-11,871.9505228510804
2015-12,892.0607067848314
2016-01,851.4646154753506
2016-02,923.5175501604397
2016-03,947.3264504731646
2016-04,965.6359371216244
2016-05,941.8517028267926
2016-06,1051.9114633825243
2016-07,1115.6946455917541
2016-08,1105.3382800632871
2016-09,1075.2300359156513
2016-10,1142.6541726762543
2016-11,1094.8878552756976
2016-12,1120.9603267069715
2017-01,1072.4110633076577
2017-02,1091.1638383655297
2017-03,1111.0932171797435
2017-04,1095.3421271413179
2017-05,1025.9358483422434
2017-06,980.9055602453341
2017-07,924.5422630962436
2017-08,921.4009398354841
2017-09,901.1633189868754
2017-10,932.2720049474336
2017-11,894.4586325047944
2017-12,884.567322800459
2018-01,993.6858057990544
2018-02,995.9855466512886
2018-03,911.0720170244336
2018-04,902.5364541230339
2018-05,924.9312793243254
2018-06,840.4818317749936
2018-07,860.7631600107808
2018-08,811.0967693743977
2018-09,768.6977612669
2018-10,701.966552660437
2018-11,773.4005468524805
2018-12,769.3586945022555
2019-01,911.4785613276661
2019-02,870.7357304227295
2019-03,807.8713146042538
2019-04,815.8610753175011
2019-05,773.3688564555134
2019-06,788.7270497603043
2019-07,817.5292407134563
2019-08,772.7897648250461
2019-09,772.2978798747941
2019-10,767.5884019495826
2019-11,681.9085385672959
2019-12,717.9614515192743
2020-01,652.6321322474096
2020-02,571.1754359417107
2020-03,327.1159353859857
2020-04,386.7082364681081
2020-05,386.1192524284813
2020-06,431.795208266186
2020-07,414.2797791527869
2020-08,434.0478101700005
2020-09,389.3641875606077
2020-10,446.9393422854704
2020-11,524.4115138563706
2020-12,596.8101597543251
2021-01,598.403818036331
2021-02,643.3365494128501
2021-03,605.0470481881188
2021-04,617.7611824421759
2021-05,584.5107830447905
2021-06,566.6701037953555
2021-07,567.680994164348
2021-08,591.6155101924951
2021-09,635.892650088511
2021-10,683.614209340553
2021-11,669.5475592322433
2021-12,649.7763139212295
2022-01,640.9956822013435
2022-02,638.2965038608145
2022-03,658.2459880130672
2022-04,709.5625371536171
2022-05,708.9811004605176
2022-06,654.1740299359245
2022-07,702.7762293115196
2022-08,719.3489735255829
2022-09,687.5316113881994
2022-10,684.8119995675278
2022-11,643.2103644986524
2022-12,583.1992536830898
2023-01,602.202465863048
2023-02,607.8477028187172
2023-03,584.7295729351445
2023-04,567.3188322794975
2023-05,537.9014131321766
2023-06,541.7305445793736
2023-07,554.6715089212242
