Date,CZECH REPUBLIC SMALL CAP
2009-09,1332.043230932009
2009-10,1119.745499339731
2009-11,1086.41503241964
2009-12,1114.44573755279
2010-01,1266.0655478928556
2010-02,1209.968498676031
2010-03,1351.205605179999
2010-04,1574.6729945604357
2010-05,1454.6742396846964
2010-06,1416.1476933542076
2010-07,1573.0547839217313
2010-08,1620.4796276589066
2010-09,1602.521955817498
2010-10,1554.965273724353
2010-11,1531.7228175606028
2010-12,1597.8574674789
2011-01,1512.4231135047835
2011-02,1477.5644818982066
2011-03,1530.3908473444899
2011-04,1628.8351792555127
2011-05,1575.72926294372
2011-06,1515.7915684918837
2011-07,1490.744153277702
2011-08,1390.926008695612
2011-09,1223.6971014783037
2011-10,1318.2054158381845
2011-11,1249.2882842890617
2011-12,1202.77940605625
2012-01,1205.3595770134161
2012-02,1218.5080560718634
2012-03,1223.1232051169065
2012-04,1239.6985323115325
2012-05,1146.6101198796732
2012-06,1149.0381160295365
2012-07,1155.789149259862
2012-08,1180.1335737931877
2012-09,1212.7317200579432
2012-10,1154.4745380886316
2012-11,1135.0669070973186
2012-12,1204.853120307584
2013-01,1190.4030127693486
2013-02,1182.995079695136
2013-03,1105.1987319462285
2013-04,1119.1258321266814
2013-05,1129.0182409264698
2013-06,1098.671319469623
2013-07,1140.8826417178043
2013-08,1232.9406426228074
2013-09,1275.328646857814
2013-10,1111.866776493164
2013-11,1040.5408274640902
2013-12,1128.079663165172
2014-01,1094.1026265484563
2014-02,1214.9580194565897
2014-03,1112.9717935157794
2014-04,1069.2952856067327
2014-05,1080.71782819197
2014-06,1086.5722757678996
2014-07,1084.9457964798448
2014-08,1073.426023304604
2014-09,1076.8193496530232
2014-10,1072.4282500799773
2014-11,1148.7159764350947
2014-12,1174.6840865626457
2015-01,1190.448848182984
2015-02,1263.2027026471362
2015-03,1202.2209567673583
2015-04,1214.9798902064401
2015-05,1224.3811402793037
2015-06,1191.9387044821099
2015-07,1238.6452007640248
2015-08,1297.3655287367533
2015-09,1320.8655361521746
2015-10,1334.4999233230835
2015-11,1395.2003737630114
2015-12,1496.4765499504626
2016-01,1468.1905926396446
2016-02,1471.450214928828
2016-03,1519.1767095368068
2016-04,1588.0948844313996
2016-05,1555.3820677705426
2016-06,1499.183347347297
2016-07,1562.1883850782608
2016-08,1542.2846803123994
2016-09,1505.9579310055315
2016-10,1547.7829928297044
2016-11,1616.283245594322
2016-12,1618.6892693501059
2017-01,1660.42887351717
2017-02,1711.5967001055737
2017-03,1746.8174482785505
2017-04,1974.258188264249
2017-05,2051.052344871599
2017-06,2100.202889275671
2017-07,2197.589125898735
2017-08,2182.1613910431724
2017-09,2167.168516099304
2017-10,2247.270769200717
2017-11,2293.145482543565
2017-12,2276.0009253430617
2018-01,2282.4646699842197
2018-02,2255.4865116443143
2018-03,2176.7331809383104
2018-04,2192.017040216129
2018-05,1996.102704708649
2018-06,2115.804147773251
2018-07,2009.5925363203262
2018-08,1962.8499408246798
2018-09,1890.9686101065442
2018-10,1806.7843526239985
2018-11,1805.4235802038213
2018-12,1464.1585835718038
2019-01,1641.687100017779
2019-02,1867.6961716063297
2019-03,2154.2919608840066
2019-04,2181.539707010558
2019-05,2017.8920528612646
2019-06,2162.486410729219
2019-07,2276.4109105544053
2019-08,2264.8201961148907
2019-09,2273.317358659058
2019-10,2234.1193357088873
2019-11,2316.96693674711
2019-12,2368.9787165479815
2020-01,2394.9889479908343
2020-02,2245.842221746476
2020-03,1808.1605541934027
2020-04,2114.0386759804414
2020-05,2134.9756337531503
2020-06,1884.8386196171334
2020-07,1927.0701614082873
2020-08,2063.5756296869104
2020-09,2130.270203191186
2020-11,1000.0
2020-12,1042.0184287634613
2021-01,1071.2824994569728
2021-02,1074.8104385444312
2021-03,1099.504181841813
2021-04,1085.8033192744897
2021-05,1108.557749555032
2021-06,1081.5422422102465
2021-07,1101.0356188522276
2021-08,1188.8792815673435
2021-09,1212.0310029897053
2021-10,1187.5358726365762
2021-11,1184.6976231478866
2021-12,1251.6252102758613
2022-01,1311.5641247447275
2022-02,1242.6708647770656
2022-03,1376.1987901658686
2022-04,1381.9172348509335
2022-05,1399.2069786487366
2022-06,1334.9378657050356
2022-07,1367.8403694143192
2022-08,1368.8772746938175
2022-09,1355.4026309186004
2022-10,1373.6138002620542
2022-11,1416.1336100474218
2022-12,1406.1065851908086
2023-01,1462.0234236533217
2023-02,1507.2090218021683
2023-03,1524.8037362540833
2023-04,1526.7844794785851
2023-05,1524.9494201388668
2023-06,1494.976747611889
2023-07,1509.156090251536
