Date,NEW ZEALAND SMALL CAP
2000-12,100.0
2001-01,103.95726540821288
2001-02,103.26072695629833
2001-03,104.29453012407495
2001-04,109.58801111791477
2001-05,113.00865737913634
2001-06,117.86763741563983
2001-07,122.83559960821916
2001-08,131.6094631699989
2001-09,114.85115094628367
2001-10,131.01954693061847
2001-11,139.0899466435812
2001-12,138.15675699348756
2002-01,140.79870910147153
2002-02,137.55750128242948
2002-03,144.1035438454458
2002-04,142.84155251532601
2002-05,149.64710160195605
2002-06,139.4427237205094
2002-07,130.02726455613512
2002-08,137.642234569456
2002-09,138.20389966001693
2002-10,147.81563353366047
2002-11,144.55785163740182
2002-12,150.0142938259826
2003-01,157.19731443022638
2003-02,157.24418738577975
2003-03,150.3415362531858
2003-04,155.927584219717
2003-05,154.68461138342812
2003-06,176.14808821263583
2003-07,174.64495284607503
2003-08,185.27229489948033
2003-09,184.53583398069995
2003-10,194.6938440249065
2003-11,196.55096820649484
2003-12,198.01076027532918
2004-01,201.7111967624042
2004-02,199.7020078699279
2004-03,209.26587978073815
2004-04,209.815345283932
2004-05,205.69081261078554
2004-06,212.7768050222202
2004-07,224.57892814470995
2004-08,228.17122282103495
2004-09,241.92650671496543
2004-10,235.04434366942698
2004-11,252.49414747424416
2004-12,259.8938639038066
2005-01,263.87437276081556
2005-02,273.5411592691882
2005-03,260.1023442578902
2005-04,258.188010639393
2005-05,264.258656279577
2005-06,291.3653473017674
2005-07,295.7263078373522
2005-08,292.81773268394886
2005-09,315.47542578525804
2005-10,303.5101718116056
2005-11,307.7419636316632
2005-12,297.7858016575806
2006-01,290.4077698157713
2006-02,295.2871967422299
2006-03,297.486001046896
2006-04,303.1417458740339
2006-05,296.30467708833623
2006-06,291.60882281058133
2006-07,294.847605566569
2006-08,294.9204476013188
2006-09,306.73351323838733
2006-10,321.5480313023294
2006-11,320.72203116247306
2006-12,339.48016563654096
2007-01,340.23298051617644
2007-02,323.6279339629822
2007-03,326.514417948541
2007-04,336.12702352256025
2007-05,344.07720113919015
2007-06,350.0161430518868
2007-07,338.23159191985724
2007-08,303.354372558033
2007-09,328.45949939696936
2007-10,334.93963273905854
2007-11,312.11556322964174
2007-12,316.91163175179946
2008-01,289.19938658490366
2008-02,275.81673953456215
2008-03,253.78024841422612
2008-04,264.4130282247874
2008-05,257.61475171055906
2008-06,229.26518816827797
2008-07,234.53114858309948
2008-08,246.73407368071776
2008-09,227.5827019827139
2008-10,208.81475573637556
2008-11,186.0478381368363
2008-12,181.51546785949643
2009-01,174.79046533577232
2009-02,158.29508030155682
2009-03,173.06351485399298
2009-04,174.39660936352544
2009-05,193.11710897291064
2009-06,194.5504675487067
2009-07,213.3792006868679
2009-08,222.79768866134964
2009-09,234.8277253138452
2009-10,234.29079441910633
2009-11,224.7436863356631
2009-12,250.17819528580307
2010-01,248.02414039399292
2010-02,250.51114607602867
2010-03,262.96284202798876
2010-04,280.4630249317476
2010-05,260.31655732455863
2010-06,259.77880657350784
2010-07,260.97471517342905
2010-08,261.0239877634133
2010-09,267.7381782517782
2010-10,286.9276501614019
2010-11,288.11128482297244
2010-12,300.9485564402961
2011-01,289.2299460305866
2011-02,275.2775291744343
2011-03,276.79010000239936
2011-04,286.0540978875013
2011-05,298.70950280888206
2011-06,290.9927069367841
2011-07,304.2793924714258
2011-08,289.04841314590243
2011-09,281.7656409696198
2011-10,286.548637962242
2011-11,285.0700872600175
2011-12,294.9918478672185
2012-01,310.27355244573897
2012-02,308.9628876957186
2012-03,318.5153954200588
2012-04,323.3155025726088
2012-05,308.62594458975224
2012-06,320.5102741214755
2012-07,339.74921358880226
2012-08,344.890363940582
2012-09,371.0847970867719
2012-10,377.9311629923546
2012-11,382.9109595949804
2012-12,375.66864261880426
2013-01,379.7817733124695
2013-02,398.8266416322995
2013-03,417.00004784257055
2013-04,429.62933254285053
2013-05,410.9497614923578
2013-06,390.58638496243543
2013-07,407.493267165791
2013-08,394.4901122914651
2013-09,428.1616486010454
2013-10,443.2273040281168
2013-11,427.203512085168
2013-12,422.09343334727185
2014-01,435.9118664244818
2014-02,447.0631757305142
2014-03,479.51738044766995
2014-04,472.1629666568757
2014-05,481.3208357312354
2014-06,491.6308954589568
2014-07,485.3060269244967
2014-08,497.09829432774205
2014-09,490.8456417840051
2014-10,521.9808435021539
2014-11,537.4128577319486
2014-12,567.9584623161323
2015-01,576.7582521047804
2015-02,631.470225255342
2015-03,655.3716153723882
2015-04,632.6905060814425
2015-05,618.8017746625367
2015-06,564.4530495878745
2015-07,580.2792529060673
2015-08,507.22668205839574
2015-09,519.1143439835912
2015-10,588.7445856370174
2015-11,619.3692812416407
2015-12,656.9298850481374
2016-01,610.9351826317923
2016-02,617.799104167646
2016-03,671.0120011945755
2016-04,675.0435434096502
2016-05,696.296140837517
2016-06,721.0674875845401
2016-07,764.1930083735748
2016-08,766.5202173888057
2016-09,754.2163403061114
2016-10,702.5411864949797
2016-11,720.509772280597
2016-12,712.7932722444476
2017-01,745.2530734801768
2017-02,760.4524070509078
2017-03,758.44994387246
2017-04,757.2749715255491
2017-05,779.4853811183732
2017-06,819.5656483523262
2017-07,815.624880507464
2017-08,788.0636575748747
2017-09,829.2442283971269
2017-10,840.8015820462253
2017-11,827.9244234866917
2017-12,862.6924505386223
2018-01,882.1519815334967
2018-02,916.1530956892426
2018-03,906.7482890290916
2018-04,910.1553705795681
2018-05,942.3172795528865
2018-06,925.2345624295405
2018-07,929.6600238751334
2018-08,920.2475115027341
2018-09,941.4099884221699
2018-10,895.6692477489472
2018-11,979.3905644124488
2018-12,943.9030496631924
2019-01,987.2195686902835
2019-02,992.7607105684873
2019-03,1065.4045051345242
2019-04,1041.0863870619
2019-05,1028.8399091552114
2019-06,1102.143434112229
2019-07,1115.6678985369049
2019-08,1104.318960696651
2019-09,1129.372262430721
2019-10,1087.6290878924417
2019-11,1115.5029575647695
2019-12,1166.8247343388316
2020-01,1153.8040011759397
2020-02,1036.7809923609846
2020-03,775.8210480561177
2020-04,898.4287080887956
2020-05,909.9350981569717
2020-06,951.1739471457349
2020-07,947.2245949622262
2020-08,999.8174243901407
2020-09,1032.322246060037
2020-10,1096.2622837611418
2020-11,1200.698657030812
2020-12,1292.813035203162
2021-01,1286.389629331536
2021-02,1252.6788346460864
2021-03,1274.012843738137
2021-04,1283.6070476124466
2021-05,1295.8862245477037
2021-06,1312.9731235125328
2021-07,1297.3160479607861
2021-08,1373.5280773718848
2021-09,1373.9713425318744
2021-10,1422.9215821504083
2021-11,1307.363333526275
2021-12,1355.662831641657
2022-01,1230.625195977421
2022-02,1291.0606528263072
2022-03,1348.11660971275
2022-04,1311.7393229549043
2022-05,1211.992584795111
2022-06,1140.3275206878375
2022-07,1240.4864773093743
2022-08,1290.5037897539514
2022-09,1163.3102534147426
2022-10,1196.6872927445393
2022-11,1214.2593610553058
2022-12,1187.5442669550416
2023-01,1236.1323408565797
2023-02,1190.9898104444503
2023-03,1156.5462171535858
2023-04,1127.335520739566
2023-05,1169.361233565243
2023-06,1188.948416660939
2023-07,1217.0546442293962
