Date,GERMANY SMALL CAP
2000-12,100.0
2001-01,111.59247279444764
2001-02,101.93379492206397
2001-03,93.24844304610451
2001-04,96.91843210379426
2001-05,98.36347883822529
2001-06,90.69586889429902
2001-07,82.89010046203427
2001-08,76.10819482054322
2001-09,67.23242728001794
2001-10,75.88017905911109
2001-11,82.94512086595265
2001-12,82.07287152569502
2002-01,82.70088808059455
2002-02,80.01068202164149
2002-03,82.06217833824104
2002-04,82.6992893313612
2002-05,78.9773234752533
2002-06,71.11731000134259
2002-07,61.29213977977901
2002-08,59.55566245294043
2002-09,48.62606676644042
2002-10,54.043857129161296
2002-11,54.20527483133471
2002-12,47.38786318609297
2003-01,48.17015193455013
2003-02,46.00098370941516
2003-03,46.08800678527467
2003-04,54.78009206375041
2003-05,55.26652113081608
2003-06,57.89489676240278
2003-07,63.18134433919275
2003-08,65.52916513252694
2003-09,65.572146557257
2003-10,72.81714250942677
2003-11,72.57465886234048
2003-12,72.98364538095922
2004-01,79.503860631877
2004-02,82.5265625376054
2004-03,79.82590315561852
2004-04,81.27619141143175
2004-05,78.81404125853963
2004-06,81.95345213134867
2004-07,78.9147429026163
2004-08,75.83906632287585
2004-09,78.47539278469266
2004-10,79.60722008951466
2004-11,83.95777373394104
2004-12,87.3912093654021
2005-01,92.72488673590244
2005-02,96.64835615660793
2005-03,94.88726857428424
2005-04,88.90339489529978
2005-05,95.67145847889161
2005-06,101.9142277182286
2005-07,108.50920756718261
2005-08,108.6748468258976
2005-09,114.06912175742764
2005-10,105.23116203119054
2005-11,110.00581615901768
2005-12,114.69526157181012
2006-01,125.99657784396406
2006-02,130.28401784461093
2006-03,130.9612021079247
2006-04,131.01496581361693
2006-05,121.05993778068765
2006-06,118.78551758610679
2006-07,116.27919957229108
2006-08,116.96780585858812
2006-09,122.79689905440301
2006-10,128.4923189768193
2006-11,130.6998849241333
2006-12,139.05761899774507
2007-01,146.62982962728944
2007-02,145.2433321459487
2007-03,153.42697889288908
2007-04,160.32121975934808
2007-05,164.31840439472182
2007-06,164.89058576297796
2007-07,159.56356303019007
2007-08,154.04189179629714
2007-09,153.5602383094357
2007-10,155.11430536277203
2007-11,141.5231286522491
2007-12,141.27421569600673
2008-01,122.45036705223801
2008-02,125.81179687407172
2008-03,122.7670625838467
2008-04,129.73093086233436
2008-05,132.45018376327613
2008-06,120.70682695820008
2008-07,114.60353590478881
2008-08,118.70888874162229
2008-09,96.54547563240826
2008-10,74.20554950154839
2008-11,72.87347291117378
2008-12,79.98096835110739
2009-01,72.88693370259918
2009-02,66.90366596898622
2009-03,69.06274124601747
2009-04,84.06864266672352
2009-05,88.82248019982204
2009-06,89.7016519340712
2009-07,95.65372039089601
2009-08,103.41882751512914
2009-09,113.61876119430458
2009-10,107.7630511902914
2009-11,114.33435281392555
2009-12,119.3015240725403
2010-01,120.39890332337755
2010-02,120.25162248187506
2010-03,129.67418765606195
2010-04,131.61629537608462
2010-05,124.49605579164044
2010-06,123.99044991904242
2010-07,129.68683400790218
2010-08,126.37049637848274
2010-09,134.7944384105275
2010-10,144.45969599954003
2010-11,145.61081928481886
2010-12,160.52319215702056
2011-01,160.85149307014214
2011-02,161.79997950678992
2011-03,164.18202940905041
2011-04,169.43123011967876
2011-05,170.2412498121176
2011-06,169.26136562498365
2011-07,158.32187976765405
2011-08,139.39490529079183
2011-09,126.72298333624832
2011-10,136.1043616055775
2011-11,132.91767135717188
2011-12,130.43171838691626
2012-01,141.65432162167954
2012-02,149.0583650013989
2012-03,150.429191332696
2012-04,153.25803470101502
2012-05,143.89477421989272
2012-06,144.58650966037393
2012-07,149.72044128102934
2012-08,151.229765736446
2012-09,154.24594049030927
2012-10,159.5186606357585
2012-11,163.47138459756275
2012-12,166.17464044258784
2013-01,172.8477244948339
2013-02,182.39907229949625
2013-03,180.62348419966563
2013-04,179.50632310224654
2013-05,189.83716649372008
2013-06,181.22355350722253
2013-07,187.7138823531947
2013-08,190.8309156387828
2013-09,200.40428812716831
2013-10,210.41475924513338
2013-11,213.31107151532018
2013-12,214.1283428108946
