Date,GERMANY SMALL CAP
2014-01,220.301462863129
2014-02,229.4610748513694
2014-03,224.09799092386825
2014-04,222.304123809522
2014-05,233.49774713233916
2014-06,232.8173556938416
2014-07,216.03623307446318
2014-08,218.7064756204737
2014-09,216.51427522218125
2014-10,214.89960545351033
2014-11,227.98166367928158
2014-12,232.47248457299057
2015-01,250.65273544686755
2015-02,268.5774601388657
2015-03,273.2994219750344
2015-04,270.3939893832745
2015-05,276.88877725490283
2015-06,267.3980115455054
2015-07,279.2602925559867
2015-08,268.845624313311
2015-09,267.41457276248667
2015-10,283.95635218233826
2015-11,292.0818848341783
2015-12,289.04268643869693
2016-01,267.2725961922199
2016-02,264.4944583662663
2016-03,278.0899667313091
2016-04,276.8632029987596
2016-05,290.7738886223601
2016-06,275.5400806014692
2016-07,294.5444857717832
2016-08,296.0060770044167
2016-09,299.4228647305699
2016-10,293.61204930772857
2016-11,286.6856678875746
2016-12,301.0722256449094
2017-01,307.78763139910546
2017-02,318.7285729532563
2017-03,332.41138703218576
2017-04,344.281047719352
2017-05,360.7659547088441
2017-06,349.7070032173366
2017-07,362.41946242273264
2017-08,371.4743918897842
2017-09,394.8377272405449
2017-10,406.2294364515487
2017-11,407.3483982191372
2017-12,415.96296978920236
2018-01,429.2859132193048
2018-02,416.77277480126355
2018-03,405.47820354729487
2018-04,418.2823501672861
2018-05,424.0067333495135
2018-06,407.6237906254217
2018-07,425.40576823459384
2018-08,428.49137321821576
2018-09,406.62173726097467
2018-10,374.73721926276824
2018-11,364.84890881355784
2018-12,334.2249089845612
2019-01,369.9452499593348
2019-02,376.80198229228
2019-03,385.1907863750683
2019-04,407.62240339486
2019-05,381.5895567320705
2019-06,395.10818737216294
2019-07,394.95017526934447
2019-08,387.6821493290736
2019-09,394.59860399768576
2019-10,405.4531027053912
2019-11,419.5823027104888
2019-12,439.0772095225234
2020-01,430.21554729921377
2020-02,394.596447838497
2020-03,328.67604831304544
2020-04,362.7408691193692
2020-05,399.2326929792183
2020-06,411.44407732456926
2020-07,410.73312656174625
2020-08,432.90255446899647
2020-09,435.78922409405544
2020-10,399.5887770855872
2020-11,473.7927529346555
2020-12,505.6991067799981
2021-01,526.4829012761899
2021-02,531.9569327394249
2021-03,540.392023859004
2021-04,561.7592673409468
2021-05,566.4306860893937
2021-06,564.859359319554
2021-07,574.9361193888137
2021-08,596.1010547849379
2021-09,581.0884676980493
2021-10,592.8616833698379
2021-11,567.6725819808307
2021-12,582.1951893370252
2022-01,547.840966752819
2022-02,540.1479108060871
2022-03,540.2054529165669
2022-04,531.1734186155066
2022-05,521.3502429728408
2022-06,443.0094841434897
2022-07,471.0759073752155
2022-08,437.01865989652794
2022-09,382.5374850608219
2022-10,412.1313439925451
2022-11,448.37190929798544
2022-12,432.2626906981198
2023-01,485.26820946848824
2023-02,493.7947362452885
2023-03,476.95278367228866
2023-04,480.5081378965501
2023-05,461.5112159448276
2023-06,474.83734077345605
2023-07,488.3708919415957
