Date,IRELAND SMALL CAP
2000-12,100.0
2001-01,108.68233189404954
2001-02,115.6832444046616
2001-03,99.60278564389999
2001-04,107.27611621531103
2001-05,112.90779572957972
2001-06,117.92975027395487
2001-07,114.59197702361601
2001-08,112.51650074872522
2001-09,95.41094052887274
2001-10,103.12972816765598
2001-11,115.56021901355602
2001-12,123.05258459631592
2002-01,124.718296396374
2002-02,123.99131343284307
2002-03,133.16331410947333
2002-04,138.5925485112285
2002-05,142.0461894188044
2002-06,134.0494922721529
2002-07,124.09983144928928
2002-08,128.94760967265356
2002-09,114.33971200981665
2002-10,121.18930289137401
2002-11,127.27052981117961
2002-12,121.85560354705439
2003-01,134.67129046813247
2003-02,120.19919486809724
2003-03,118.7905022067935
2003-04,127.7613188333875
2003-05,148.82741145486045
2003-06,148.57907503167525
2003-07,148.2394128076833
2003-08,149.1597425335373
2003-09,153.94367128029407
2003-10,165.14556808755881
2003-11,168.00787736085059
2003-12,168.7224411946635
2004-01,181.12758837375233
2004-02,180.33957286325725
2004-03,175.65173660515663
2004-04,177.59180199638448
2004-05,179.67593530837883
2004-06,189.871587373265
2004-07,185.33902728131346
2004-08,186.69362545203032
2004-09,191.483940531875
2004-10,198.83549256694155
2004-11,207.33590173481494
2004-12,212.8536179976631
2005-01,225.327025811111
2005-02,228.41272914836586
2005-03,220.56662314199107
2005-04,217.89189238823874
2005-05,225.5230693184775
2005-06,237.06978614766425
2005-07,246.75536404323142
2005-08,247.66653027812578
2005-09,242.60239704778888
2005-10,233.3112902155409
2005-11,229.78966859140232
2005-12,250.40331878073633
2006-01,257.0434785135885
2006-02,253.49061307988907
2006-03,262.4266291224234
2006-04,264.3375239554635
2006-05,245.97000202794135
2006-06,231.26758625075826
2006-07,236.24094385044629
2006-08,251.3748936386295
2006-09,247.55374644267923
2006-10,266.55961406632144
2006-11,270.5895210751165
2006-12,289.8803178765416
2007-01,295.1656951112914
2007-02,301.47233359010374
2007-03,320.3833983117619
2007-04,314.14144309318857
2007-05,321.86169056029627
2007-06,325.789319205547
2007-07,317.5978510899225
2007-08,302.79773434798915
2007-09,297.854288753116
2007-10,323.71313377170964
2007-11,289.5265227727046
2007-12,304.4913346180929
2008-01,296.70470002370604
2008-02,300.08252519787646
2008-03,298.49025629133183
2008-04,295.4157992444147
2008-05,303.5594388166562
2008-06,262.7569096758272
2008-07,250.23856944375606
2008-08,260.5791885281023
2008-09,219.5466567118947
2008-10,169.69177114803944
2008-11,142.16833341715335
2008-12,145.37398738095573
2009-01,130.97968418386787
2009-02,107.22591900391409
2009-03,129.60256752347533
2009-04,177.5040677320106
2009-05,236.6635554070581
2009-06,243.40552815630846
2009-07,256.34961180176066
2009-08,324.8889908792167
2009-09,372.0197496112222
2009-10,287.3394362697034
2009-11,269.1749922721946
2009-12,266.38541404449245
2010-01,262.8055583157132
2010-02,235.7780549406554
2010-03,279.6046682488549
2010-04,302.5672854882999
2010-05,251.69807981773462
2010-06,249.4751060364933
2010-07,261.5443278971369
2010-08,247.72161563631857
2010-09,249.96523927391306
2010-10,251.85617780489028
2010-11,238.9540122601065
2010-12,263.1158075327288
2011-01,257.2479789757926
2011-02,272.0084700705107
2011-03,257.3821028502933
2011-04,264.9497879320552
2011-05,268.2744055342964
2011-06,257.92143355559955
2011-07,243.92913901549636
2011-08,223.0757578486541
2011-09,217.0608084442333
2011-10,236.43205246370297
2011-11,225.87042041349792
2011-12,221.53414885253298
2012-01,249.94729749885394
2012-02,284.0673080768898
2012-03,277.3552849771974
2012-04,274.8496649555335
2012-05,254.1559926507499
2012-06,256.31719837296566
2012-07,268.727011063136
2012-08,276.01047433684744
2012-09,297.2240621374327
2012-10,295.5936462463241
2012-11,321.3551044374712
2012-12,337.4945166529114
2013-01,360.8178119912287
2013-02,374.9347550057842
2013-03,407.95616017252064
2013-04,405.394970280883
2013-05,430.09357258819307
2013-06,427.4116746626777
2013-07,446.06770489871974
2013-08,457.5993379286883
2013-09,469.3371077627363
2013-10,486.9906769107609
2013-11,485.5418894162897
2013-12,501.32950411215296
2014-01,497.0946893294683
2014-02,542.3923794588814
2014-03,509.47571855771724
2014-04,482.7337465726387
2014-05,494.2424181111795
2014-06,471.7840297834773
2014-07,474.78968310927195
2014-08,484.9354078511494
2014-09,494.07074148417746
2014-10,478.18245899469247
2014-11,517.973336360195
2014-12,541.3603675975068
2015-01,584.3831820440223
2015-02,638.5408994699649
2015-03,675.4970614774895
2015-04,682.6499511838275
2015-05,707.7950124695034
2015-06,683.3447546034521
2015-07,730.1139000708512
2015-08,733.7664846681954
2015-09,705.9739496100059
2015-10,743.9651267510185
2015-11,784.7637858542056
2015-12,766.6295365241641
2016-01,745.3826169102886
2016-02,753.828386009964
2016-03,782.8758653043313
2016-04,771.8994694076537
2016-05,809.1729331859384
2016-06,698.0221401576209
2016-07,730.9718139792649
2016-08,774.8203714408758
2016-09,744.8664723807998
2016-10,709.3461102949531
2016-11,750.8269595936735
2016-12,770.1129021506971
2017-01,802.9742230789097
2017-02,849.7014323308729
2017-03,850.4517672513626
2017-04,879.5614882980803
2017-05,880.468471708842
2017-06,880.4869853592976
2017-07,847.8973364641278
2017-08,867.6819037668075
2017-09,918.5487723279376
2017-10,911.8443397613032
2017-11,911.1389631721714
2017-12,939.3701641459234
2018-01,935.9043204366877
2018-02,916.4874546169773
2018-03,951.5811642414882
2018-04,1007.424985254568
2018-05,1035.1239447489038
2018-06,1075.0370477404301
2018-07,1025.0128814291265
2018-08,1052.0343772955157
2018-09,1021.9788302242094
2018-10,987.576582434069
2018-11,966.028143975452
2018-12,921.9890735220969
2019-01,1003.5715275769455
2019-02,1029.8526512831434
2019-03,1036.1016204462264
2019-04,1028.3984617037752
2019-05,985.3128822082742
2019-06,977.3333765213
2019-07,921.5786937848665
2019-08,876.4478795862218
2019-09,940.3578229866929
2019-10,910.4330763771922
2019-11,921.9247712444201
2019-12,903.388967183737
2020-01,895.9411867296232
2020-02,828.8018073316842
2020-03,655.8998762374839
2020-04,714.0201932036998
2020-05,733.5307101214925
2020-06,759.2180945157364
2020-07,764.2843604979147
2020-08,771.7354005653391
2020-09,703.9303511109026
2020-10,741.6548968307134
2020-11,917.5992195745514
2020-12,994.1213619725912
2021-01,944.8455716690958
2021-02,1026.101216794243
2021-03,1193.2560368644033
2021-04,1270.9052823407867
2021-05,1362.2504594431664
2021-06,1248.260685443301
2021-07,1251.331451321247
2021-08,1378.8770951474746
2021-09,1331.1345160637625
2021-10,1343.513284833
2021-11,1230.9500572035683
2021-12,1306.4073816551202
2022-01,1398.1599095290999
2022-02,1376.1764233846707
2022-03,1342.4494896633455
2022-04,1371.0403410062027
2022-05,1417.6548443962795
2022-06,1309.2606746893462
2022-07,1317.5676011143464
2022-08,1387.5681775574405
2022-09,1387.652977891546
2022-10,1521.5433745131206
2022-11,1583.4223664291746
2022-12,1550.759017342424
2023-01,1600.1459291382243
2023-02,1642.5818095166826
2023-03,1705.0501558295807
2023-04,1752.8356129546776
2023-05,1741.7068214251324
2023-06,1770.9981826782737
2023-07,1743.847659160709
