Date,MOROCCO SMALL CAP
1998-12,423.13571955332947
1999-01,441.2876411167583
1999-02,438.26930618896967
1999-03,412.09602591428165
1999-04,399.72291316890437
1999-05,379.02532223560434
1999-06,401.3949537833957
1999-07,395.2870850170705
1999-08,417.4183077819825
1999-09,405.77271490079454
1999-10,407.4276168968721
1999-11,398.1876674136943
1999-12,388.09229022539375
2000-01,384.50711197059394
2000-02,361.25614410732476
2000-03,362.71889551498407
2000-04,347.14265619865165
2000-05,363.0214580713213
2000-06,351.27015388301965
2000-07,333.0940251873188
2000-08,359.4167702571818
2000-09,359.62568859010366
2000-10,351.41627872588674
2000-11,332.6453134222865
2000-12,309.3138128995013
2001-01,297.8349817552158
2001-02,339.524788441246
2001-03,330.8907776901903
2001-04,305.576471190626
2001-05,304.91316150401286
2001-06,297.9588412620861
2001-07,283.64640228841495
2001-08,289.8566094964566
2001-09,280.1357697522927
2001-10,266.2078798770326
2001-11,279.4943420643759
2001-12,278.6073051060469
2002-01,274.11323391650126
2002-02,271.2114849310884
2002-03,272.1973195827343
2002-04,267.6944314650457
2002-05,254.59371758396125
2002-06,240.63303505935738
2002-07,233.47804555823453
2002-08,239.24829303285227
2002-09,230.94129666038435
2002-10,222.06504796660295
2002-11,225.10719242489955
2002-12,215.0495800244018
2003-01,225.7287739088489
2003-02,244.26783714079082
2003-03,235.37421048323807
2003-04,249.89397377707544
2003-05,253.1409118441999
2003-06,272.00623596983354
2003-07,276.6738313637659
2003-08,294.7439994859322
2003-09,290.55524276233547
2003-10,292.04488752840854
2003-11,291.18707467764267
2003-12,298.81073044875683
2004-01,311.88337525857247
2004-02,328.8465946940744
2004-03,333.26515389406774
2004-04,365.1810318838074
2004-05,361.410417261279
2004-06,347.35214350313436
2004-07,360.50931914798997
2004-08,363.78629282695823
2004-09,336.5086428196482
2004-10,265.9611869728064
2004-11,279.03485298264474
2004-12,312.13468900247034
2005-01,312.05799430151257
2005-02,297.7446406522064
2005-03,305.90930849981055
2005-04,331.5087644671637
2005-05,362.054972615887
2005-06,367.31963283107524
