Date,MOROCCO SMALL CAP
2005-07,375.9221155396382
2005-08,408.15999167209065
2005-09,404.9180427635125
2005-10,418.87761594630047
2005-11,445.3185919387652
2005-12,438.3287276296514
2006-01,583.0942189891065
2006-02,605.5573957615011
2006-03,645.0378059857203
2006-04,701.1790918244594
2006-05,638.1962333477196
2006-06,645.9530736038519
2006-07,628.6794575421566
2006-08,707.0054228723192
2006-09,703.3810636474043
2006-10,711.8894160513447
2006-11,676.5811409393915
2006-12,698.1483711771302
2007-01,918.7602210194062
2007-02,937.5038666608796
2007-03,1024.0550765262676
2007-04,1068.9922105622152
2007-05,1000.0
2007-06,990.8159844589966
2007-07,1000.5522252973071
2007-08,1039.5682690888425
2007-09,1012.7613641246837
2007-10,1048.6104352302116
2007-11,1031.5827765009499
2007-12,1051.8224760750159
2008-01,1131.8153844170492
2008-02,1158.814252857316
2008-03,1193.8809584360777
2008-04,1164.48133023781
2008-05,1183.1127055880456
2008-06,1161.1450249169643
2008-07,1211.2521421691715
2008-08,1191.404178901645
2008-09,1079.6897712283921
2008-10,1040.2657724489536
2008-11,929.3439967414166
2008-12,936.8847766401464
2009-01,867.8545932625117
2009-02,948.789551066813
2009-03,842.8369822951554
2009-04,824.1654723172768
2009-05,873.912604933724
2009-06,959.1997669283293
2009-07,927.0659167577454
2009-08,936.4685658230239
2009-09,883.0398442378348
2009-10,869.5616016543463
2009-11,823.1394526091258
2009-12,805.6588534453923
2010-01,876.794554601646
2010-02,875.8534674965282
2010-03,876.6964882212291
2010-04,1010.8682900905848
2010-05,1050.791060805701
2010-06,1049.4011244041214
2010-07,1035.3716636567137
2010-08,1055.2409379577994
2010-09,1021.1223722925911
2010-10,1085.4308483186894
2010-11,1120.1796717679558
2010-12,1141.7842716871744
2011-01,1165.2393094610197
2011-02,1179.3427449562623
2011-03,1110.4267134743102
2011-04,1097.9261079117941
2011-05,1181.0481773156146
2011-06,1132.2886217661403
2011-07,1121.0122754150138
2011-08,1220.8892127378358
2011-09,1361.3362314731885
2011-10,1450.4156449446511
2011-11,1382.0495097335997
2011-12,1332.5024204902807
2012-01,1565.1480887644705
2012-02,1478.613467390303
2012-03,1393.5235986183577
2012-04,1391.3701948412331
2012-05,1506.3682576929561
2012-06,1356.1492007413995
2012-07,1302.3706244305067
2012-08,1213.5193293703298
2012-09,1239.9460855048596
2012-10,1376.9216930510556
2012-11,1408.9583751487205
2012-12,1302.1246117877818
2013-01,1305.7186449268988
2013-02,1366.6876912959258
2013-03,1342.9873987222138
2013-04,1195.479569866677
2013-05,1236.9003519471562
2013-06,1190.2794002946923
2013-07,1089.457389102812
2013-08,1142.6637624964735
2013-09,1113.0166816166977
2013-10,1171.825656347967
2013-11,1179.427624904422
2013-12,1120.2653248268336
2014-01,1146.3829648646504
2014-02,1174.6166417791212
2014-03,1193.4710862579786
2014-04,1189.8912361991956
2014-05,1207.1968076071598
2014-06,1218.135664129654
2014-07,1202.9433777562012
2014-08,1304.5556243035837
2014-09,1357.5893904530913
2014-10,1415.8229288414825
2014-11,1336.6628917299406
2014-12,1197.185850509205
2015-01,1290.4783894927932
2015-02,1229.3302728534834
2015-03,1176.653542978007
2015-04,1136.7387565351778
2015-05,1108.7913365027403
2015-06,1152.8143352477598
2015-07,1153.0908642911295
2015-08,1117.9145944416393
2015-09,1061.5966061903755
2015-10,1040.1245922386354
2015-11,1029.4193839539314
2015-12,970.1725888463644
2016-01,993.2445574741994
2016-02,981.7081038990426
2016-03,993.4975721347934
2016-04,1058.1879214679552
2016-05,1081.701043679908
2016-06,1105.880735698586
2016-07,1143.8282465862349
2016-08,1135.5549780960769
2016-09,1164.3302685825765
2016-10,1195.3302586865686
2016-11,1326.13819883599
2016-12,1499.9476494396783
2017-01,1658.1207786530315
2017-02,1586.8411688149429
2017-03,1557.701345760697
2017-04,1599.5097343272594
2017-05,1610.199294160112
2017-06,1702.3020502464335
2017-07,1755.3510813977032
2017-08,1786.5066606663572
2017-09,1761.193630135812
2017-10,1844.7723720543822
2017-11,1858.9971632927168
2017-12,1848.7224709943312
2018-01,1935.5940516639525
2018-02,1956.62674584893
2018-03,1925.8414929292876
2018-04,1978.9659331819882
2018-05,1937.2326857817782
2018-06,1820.8358945701502
2018-07,1828.5655008046217
2018-08,1815.5646854436334
2018-09,1742.7804232148453
2018-10,1725.9885991469305
2018-11,1749.4312038045941
2018-12,1736.5692915132101
2019-01,1738.6117274549108
2019-02,1756.6771836404478
2019-03,1706.0710582363627
2019-04,1742.1320746539343
2019-05,1737.0100980725974
2019-06,1777.1230246162559
2019-07,1846.8327336085533
2019-08,1885.3709018985026
2019-09,1863.9204195650161
2019-10,1826.8381918452233
2019-11,1903.4935804674396
2019-12,1990.288055993709
2020-01,2102.8466795838885
2020-02,2050.017879591869
2020-03,1537.7965399736715
2020-04,1541.1809103135092
2020-05,1718.4677780640689
2020-06,1773.4339210846288
2020-07,1757.7444596098792
2020-08,1765.1633059336561
2020-09,1746.0598515937124
2020-10,1822.4186195825366
2020-11,1910.8211124032227
2020-12,1984.4548823408622
2021-01,2040.7386646956213
2021-02,2031.70229779618
2021-03,2063.047789379156
2021-04,2139.8394316439417
2021-05,2224.9978571548704
2021-06,2359.5157552143564
2021-07,2392.7229580176577
2021-08,2503.9176816695044
2021-09,2631.9350565964305
2021-10,2751.5766850782807
2021-11,2664.292137012165
2021-12,2718.3767025616244
2022-01,2824.44329882962
2022-02,2623.317595761979
2022-03,2536.284053083622
2022-04,2666.8354005840506
2022-05,2523.503917946366
2022-06,2489.1328886516308
2022-07,2467.3021531206296
2022-08,2498.7664972617854
2022-09,2407.0840184790422
2022-10,2310.826994042343
2022-11,2212.725432692277
2022-12,2184.61366928342
2023-01,2086.146606048504
2023-02,2272.6321019150355
2023-03,2188.845674038888
2023-04,2264.810332745298
2023-05,2399.0311589995163
2023-06,2507.1095751578673
2023-07,2630.0953695017056
