Date,RUSSIA SMALL VALUE
1998-12,7.571307166148292
1999-01,10.020261223505955
1999-02,12.112027173005119
1999-03,17.265047370286197
1999-04,18.928371326501452
1999-05,22.090797099157776
1999-06,36.83156836363813
1999-07,32.08384332171044
1999-08,29.97423342016563
1999-09,23.438458607142206
1999-10,27.08821711380302
1999-11,33.42885723048989
1999-12,49.841842067250596
2000-01,63.36033990434029
2000-02,65.24117575745535
2000-03,82.05578456525124
2000-04,86.33511421001256
2000-05,65.67809079845452
2000-06,63.04171864442469
2000-07,69.02827863878261
2000-08,86.09794726466332
2000-09,78.6050870827078
2000-10,82.45017872754252
2000-11,64.8559676472675
2000-12,52.88170196675113
2001-01,58.558178292872526
2001-02,58.40714451175539
2001-03,63.72713929064733
2001-04,71.59287240682197
2001-05,75.47117960257766
2001-06,79.45923662151498
2001-07,73.51318413946275
2001-08,72.37586048225145
2001-09,67.34536352738837
2001-10,71.92255865478964
2001-11,88.48357990788234
2001-12,101.30829597707776
2002-01,122.05349906597515
2002-02,122.0840940931018
2002-03,134.91770209064416
2002-04,140.40449021665174
2002-05,130.2527626423934
2002-06,110.1962562041147
2002-07,101.8536927950205
2002-08,98.02841278787349
2002-09,96.51067841328349
2002-10,106.73704228484317
2002-11,115.56543438886067
2002-12,102.61428429293976
2003-01,102.9035432011586
2003-02,120.333867268772
2003-03,123.78799411826346
2003-04,143.55341824846175
2003-05,149.68811859622372
2003-06,155.04126870457247
2003-07,153.52405084389
2003-08,183.2961936561841
2003-09,187.24546874091376
2003-10,187.90737754434747
2003-11,186.0615965770953
2003-12,195.47260848517848
2004-01,231.74373118138513
2004-02,270.02280581850937
2004-03,288.869365420789
2004-04,274.5023839396844
2004-05,255.28960657218994
2004-06,274.22233132914806
2004-07,244.41820737926164
2004-08,256.90323893325836
2004-09,269.11641801064667
2004-10,284.67573743788034
2004-11,239.34075806663768
2004-12,230.6110057828673
2005-01,252.09483628197097
2005-02,262.61811441308026
2005-03,246.49887030169847
2005-04,238.2000440062231
2005-05,263.14343842516485
2005-06,276.31026050398424
2005-07,298.2134361897617
2005-08,365.1682089018047
2005-09,438.5083745725537
2005-10,420.4319707995595
2005-11,473.4346653110693
2005-12,507.3759793857507
2006-01,548.6199873004698
2006-02,728.8804389003922
2006-03,703.9896986368207
2006-04,726.6172427161214
2006-05,611.2944375921421
2006-06,645.0151645919251
2006-07,695.1826564565866
2006-08,726.8156330387347
2006-09,755.7278793331918
2006-10,754.0146623981282
2006-11,811.6861509967607
2006-12,942.3316854202358
2007-01,999.0834526090214
2007-02,972.039437088089
2007-03,1095.5505661555549
2007-04,1057.3956499201188
2007-05,1000.0
2007-06,1036.3790750609637
2007-07,1063.5269064099803
2007-08,1003.4055824558361
2007-09,1034.424546475611
2007-10,1043.5327081687076
2007-11,1013.0985407527371
2007-12,1049.4334951488513
2008-01,905.6046944566401
2008-02,870.1225704339886
2008-03,882.0583720510219
2008-04,861.6864433591086
2008-05,875.241529894277
2008-06,858.5999122325978
2008-07,720.5717933351004
2008-08,643.1835647317079
2008-09,439.1278670596238
2008-10,261.979865784445
2008-11,210.27067134170736
2008-12,163.50935099901204
