Date,MALAYSIA SMALL CAP
1998-12,313.034970817444
1999-01,335.007279659637
1999-02,375.2430566414878
1999-03,340.8527116429453
1999-04,469.88443025792503
1999-05,516.9039798911137
1999-06,643.011636789598
1999-07,613.9277433009808
1999-08,717.5950301182567
1999-09,623.6957518557697
1999-10,674.2250974067689
1999-11,693.9898614545007
1999-12,760.8798389092341
2000-01,891.3400764401621
2000-02,1035.1517899494918
2000-03,1052.7520541494287
2000-04,980.802108213654
2000-05,926.0776703735132
2000-06,785.7516948267237
2000-07,810.8770283932948
2000-08,820.4802343818799
2000-09,720.5253031099926
2000-10,730.5222930146998
2000-11,683.1628509915903
2000-12,562.9845087918437
2001-01,592.6905215409732
2001-02,563.3831324827622
2001-03,528.9745406200111
2001-04,542.997465502602
2001-05,587.3487643945823
2001-06,598.2533103773519
2001-07,655.3189085876069
2001-08,641.3492065249344
2001-09,555.391689368953
2001-10,571.1716120932714
2001-11,617.8065143781714
2001-12,638.5623341594825
2002-01,695.7397712189795
2002-02,681.1998835185701
2002-03,729.1649690425857
2002-04,770.8951813100398
2002-05,696.0619626951493
2002-06,638.9551027750224
2002-07,641.9785989572008
2002-08,635.0096104467362
2002-09,567.8486022593595
2002-10,579.43666649343
2002-11,559.8253571232927
2002-12,530.3723807871868
2003-01,531.1246154695534
2003-02,507.47586703019925
2003-03,489.3107920407972
2003-04,483.46911221533617
2003-05,495.6659953060843
2003-06,539.6390357481521
2003-07,593.1132277970744
2003-08,625.9411204773621
2003-09,582.1884368190539
2003-10,633.7778174311953
2003-11,587.3424469084591
2003-12,559.4427450758767
2004-01,583.1680154872176
2004-02,625.4828973726981
2004-03,625.7748848212417
2004-04,620.1644046028488
2004-05,563.433920594594
2004-06,555.4377541545579
2004-07,573.5360187835283
2004-08,548.8884056565197
2004-09,552.6285751539257
2004-10,543.1280688092061
2004-11,550.9249049977265
2004-12,536.5282368658654
2005-01,562.6957822680976
2005-02,552.7385127826127
2005-03,534.5605735872255
2005-04,532.3044902877607
2005-05,526.4989331546993
2005-06,553.2920837219528
2005-07,584.7177738080812
2005-08,554.0035345345689
2005-09,572.3861387622534
2005-10,555.353153077799
2005-11,546.165721005574
2005-12,541.8552919496019
2006-01,558.8181518358316
2006-02,591.1413642272591
2006-03,608.472167355827
2006-04,632.8065603178777
2006-05,598.7536759048223
2006-06,590.3735857902999
2006-07,604.1673207645656
2006-08,619.0238532636915
2006-09,629.3127639948436
2006-10,657.0575382661558
2006-11,716.6444807642282
2006-12,754.1761077332611
2007-01,844.4201308225821
2007-02,874.7451190265033
2007-03,930.8289777964159
2007-04,1000.1401520783098
2007-05,1000.0
2007-06,1044.6248216075635
2007-07,1093.350428133966
2007-08,969.675417877075
2007-09,999.2927877890675
2007-10,1075.1079660461921
2007-11,995.7734688153489
2007-12,1058.1694431390779
2008-01,998.087629425429
2008-02,932.3338613718618
2008-03,820.9570524425751
2008-04,891.7782760467159
2008-05,857.2278112800526
2008-06,783.1887387682073
2008-07,762.8207390388365
2008-08,735.1952082649082
2008-09,686.0962189370008
2008-10,575.2541234468049
2008-11,574.6965175424231
2008-12,555.4285483627344
2009-01,575.0514771955316
2009-02,559.0578603201734
2009-03,543.5180444983267
2009-04,684.8842889978706
2009-05,743.1534606133811
2009-06,752.4475046231236
2009-07,804.5338588167078
2009-08,802.7529771783599
2009-09,828.6846541531005
2009-10,852.9627284254453
2009-11,828.2521983744382
2009-12,893.079937962941
2010-01,935.9402639507678
2010-02,966.9651562827961
2010-03,1108.0196803481144
2010-04,1164.3522809870879
2010-05,1137.6861889589716
2010-06,1195.2359023046986
2010-07,1208.2831552800492
2010-08,1230.7897544316982
2010-09,1217.2697794570288
2010-10,1257.8601261809301
2010-11,1336.785497796177
2010-12,1403.4367714535128
2011-01,1427.457604107012
2011-02,1372.053117905109
2011-03,1418.9374084835015
2011-04,1398.9440571523332
2011-05,1409.4916933325296
2011-06,1396.4240413028297
2011-07,1432.0366195051142
2011-08,1281.9515751380977
2011-09,1161.442169241817
2011-10,1287.7282479550129
2011-11,1260.7439723832144
2011-12,1400.2363086917278
2012-01,1538.4140065926522
2012-02,1534.5633861640115
2012-03,1470.5313409605837
2012-04,1505.9850459380139
2012-05,1506.9982199745546
2012-06,1522.0280688789928
2012-07,1654.9989509261914
2012-08,1611.656383469357
2012-09,1575.471220992956
2012-10,1609.2614668726274
2012-11,1562.5177243588928
2012-12,1553.7154733958414
2013-01,1465.1257992844708
2013-02,1538.9091480092832
2013-03,1641.0730436005156
2013-04,1659.5913858960787
2013-05,1897.4400127542958
2013-06,1784.3465418973951
2013-07,1702.5570252988334
2013-08,1636.9542683728152
2013-09,1671.1824172923039
2013-10,1735.7716243760613
2013-11,1683.8956777208143
2013-12,1646.4237732740478
2014-01,1617.1105613648338
2014-02,1639.6803116492883
2014-03,1672.1113129485454
2014-04,1691.7544855721799
2014-05,1752.5152381193138
2014-06,1778.938146611701
2014-07,1891.063996108571
2014-08,1927.4197387259314
2014-09,1951.0028566762815
2014-10,1920.9221847908068
2014-11,1784.546476020554
2014-12,1679.3078384698285
2015-01,1798.540967712105
2015-02,1887.1448868079754
2015-03,1920.7123457482671
2015-04,1945.7954215231905
2015-05,1876.7209149728724
2015-06,1779.6401940153137
2015-07,1792.6327143993058
2015-08,1452.8847223307728
2015-09,1479.1857929412324
2015-10,1599.3602199924676
2015-11,1683.356797116985
2015-12,1687.8616908267604
2016-01,1673.4793769289104
2016-02,1666.3011529916466
2016-03,1749.0733229937698
2016-04,1693.5421785020562
2016-05,1645.5412762227202
2016-06,1683.7290797411558
2016-07,1693.6158185408037
2016-08,1758.9373815013137
2016-09,1749.8450299902086
2016-10,1767.601896738524
2016-11,1653.9627325592971
2016-12,1667.5612158425647
2017-01,1717.378642147407
2017-02,1777.0252072301475
2017-03,1847.591599999554
2017-04,1904.0946933279508
2017-05,1863.424684728584
2017-06,1866.7301398867612
2017-07,1805.7241407722279
2017-08,1793.210494640767
2017-09,1829.7828906214768
2017-10,1907.1101714783856
2017-11,1914.3958059706165
2017-12,1987.0374403654753
2018-01,2025.747088734253
2018-02,2052.9943288655695
2018-03,1925.8035168574754
2018-04,1893.7562591847986
2018-05,1871.7482608419714
2018-06,1875.7258086929708
2018-07,1962.7427324228634
2018-08,1904.8576490494934
2018-09,1886.3822280483162
2018-10,1776.4859500578893
2018-11,1736.4819182697013
2018-12,1652.6054178541906
2019-01,1729.5391489710805
2019-02,1821.480171095393
2019-03,1887.0429035490974
2019-04,1934.159204662346
2019-05,1849.5353358228122
2019-06,1909.9149423051954
2019-07,1970.3645528206769
2019-08,1901.8520617248098
2019-09,1952.8645484726583
2019-10,1928.7101421693942
2019-11,1946.816108577427
2019-12,1990.9024225314827
2020-01,1946.178545454455
2020-02,1840.7969723409506
2020-03,1393.7384947004098
2020-04,1581.3191069059849
2020-05,1739.9127851820742
2020-06,1772.7611550329339
2020-07,2032.7712237227256
2020-08,2168.556051811618
2020-09,2187.5452621242152
2020-10,2157.4685652552407
2020-11,2356.682323190707
2020-12,2466.2423119127866
2021-01,2485.1415884110556
2021-02,2588.6245825547153
2021-03,2596.6819428299477
2021-04,2545.290767478669
2021-05,2342.831673321383
2021-06,2386.459669434576
2021-07,2369.0280951908053
2021-08,2499.49249203774
2021-09,2557.6115172241216
2021-10,2683.170475037974
2021-11,2580.345676191319
2021-12,2552.0105208865652
2022-01,2381.8672572134305
2022-02,2360.7147583327
2022-03,2439.6849538666097
2022-04,2483.94426245062
2022-05,2360.7378293833053
2022-06,2261.082917477424
2022-07,2356.229710175731
2022-08,2381.28101754389
2022-09,2287.724970737762
2022-10,2218.6772844529187
2022-11,2389.19152186242
2022-12,2330.46031812195
2023-01,2494.238600509972
2023-02,2389.120816847998
2023-03,2389.416642507022
2023-04,2324.1891677074855
2023-05,2328.915404873342
2023-06,2222.890667282605
2023-07,2382.847507142278
