Date,CHINA SMALL CAP
2008-01,911.8910366487844
2008-02,942.5666517704948
2008-03,767.8099292051415
2008-04,837.0048293233014
2008-05,822.208342156418
2008-06,705.3487728395004
2008-07,684.0185727885073
2008-08,633.9788324334454
2008-09,530.6877859314721
2008-10,411.6166112571861
2008-11,442.7015980873939
2008-12,502.1934862570653
2009-01,519.7650160137025
2009-02,523.0516207877896
2009-03,573.4664847347135
2009-04,688.1947924269297
2009-05,847.8893507971729
2009-06,897.6302088888759
2009-07,1023.7871144772181
2009-08,923.0001112411737
2009-09,946.0514146524554
2009-10,1033.4452624014698
2009-11,1109.3980777356471
2009-12,1218.1207765546892
2010-01,1195.1155459280458
2010-02,1273.9055672378636
2010-03,1381.50432570686
2010-04,1390.3898629683276
2010-05,1318.8538158367362
2010-06,1310.2784800969503
2010-07,1315.4996685105898
2010-08,1340.5355476376672
2010-09,1414.6229294833606
2010-10,1454.5106945026141
2010-11,1581.3296375222324
2010-12,1538.2436449427585
2011-01,1473.6289838753237
2011-02,1405.8826605812483
2011-03,1406.9915810130058
2011-04,1379.829753066249
2011-05,1362.69011486759
2011-06,1274.56420407067
2011-07,1267.0635347554808
2011-08,1090.5493272226558
2011-09,936.6369400966994
2011-10,1030.2446532331587
2011-11,977.0084534823933
2011-12,980.8237174642227
2012-01,1030.020017428459
2012-02,1147.2476418053002
2012-03,1056.2452262131526
2012-04,1070.3535740341258
2012-05,1055.063973620142
2012-06,1015.0168646244645
2012-07,995.3633058773154
2012-08,984.8293446210137
2012-09,1010.5716383065142
2012-10,1066.1044845486083
2012-11,1101.771874111836
2012-12,1186.9424691625443
2013-01,1249.7523401952492
2013-02,1307.2085553005231
2013-03,1289.2005814124036
2013-04,1283.5743147664568
2013-05,1366.8524185448316
2013-06,1229.2947787783942
2013-07,1219.5840634894573
2013-08,1264.8456205297343
2013-09,1271.7407543993506
2013-10,1311.2619504770853
2013-11,1355.3343370423067
2013-12,1347.1229785407697
2014-01,1385.3602362679223
2014-02,1374.3425422126643
2014-03,1344.632765875532
2014-04,1283.9200480065097
2014-05,1338.0914126845637
2014-06,1354.1703570680463
2014-07,1443.3496122053655
2014-08,1488.1267670658353
2014-09,1529.8888217122194
2014-10,1557.394825854497
2014-11,1561.1678795380637
2014-12,1528.009814834912
2015-01,1629.4897109873477
2015-02,1647.8898533657377
2015-03,1835.280079867686
2015-04,2245.3531655370975
2015-05,2458.1042901524397
2015-06,2128.135307540804
2015-07,1806.0175924478444
2015-08,1516.7240592376045
2015-09,1552.9850871005112
2015-10,1720.1960916303542
2015-11,1775.756087531048
2015-12,1760.55749780322
2016-01,1499.4633418190872
2016-02,1497.7648334125513
2016-03,1527.5751684635115
2016-04,1549.076560716365
2016-05,1549.318836928441
2016-06,1537.2544797259254
2016-07,1538.8412358059813
2016-08,1666.5086544589253
2016-09,1678.1284678643535
2016-10,1694.9750953198852
2016-11,1761.7972699141574
2016-12,1704.3727588731126
2017-01,1730.1904266470326
2017-02,1814.6984396590824
2017-03,1847.4353519306464
2017-04,1805.2961993265374
2017-05,1719.770855550426
2017-06,1713.4945311819163
2017-07,1737.8113068042012
2017-08,1758.6768768412517
2017-09,1867.578196305338
2017-10,1929.3329141911615
2017-11,1819.4472078705016
2017-12,1864.736439529077
2018-01,1933.004324172122
2018-02,1872.9906509943755
2018-03,1872.8493215214364
2018-04,1939.9248862464933
2018-05,2100.316531920521
2018-06,1934.8275870494576
2018-07,1877.1664450821113
2018-08,1790.0454989801453
2018-09,1747.2064626301149
2018-10,1610.6227320371308
2018-11,1651.018586842359
2018-12,1575.601359541214
2019-01,1670.6294968811462
2019-02,1776.2775979143182
2019-03,1844.5607528797084
2019-04,1849.0211079338076
2019-05,1697.8595814521395
2019-06,1706.9855313033352
2019-07,1710.0657397211924
2019-08,1627.442666668568
2019-09,1642.4191193443685
2019-10,1638.2572467178236
2019-11,1637.3330326916098
2019-12,1709.6911198649684
2020-01,1647.9658811109157
2020-02,1698.4711426028202
2020-03,1518.2746342474418
2020-04,1598.247605415076
2020-05,1525.123313048458
2020-06,1678.15789308278
2020-07,1786.1940861774792
2020-08,1825.162485758383
2020-09,1780.5664537787475
2020-10,1803.3324609449373
2020-11,1942.3968456724226
2020-12,1994.1624947816667
2021-01,2217.1991415867706
2021-02,2411.2495950906664
2021-03,2332.292822071113
2021-04,2350.8165147618442
2021-05,2351.711874691709
2021-06,2425.4282163520093
2021-07,2176.1790502365684
2021-08,2260.0599201995087
2021-09,2155.3160600411798
2021-10,2125.387134342039
2021-11,2103.382523958239
2021-12,2010.5399410463508
2022-01,1907.0298675584447
2022-02,1822.0452026282862
2022-03,1719.3857181766402
2022-04,1718.2646904259625
2022-05,1661.266057906614
2022-06,1827.9052613644703
2022-07,1690.6928644019245
2022-08,1659.2230757274724
2022-09,1445.8008708553873
2022-10,1293.162170098239
2022-11,1561.0062411941688
2022-12,1610.9842811451567
2023-01,1765.7157304069708
2023-02,1650.784309061336
2023-03,1517.5371444555678
2023-04,1464.79033695331
2023-05,1321.9535409684197
2023-06,1299.0107709236768
2023-07,1393.9587243048366
