Date,HUNGARY SMALL CAP
1998-12,344.7377870365423
1999-01,331.6040368431781
1999-02,295.54826128946166
1999-03,294.65167594691343
1999-04,324.71812529707586
1999-05,346.01599216434596
1999-06,344.75520497304785
1999-07,365.4007230278592
1999-08,383.4476354083779
1999-09,357.3119804890329
1999-10,371.12255017937247
1999-11,388.63245945169945
1999-12,428.6457864069756
2000-01,450.95127703245515
2000-02,465.79843141125
2000-03,500.1239001828352
2000-04,459.97506085950465
2000-05,431.0319896868845
2000-06,404.85065836778654
2000-07,396.6346045998422
2000-08,396.62042184654075
2000-09,378.09064378880674
2000-10,423.56729228925127
2000-11,356.03401751498023
2000-12,373.32545132280177
2001-01,349.1134230804049
2001-02,305.63516449754485
2001-03,296.1294979212693
2001-04,289.85373553815145
2001-05,309.08662576386814
2001-06,311.73042115348255
2001-07,290.86043065465253
2001-08,277.1139659832419
2001-09,255.29165314331354
2001-10,275.98724527627553
2001-11,307.97184271262523
2001-12,313.7904173318083
2002-01,340.71274184497804
2002-02,339.1974126459753
2002-03,347.5166211370583
2002-04,401.38120975005484
2002-05,403.9217376164164
2002-06,383.3872992119657
2002-07,363.5168979633295
2002-08,357.0956991462249
2002-09,326.36518806530444
2002-10,370.3832886706412
2002-11,423.0026502787277
2002-12,463.9533782643619
2003-01,414.461584443161
2003-02,410.7294418840599
2003-03,421.5983860764502
2003-04,456.7167621914621
2003-05,472.85556933769016
2003-06,482.8850413944027
2003-07,546.8505208873326
2003-08,573.4430688800369
2003-09,555.9583674437782
2003-10,540.7269204656116
2003-11,541.1858611810646
2003-12,553.5150592451381
2004-01,557.9403707168171
2004-02,574.0401475771047
2004-03,567.2693338022842
2004-04,591.9266474928168
2004-05,564.6385849202069
2004-06,581.3321298382581
2004-07,585.9271803524588
2004-08,610.4280523212468
2004-09,665.9257389911479
2004-10,602.3883263178706
2004-11,610.9536367441651
2004-12,619.8452998850805
2005-01,723.6055532049342
2005-02,822.5208353819536
2005-03,779.4627491093241
2005-04,689.5764640395818
2005-05,695.7299508405312
2005-06,764.3187013459727
2005-07,857.0911684668641
2005-08,828.2638797759646
2005-09,800.5230940537396
2005-10,742.7644993135834
2005-11,821.4402195947619
2005-12,812.1753719175423
2006-01,891.101623496815
2006-02,961.0567381205121
2006-03,937.1332536609327
2006-04,941.4193516934984
2006-05,844.9833908032683
2006-06,819.7405811321257
2006-07,932.0508824005007
2006-08,945.3906530702791
2006-09,965.0523685290318
2006-10,965.1223823880628
2006-11,979.9979328334982
2006-12,1013.4672849737552
2007-01,961.6367094808943
2007-02,972.2025608412787
2007-03,954.4992483028971
2007-04,967.6717338304076
2007-05,1000.0
2007-06,1034.915222799238
2007-07,1029.7347446362671
2007-08,971.2343760599786
2007-09,1007.4405559816018
2007-10,973.6593358151378
2007-11,842.1080717254542
2007-12,881.0921074682609
2008-01,750.5299412430594
2008-02,738.4149124451286
2008-03,676.8148971326024
2008-04,720.9710279341374
2008-05,715.3337160277146
2008-06,663.0734089470257
2008-07,692.5029656109559
2008-08,639.5691029230785
2008-09,547.6311836262624
2008-10,439.6639744203892
2008-11,433.23913816061287
2008-12,381.07761239635136
