Date,PERU SMALL CAP
1998-12,102.96893494082404
1999-01,101.36774816406385
1999-02,104.61832389002838
1999-03,113.43516086359998
1999-04,122.78824550860416
1999-05,123.6169351118484
1999-06,130.41497713837504
1999-07,118.87607928472622
1999-08,116.67032921852744
1999-09,123.64210818635131
1999-10,125.41239080106715
1999-11,130.58205192336933
1999-12,128.83394764986264
2000-01,128.3644061588609
2000-02,131.60517602795312
2000-03,128.58020372833607
2000-04,135.86489198408438
2000-05,123.70248893117808
2000-06,120.49776401666433
2000-07,125.16603561599545
2000-08,132.47755666107102
2000-09,130.7417844623061
2000-10,128.68200779752846
2000-11,119.99598923634025
2000-12,109.5078219979812
2001-01,114.613248011203
2001-02,108.70465922697021
2001-03,116.56285599084114
2001-04,104.78043809631002
2001-05,112.78399226205859
2001-06,118.94120071384008
2001-07,115.37337162964373
2001-08,111.89782892833409
2001-09,107.18661202159508
2001-10,106.90019492528135
2001-11,109.75942655264302
2001-12,108.8557797886201
2002-01,114.21148732543743
2002-02,117.57399877143177
2002-03,113.6106158385446
2002-04,111.14220555774571
2002-05,106.31252765210921
2002-06,97.40882915426207
2002-07,94.51295396154289
2002-08,93.21176896323696
2002-09,97.89020820399625
2002-10,103.08406279151667
2002-11,115.34427123994857
2002-12,108.19144786929505
2003-01,111.40022618895988
2003-02,114.40384785021058
2003-03,112.76380725268875
2003-04,121.86561896909345
2003-05,120.57830012466015
2003-06,125.76810547590156
2003-07,131.24912603434865
2003-08,138.57425655991395
2003-09,145.80618155051974
2003-10,158.79967525569168
2003-11,170.96339608337075
2003-12,186.88908148801488
2004-01,196.07500073690662
2004-02,197.2050114658952
2004-03,268.78933209139086
2004-04,267.1475111520928
2004-05,270.45253939681874
2004-06,258.31598810809373
2004-07,265.3426333324097
2004-08,271.43463222968364
2004-09,290.1427065151009
2004-10,299.4341930972229
2004-11,293.97070217481615
2004-12,285.5247360641505
2005-01,306.4759437675023
2005-02,308.65161271741977
2005-03,318.31293232354153
2005-04,316.0609267682767
2005-05,312.7569889152536
2005-06,315.27741499151114
2005-07,325.9547629796228
2005-08,319.4095778321825
2005-09,329.74272169196786
2005-10,289.9455319304066
2005-11,290.09388779015165
2005-12,278.9749858991188
2006-01,320.63375361579983
2006-02,348.14022647999127
2006-03,320.11103637568715
2006-04,355.18618762029007
2006-05,344.9321968004108
2006-06,381.14521164714995
2006-07,393.4365803827288
2006-08,424.70520249961464
2006-09,437.58092143059076
2006-10,483.6849210690916
2006-11,495.43919325905927
2006-12,586.0568602302328
2007-01,624.323042977162
2007-02,695.8568458044747
2007-03,830.9195627488714
2007-04,958.9812095025715
2007-05,1000.0
2007-06,1100.4147974207829
2007-07,1117.319431146226
2007-08,976.4198572441425
2007-09,1033.0053688233052
2007-10,1038.6302884617758
2007-11,920.285689406562
2007-12,906.1210503088847
2008-01,788.1382389900953
2008-02,909.0152186335272
2008-03,920.6563082989093
2008-04,896.8546716388008
2008-05,931.3086771187577
2008-06,848.5083829207682
2008-07,803.8310636436377
2008-08,792.3487222407919
2008-09,713.3023244035738
2008-10,505.8967503658
2008-11,429.82378626281695
2008-12,350.64139034212235
2009-01,333.7436661466097
2009-02,291.1025509111358
2009-03,483.585628643914
2009-04,501.9517093088771
2009-05,688.12649469446
2009-06,606.837384105878
2009-07,594.2570833347997
2009-08,589.9568561639751
2009-09,621.0758596952484
2009-10,572.0370459346394
2009-11,541.9016970933877
2009-12,618.0487972089976
2010-01,673.4718802506101
2010-02,671.2605039357658
2010-03,707.9416222206321
2010-04,728.5070255977886
2010-05,664.4717857094739
2010-06,664.3184477466608
2010-07,623.6966845292249
2010-08,680.773842315275
2010-09,742.4271269291883
2010-10,729.5549847501655
2010-11,789.9549471380052
2010-12,863.6569586578581
2011-01,878.4782715920916
2011-02,859.3877931063474
2011-03,776.5746906102365
2011-04,569.4642849619083
2011-05,732.1544274580773
2011-06,639.1396316919379
2011-07,752.7950518067303
2011-08,692.6888713921811
2011-09,644.8646920273942
2011-10,683.7688868081331
2011-11,684.8223705687114
2011-12,665.1129798248083
2012-01,768.4021312019254
2012-02,831.7221128491078
2012-03,850.929635548083
2012-04,820.0828076945786
2012-05,786.8090693003892
2012-06,751.4338081552384
