Date,PERU SMALL CAP
2012-07,779.2136870429905
2012-08,827.6948210917109
2012-09,859.3717030457367
2012-10,843.7774393252987
2012-11,777.0056390435778
2012-12,787.345391700388
2013-01,812.1711789979004
2013-02,820.8255523947242
2013-03,808.5922248859365
2013-04,641.1893570132287
2013-05,561.8210005923518
2013-06,492.26604928770456
2013-07,473.01393984084973
2013-08,541.0070373232215
2013-09,475.78639795000106
2013-10,446.5212649359388
2013-11,426.4631647814363
2013-12,442.889445929232
2014-01,440.09480253330946
2014-02,429.91162786967357
2014-03,394.0464894612172
2014-04,431.61121946624945
2014-05,450.1130409572308
2014-06,499.4405240601384
2014-07,499.2881862562143
2014-08,557.7313588987935
2014-09,521.7419429190804
2014-10,472.46534539897067
2014-11,507.286667992477
2014-12,534.513688299535
2015-01,613.223897027965
2015-02,639.4588293682747
2015-03,571.8315106309856
2015-04,564.6454794376197
2015-05,596.0891828685953
2015-06,578.8453027779368
2015-07,560.7366572848598
2015-08,513.6972537004785
2015-09,505.77213467787806
2015-10,556.8915428086913
2015-11,518.336132270648
2017-05,1000.0
2017-06,997.935844884308
2017-07,974.3000863956181
2017-08,1072.429576249608
2017-09,1374.3296429512036
2017-10,1703.346172547032
2017-11,1359.5430903912998
2017-12,1275.8220554755653
2018-01,1280.4625903656738
2018-02,1143.6241513444697
2018-03,1181.6727930959403
2018-04,1205.4365997774464
2018-05,1014.3913949152069
2018-06,829.8802450663794
2018-07,828.1576546918353
2018-08,848.9806029984005
2018-09,800.123526386944
2018-10,647.1214007592757
2018-11,779.4253382824683
2018-12,731.9020636647368
2019-01,781.8090596054188
2019-02,719.1483854110705
2019-03,662.1458011021184
2019-04,590.2031081397375
2020-11,1000.0
2020-12,1054.229359922629
2021-01,1051.2329135456962
2021-02,1146.4650958422578
2021-03,1014.3900848010429
2021-04,872.1180225331641
2021-05,941.6616618944531
2021-06,866.6515425172322
2021-07,702.1435583786665
2021-08,783.6568139556078
2021-09,788.3098834786887
2021-10,1015.3837165401605
2021-11,1054.1122535024629
2021-12,972.4164915164868
2022-01,1179.0513870505076
2022-02,1205.4794267788222
2022-03,1301.6788693063254
2022-04,1146.3343119819763
2022-05,1127.2396005736116
2022-06,990.4125322866083
2022-07,1044.114281379842
2022-08,948.7430834642081
2022-09,906.0736956244796
2022-10,1101.356393186789
2022-11,1057.1801983258028
