Date,RUSSIA SMALL GROWTH
1998-12,18.359164392398018
1999-01,22.835820705197264
1999-02,23.561009249239973
1999-03,29.276925271090892
1999-04,28.07688904128316
1999-05,34.169444927804584
1999-06,48.43689043011192
1999-07,43.30364435699478
1999-08,39.98165295779848
1999-09,34.11957344131236
1999-10,37.94573163778654
1999-11,46.119783679626266
1999-12,53.96272912531771
2000-01,81.91036498696141
2000-02,93.88598441024315
2000-03,102.77864953666216
2000-04,101.13426065710453
2000-05,124.61785527641898
2000-06,105.03926024165261
2000-07,121.73472165339376
2000-08,143.7905634736647
2000-09,135.29719027079264
2000-10,135.14418067472613
2000-11,110.66450936878087
2000-12,102.26238350700379
2001-01,112.3436099913219
2001-02,120.97694556086111
2001-03,128.8845606581281
2001-04,130.54535359428408
2001-05,147.98942777647838
2001-06,151.0338859074013
2001-07,139.15278203710417
2001-08,140.65762674511123
2001-09,135.51240143975406
2001-10,147.0113242433671
2001-11,173.92784142968023
2001-12,196.49709396739888
2002-01,231.24722379988037
2002-02,246.9691281831723
2002-03,288.3838715414412
2002-04,296.2566293286377
2002-05,287.19369919868024
2002-06,232.39301641515948
2002-07,217.35678612252013
2002-08,226.1824971317559
2002-09,239.5857656973976
2002-10,273.3845580175855
2002-11,275.3950983383313
2002-12,241.2986640334301
2003-01,235.4750959328575
2003-02,250.6324539494377
2003-03,235.77196604554752
2003-04,244.34188863936916
2003-05,251.18735271090796
2003-06,271.4072979217104
2003-07,265.5697858569493
2003-08,355.8462547006179
2003-09,338.0164344200766
2003-10,330.4164711303233
2003-11,305.45643077223076
2003-12,314.01723657674256
2004-01,333.21348828453904
2004-02,351.054566686137
2004-03,366.2890703253362
2004-04,339.58885118857626
2004-05,321.8681739312109
2004-06,323.0295245162169
2004-07,272.8719865737503
2004-08,303.4825172693248
2004-09,325.92014312726343
2004-10,338.26692693998314
2004-11,297.70659064951474
2004-12,301.18116517493814
2005-01,332.6994398487217
2005-02,348.9823871615441
2005-03,332.7796996943021
2005-04,321.85948786073993
2005-05,352.81553630445836
2005-06,357.3197944082287
2005-07,394.3227263283852
2005-08,454.3220949266393
2005-09,567.3464788784089
2005-10,538.1556005254151
2005-11,566.6534530467873
2005-12,604.7723987933958
2006-01,647.9039270283778
2006-02,765.4965249284115
2006-03,760.3962898544795
2006-04,749.2149398340923
2006-05,640.2534833401223
2006-06,588.704401361569
2006-07,664.060538474158
2006-08,692.942382800691
2006-09,717.2946243040581
2006-10,731.3998038677296
2006-11,782.3036600809808
2006-12,947.2101121543037
2007-01,959.689314049873
2007-02,952.3457020812868
2007-03,998.1555689351833
2007-04,995.9123626552994
2007-05,1000.0
