Date,RUSSIA SMALL GROWTH
2007-06,1009.6971263187384
2007-07,1010.2350911642865
2007-08,943.1484931648888
2007-09,891.7119524103183
2007-10,944.0582836143343
2007-11,926.3054641177821
2007-12,962.8424372928637
2008-01,878.2219683697953
2008-02,869.1111892338577
2008-03,852.540718207558
2008-04,821.7989479195754
2008-05,839.0753465819274
2008-06,817.8029310638278
2008-07,737.453444363307
2008-08,701.0677607709202
2008-09,488.20130377469434
2008-10,263.50941098356435
2008-11,176.78617191609584
2008-12,130.99218574714106
2009-01,115.49755455990204
2009-02,113.08816388077584
2009-03,124.49507172224172
2009-04,200.23702309487877
2009-05,260.37166477523925
2009-06,282.3926193587844
2009-07,311.49404050351905
2009-08,340.9611645738435
2009-09,392.6305229638693
2009-10,415.431288234216
2009-11,384.06593672535894
2009-12,450.38516941165796
2010-01,495.9546115172345
2010-02,539.5078144292485
2010-03,622.8265849830955
2010-04,622.1848919436936
2010-05,570.1826950718915
2010-06,536.4903543066404
2010-07,526.4381806299667
2010-08,564.2151799499624
2010-09,566.3803354535878
2010-10,562.5228260379237
2010-11,631.9525205244006
2010-12,674.8841154583449
2011-01,672.2957728912494
2011-02,660.065917375916
2011-03,640.843840614789
2011-04,590.5553648568305
2011-05,554.3164408983716
2011-06,521.262796043254
2011-07,545.820438229141
2011-08,445.3039900395018
2011-09,371.5928395023482
2011-10,388.86603579984404
2011-11,356.08293769732364
2011-12,320.58107670041534
2012-01,370.9739641613704
2012-02,382.5834468747291
2012-03,370.38060823254614
2012-04,347.12548562210304
2012-05,289.2926355231458
2012-06,291.4835034272628
2012-07,300.15898985189045
2012-08,292.4931826397337
2012-09,306.52612096620476
2012-10,292.6803206939835
2012-11,286.7058676596145
2012-12,303.4704124219528
2013-01,329.67887350277846
2013-02,331.49528209167846
2013-03,307.43710780835977
2013-04,281.0344831486401
2013-05,280.84959236146585
2013-06,276.3229424887042
2013-07,267.61030857983417
2013-08,249.63374937400812
2013-09,258.4972500498387
2013-10,268.5684747082894
2013-11,256.22145155499805
2013-12,272.05749486021557
2014-01,232.622947650792
2014-02,220.6597275659183
2014-03,218.4084691158991
2014-04,210.0415153388028
2014-05,241.4586719437867
2014-06,238.15164130861467
2014-07,221.83990258551134
2014-08,245.74042778802124
2014-09,239.483000559556
2014-10,214.96414699915698
2014-11,178.30582367276483
2014-12,110.93902771994794
2015-01,128.33323980582253
2015-02,162.99042432995492
2015-03,155.2397881167477
2015-04,172.35336369142107
2015-05,165.19355248027065
2015-06,151.09823019075247
2015-07,140.54245593620504
2015-08,129.90969006313057
2015-09,122.75146843501227
2015-10,149.073065530252
2015-11,156.90677860567945
2015-12,139.07856209029174
2016-01,130.1415137426023
2016-02,129.64068676487142
2016-03,157.088102961345
2016-04,169.9173883520768
2016-05,173.71037438668316
2016-06,184.71896856935246
2016-07,182.25278391619122
2016-08,206.10907170509307
2016-09,226.64739927153508
2016-10,250.37377653076553
2016-11,270.8581920836403
2016-12,307.798650939243
2017-01,330.6941983463923
2017-02,321.920194115372
2017-03,334.19926652189656
2017-04,331.0412633960069
2017-05,325.57112213820506
2017-06,312.0081901386286
2017-07,324.2890995796024
2017-08,341.73933223713436
2017-09,342.071183782509
2017-10,338.1402645428047
2017-11,301.0312963102863
2017-12,290.4740853782344
2018-01,285.23250547341104
2018-02,297.8343151338326
2018-03,294.60010188889373
2018-04,270.51173322285945
2018-05,281.958049391811
2018-06,275.00710883042933
2018-07,265.2010925603157
2018-08,252.13818530426178
2018-09,255.14842471586638
2018-10,244.77923614690891
2018-11,248.68848387148557
2018-12,233.3263894022027
2019-01,252.74998355501728
2019-02,255.23771549330317
2019-03,252.37414718718279
2019-04,258.5017675206074
2019-05,255.96330537443203
2019-06,267.7421740327335
2019-07,281.63620113227927
2019-08,270.168975173252
2019-09,274.14380235970845
2019-10,279.8242430085958
2019-11,291.0025371416844
2019-12,306.3926480250615
2020-01,328.69086898300225
2020-02,287.67856512289
2020-03,207.90326909939927
2020-04,225.00818113882724
2020-05,237.51069409911324
2020-06,254.62352433646845
2020-07,281.6490786946232
2020-08,290.574846958862
2020-09,288.33032211260377
2020-10,270.5172264113453
2020-11,335.7145137840333
2020-12,341.98015891319335
2021-01,398.20827286117736
2021-02,476.67384262762783
2021-03,488.5950627509028
2021-04,467.20692226071935
2021-05,480.4146734471456
2021-06,501.12714131029236
2021-07,499.2693445116048
2021-08,519.1795505812579
2021-09,516.8014965351649
2021-10,544.1079824308392
2021-11,494.46501211312125
2021-12,474.69185371256924
2022-01,439.57436856814996
2022-02,220.341412974058
