Date,TURKEY SMALL CAP
1998-12,266.68699426878317
1999-01,253.50634216700317
1999-02,321.5088967748456
1999-03,379.6980869689465
1999-04,401.3160285078751
1999-05,409.2706335174074
1999-06,343.2973726401957
1999-07,371.79172703031765
1999-08,331.2171562819021
1999-09,381.9178660732048
1999-10,399.4072494030518
1999-11,507.0240392987683
1999-12,840.6820757847968
2000-01,1046.976442341481
2000-02,908.0452312479994
2000-03,933.8941250785041
2000-04,1167.2103095639307
2000-05,961.7244768555843
2000-06,821.7573325885912
2000-07,832.0160683380863
2000-08,836.2686722267846
2000-09,689.355022336682
2000-10,807.0977979505989
2000-11,533.7320879923858
2000-12,514.181625073892
2001-01,522.6657989370349
2001-02,275.88821916953583
2001-03,276.84104164447734
2001-04,367.4043426177387
2001-05,327.25122713732486
2001-06,323.6824892334966
2001-07,276.96244052257646
2001-08,264.74966118628294
2001-09,181.9462258332149
2001-10,237.21654251884888
2001-11,299.44311533782536
2001-12,353.4583431009734
2002-01,414.0369394789897
2002-02,331.8347197801791
2002-03,353.71590113208237
2002-04,337.820580361138
2002-05,276.93729463520236
2002-06,252.95132062493343
2002-07,270.1066854574518
2002-08,259.7138544282227
2002-09,226.74857762187935
2002-10,249.50475661520676
2002-11,353.0889787948852
2002-12,239.81702132285403
2003-01,247.2679369900745
2003-02,259.4256813370537
2003-03,201.93515371242427
2003-04,262.79331657805665
2003-05,275.8345816646791
2003-06,266.73042816020137
2003-07,265.2969738786663
2003-08,297.2564883748234
2003-09,306.97479611737316
2003-10,345.87175369734405
2003-11,323.7312278764797
2003-12,405.5988502456351
2004-01,401.9472787722455
2004-02,439.6620904057521
2004-03,473.2403937204988
2004-04,401.4626780670578
2004-05,348.58391359750107
2004-06,364.2624978253575
2004-07,404.5374008768161
2004-08,417.7310570029998
2004-09,434.66246499602795
2004-10,441.62067047124816
2004-11,420.3542676779893
2004-12,480.78010167295207
2005-01,550.0042130056319
2005-02,581.7977693027235
2005-03,509.2196077464939
2005-04,465.68305484252164
2005-05,554.9544480729797
2005-06,628.2258243922125
2005-07,687.1309401443609
2005-08,677.2717932810093
2005-09,750.7956178430962
2005-10,728.855403441856
2005-11,867.5260014834885
2005-12,936.1264095520896
2006-01,1030.6898299221155
2006-02,1140.4787972512875
2006-03,1013.4515138037162
2006-04,1041.2914392833113
2006-05,740.925650697979
2006-06,644.4859031861341
2006-07,704.2506155311
2006-08,743.0628396488763
2006-09,735.9682098938574
2006-10,825.0378850185568
2006-11,754.7928896217145
2006-12,795.42214278409
2007-01,836.3311564313655
2007-02,851.659337092292
2007-03,898.2766179337244
2007-04,887.0426863348235
2007-05,1000.0
2007-06,1025.613629071999
2007-07,1087.139290503665
2007-08,1048.972304763031
2007-09,1137.4494279549901
2007-10,1137.1196483079918
2007-11,1067.9433890498956
2007-12,1100.101875615242
2008-01,859.9114375768561
2008-02,848.621609005761
2008-03,636.9318275116326
2008-04,757.695600233166
2008-05,738.3417007501092
2008-06,640.3002837714422
2008-07,754.8278017769946
2008-08,785.7091359595357
2008-09,625.4107992927671
2008-10,391.8089480416469
2008-11,357.96320149550417
2008-12,343.6669426888563
2009-01,344.2100527913661
2009-02,325.882652383052
2009-03,349.89762882464913
2009-04,457.74402254684026
2009-05,519.1762917749754
2009-06,607.3745149745685
2009-07,679.4819706516996
2009-08,745.7107719306816
2009-09,785.0755839822672
2009-10,784.0176086363952
2009-11,741.6371361338416
2009-12,917.0936224652562
2010-01,1058.046947025024
2010-02,949.9565043300843
2010-03,1060.8657112100261
2010-04,1192.9512576826553
2010-05,1060.8743482479947
2010-06,1068.3307505489147
2010-07,1113.8187102846111
2010-08,1163.467763782483
