Date,TAIWAN SMALL CAP
1998-12,1679.7475814112797
1999-01,1531.3144661710164
1999-02,1562.4609852875121
1999-03,1755.5595191051887
1999-04,1948.2112119134435
1999-05,1814.0799721237668
1999-06,1796.1019263097244
1999-07,1507.8681981907243
1999-08,1653.4300678303664
1999-09,1549.022234045586
1999-10,1467.3061225513145
1999-11,1460.5134519596058
1999-12,1535.3976787736945
2000-01,1993.596561760889
2000-02,2061.901092113373
2000-03,2173.6304922322515
2000-04,2020.919818667963
2000-05,1940.0234072576625
2000-06,1669.384205182801
2000-07,1589.7610349698405
2000-08,1467.4892478301533
2000-09,1253.1628527687797
2000-10,1020.8832712565109
2000-11,886.1079495626561
2000-12,748.4233804895385
2001-01,1018.7922445894386
2001-02,1098.7079429663102
2001-03,1215.8898091008266
2001-04,1078.3209978032723
2001-05,951.9204557216058
2001-06,907.846925685259
2001-07,741.5786108004122
2001-08,755.7071245525773
2001-09,631.4288946766576
2001-10,633.2324042799099
2001-11,722.7790445135074
2001-12,902.5968691620265
2002-01,1017.9872261939971
2002-02,973.5068238339315
2002-03,1111.413354079267
2002-04,1110.437239559782
2002-05,997.2951785510974
2002-06,853.6180036143311
2002-07,854.9800261833673
2002-08,830.5392397932648
2002-09,701.729147462954
2002-10,770.8141362371516
2002-11,771.7235807309737
2002-12,708.0345419113357
2003-01,806.6078377791816
2003-02,702.7397440705638
2003-03,651.1960992886485
2003-04,580.9327885215356
2003-05,618.3131368520536
2003-06,692.2612374918971
2003-07,773.5615253142458
2003-08,805.760099331881
2003-09,757.8822598562145
2003-10,800.1578722777015
2003-11,764.7215150730818
2003-12,754.0566005464784
2004-01,864.8865194154941
2004-02,938.5626683584027
2004-03,910.8493690100885
2004-04,860.1609668214652
2004-05,805.1092044062354
2004-06,738.9799491509855
2004-07,677.5392281716082
2004-08,698.6133221287886
2004-09,695.0448967098004
2004-10,658.6874769943626
2004-11,650.5477784898908
2004-12,689.8118377845253
2005-01,690.8226865338647
2005-02,731.3271093683247
2005-03,724.4299152795813
2005-04,690.2149355513941
2005-05,737.6087202209249
2005-06,790.6927061696881
2005-07,803.2434537828293
2005-08,742.8502756630179
2005-09,732.9056987922352
2005-10,672.3940801212793
2005-11,736.9379199258224
2005-12,834.3768446716091
2006-01,806.681399904075
2006-02,803.754375620152
2006-03,812.4199295526261
2006-04,871.6809514977581
2006-05,838.9461837075204
2006-06,785.2097195065991
2006-07,772.2907945881918
2006-08,766.9821637821738
2006-09,810.1462988057137
2006-10,828.4210585100845
2006-11,899.8098271267634
2006-12,953.0116050544307
2007-01,943.50405712573
2007-02,966.8895340627726
2007-03,990.4869447348267
2007-04,942.6590194493167
2007-05,1000.0
2007-06,1093.1640213298501
2007-07,1245.015887651919
2007-08,1152.6942752034654
2007-09,1149.5891508591315
2007-10,1100.6448530167418
2007-11,934.7656265965247
2007-12,903.5881822811009
2008-01,779.8605316318824
2008-02,921.3160177131186
2008-03,949.1266028721664
2008-04,1005.8666783768617
2008-05,964.3297736652679
2008-06,787.2173696789075
2008-07,781.149508142926
2008-08,811.0831495603801
2008-09,608.822752499719
2008-10,562.4088699678634
2008-11,512.2002686389158
2008-12,500.98329044857854
2009-01,507.2447289868117
2009-02,543.0345606422621
2009-03,621.8012989526685
2009-04,736.7502524094018
2009-05,868.0699258825881
2009-06,798.6871549845971
2009-07,912.745355870821
2009-08,845.9159380354021
2009-09,942.7855971153048
2009-10,918.2385787757576
2009-11,964.4845488317146
2009-12,1121.822299695254
2010-01,1061.1022001801755
2010-02,1044.1605803521766
2010-03,1166.513685941037
2010-04,1212.283477601715
2010-05,1175.1043600410037
2010-06,1168.1522766051205
2010-07,1183.3612318068895
2010-08,1198.8090164874586
2010-09,1239.5362700747194
2010-10,1223.0167186863437
2010-11,1321.3440877716862
2010-12,1408.9850492597843
2011-01,1399.695488988791
2011-02,1290.114020614269
2011-03,1260.1089302841967
2011-04,1248.9515445208697
2011-05,1290.1168957882207
2011-06,1233.5851738681642
2011-07,1242.8810797741387
2011-08,1074.4843054408473
2011-09,1010.0363423353616
2011-10,1021.9071088608586
2011-11,921.2031087539596
2011-12,970.4783933659783
2012-01,1090.4474298107891
2012-02,1208.9697732373697
2012-03,1170.0630730065172
2012-04,1109.4704554645082
2012-05,1158.7912037506276
2012-06,1121.9344276171942
2012-07,1149.1812545365356
2012-08,1165.5749428151473
2012-09,1209.3941799304512
2012-10,1079.425544964717
2012-11,1134.6888934768697
2012-12,1166.7471887664278
2013-01,1144.0044095851347
2013-02,1203.7526364877415
2013-03,1244.125941115965
2013-04,1249.4458095530952
2013-05,1321.8174981079699
2013-06,1261.5709569377998
2013-07,1278.8376811003327
2013-08,1298.2324662771234
2013-09,1323.5091862966433
2013-10,1361.19367916589
2013-11,1342.995872965953
2013-12,1353.34241389917
2014-01,1352.7625399278616
2014-02,1384.2319470126383
2014-03,1393.5318332725406
2014-04,1356.7897512720924
2014-05,1437.4258931788654
2014-06,1468.1033865552768
2014-07,1473.2572320451613
2014-08,1487.1204358142388
2014-09,1459.4363238744818
2014-10,1375.3421669496718
2014-11,1364.278545087081
2014-12,1453.7666861231364
2015-01,1572.7640219875066
2015-02,1614.639679259956
2015-03,1715.5814157039706
2015-04,1700.9380146693868
2015-05,1698.267082729287
2015-06,1579.9936455390634
2015-07,1405.170610792235
2015-08,1267.7997070987471
2015-09,1341.542382447945
2015-10,1457.534426512565
2015-11,1498.340648019171
2015-12,1465.3019875793593
2016-01,1403.3055189782854
2016-02,1463.1619070911474
2016-03,1459.21405585717
2016-04,1399.8719729857078
2016-05,1433.1529012215344
2016-06,1462.1666690229338
2016-07,1526.9647267833968
2016-08,1580.8788727694125
2016-09,1601.7490222645022
2016-10,1599.2596449530788
2016-11,1618.7631588906065
2016-12,1621.1791206811406
2017-01,1680.859666628506
2017-02,1856.246120082316
2017-03,1881.7603375295814
2017-04,1840.8749061335848
2017-05,1804.4911614349023
2017-06,1821.1577292320244
2017-07,1838.8129053437362
2017-08,1903.9142980212587
2017-09,1884.621658413903
2017-10,2003.6635930551815
2017-11,2045.6100720790548
2017-12,2030.4045587235862
2018-01,2049.31825802178
2018-02,2044.0607991174693
2018-03,2018.4815295916706
2018-04,1962.5593350788617
2018-05,2112.1831950580304
2018-06,2066.2967638661517
2018-07,2080.461792137588
2018-08,2047.6963831823305
2018-09,1975.434855992523
2018-10,1720.7438490405298
2018-11,1881.004081101132
2018-12,1810.7822040634737
2019-01,1888.438811468927
2019-02,1989.1746486159732
2019-03,2072.6247866092344
2019-04,2096.856354219717
2019-05,1971.4058175156517
2019-06,2041.9801002080044
2019-07,2172.773638040195
2019-08,2154.593802508377
2019-09,2220.0275448732837
2019-10,2296.762532024873
2019-11,2319.754464048641
2019-12,2389.8416358156546
2020-01,2293.6860672864836
2020-02,2267.782118924692
2020-03,1907.5889706698597
2020-04,2277.4002904283684
2020-05,2294.7140536951606
2020-06,2488.2363756547225
2020-07,2501.2911432424125
2020-08,2531.687392068614
2020-09,2539.286608578171
2020-10,2612.114708738037
2020-11,2779.063472026916
2020-12,2848.445591900545
2021-01,2812.829110369317
2021-02,3069.9129540961476
2021-03,3249.273897189416
2021-04,3580.903269346196
2021-05,3370.0773775023345
2021-06,3684.2376962445255
2021-07,3681.5615828513883
2021-08,3638.6077589978618
2021-09,3619.293637044277
2021-10,3744.172159770242
2021-11,4019.8869290284333
2021-12,4158.203390998933
2022-01,3916.89513439637
2022-02,3958.5645144355226
2022-03,3970.947801674483
2022-04,3792.5917488425835
2022-05,3825.478805088575
2022-06,3447.9118536455103
2022-07,3584.5346629614824
2022-08,3753.7273788221178
2022-09,3330.0689785945247
2022-10,3123.205301840086
2022-11,3530.8735437791784
2022-12,3301.314777746583
2023-01,3533.428098791167
2023-02,3736.245425090265
2023-03,3744.7307214408315
2023-04,3628.597973648736
2023-05,4021.081524412851
2023-06,4069.7644235107973
2023-07,4131.881496727555
