Date,KUWAIT DOMESTIC SMALL CAP
2019-03,320.44033567777774
2019-04,335.5521878104002
2019-05,342.3928611050185
2019-06,339.00716549547775
2019-07,361.81624021420447
2019-08,348.0603477234119
2019-09,342.7107459713338
2019-10,338.4247615755891
2019-11,352.9746201858397
2019-12,347.21212175759683
2020-01,353.7078443613713
2020-02,344.19075391430033
2020-03,242.5848882897603
2020-04,271.17205419325626
2020-05,266.2067055123982
2020-06,277.123068659775
2020-07,251.4273810034863
2020-08,245.88418364509616
2020-09,265.2760585347751
2020-10,277.66839100313575
2020-11,280.85157164576594
2020-12,288.0410388573237
2021-01,299.0535418853234
2021-02,299.9568695516422
2021-03,319.01578903611636
2021-04,342.2915922006056
2021-05,335.5373637053525
2021-06,360.4536019798407
2021-07,361.68955656401147
2021-08,366.7353281014731
2021-09,377.46271326769437
2021-10,391.6664084637718
2021-11,379.46196316423595
2021-12,398.49754203488527
2022-01,423.0509591135485
2022-02,444.68550111439464
2022-03,466.25764781306634
2022-04,513.1797629600752
2022-05,484.58701324865325
2022-06,451.65952846936574
2022-07,483.31030176870195
2022-08,488.6263313479901
2022-09,432.4428655834283
2022-10,438.0648023705313
2022-11,437.9189479870383
2022-12,405.33207971462207
2023-01,395.395437848744
2023-02,401.0884046847178
2023-03,387.14755000597944
2023-04,398.62857161607326
2023-05,404.8909802728258
2023-06,404.1825103854373
2023-07,411.4374140999227
