Date,ITALY SMALL CAP
2000-12,100.0
2001-01,99.8269010154093
2001-02,96.6135723638329
2001-03,93.44025275777413
2001-04,95.38830667601714
2001-05,99.46718173397198
2001-06,97.04998329269891
2001-07,89.7904242185135
2001-08,87.6192928503904
2001-09,70.3309096765442
2001-10,72.4882327659091
2001-11,79.14416578327427
2001-12,78.90612554150198
2002-01,81.92418398218582
2002-02,81.3646496474477
2002-03,88.15779524720284
2002-04,89.91743396024712
2002-05,86.48863627724876
2002-06,78.34102945125848
2002-07,73.36959730786843
2002-08,75.93859856005187
2002-09,64.15822570680373
2002-10,68.05917150452579
2002-11,71.63003984215183
2002-12,66.91821014369489
2003-01,63.13425932751536
2003-02,63.66342554743147
2003-03,62.098372891026834
2003-04,69.19608176194065
2003-05,70.42462635089306
2003-06,72.34492857645108
2003-07,75.59508989512842
2003-08,79.43064416343485
2003-09,80.30242971526128
2003-10,85.58909908531633
2003-11,90.58355907271384
2003-12,88.78218864627988
2004-01,88.33467284718667
2004-02,87.51664759458177
2004-03,84.86838771262823
2004-04,87.84943604530687
2004-05,87.63568212588625
2004-06,92.49305504172243
2004-07,92.40062747280244
2004-08,92.800029286776
2004-09,96.93035300926019
2004-10,99.22899992127476
2004-11,101.07582328869665
2004-12,107.76068005754446
2005-01,112.76611966647877
2005-02,115.63722585486269
2005-03,115.34760435489324
2005-04,116.14283832090297
2005-05,121.85535587422919
2005-06,128.12243910742086
2005-07,137.43340359080034
2005-08,139.4164330229177
2005-09,145.085210394084
2005-10,133.98141642757716
2005-11,133.4559185977679
2005-12,134.9350832653942
2006-01,145.10295628839074
2006-02,156.0118829462322
2006-03,162.9166210072647
2006-04,163.90978271230065
2006-05,149.13993205800358
2006-06,146.6413071353708
2006-07,147.27921558019736
2006-08,151.25582175141992
2006-09,153.18951520205135
2006-10,159.09370008322927
2006-11,166.39754031750627
2006-12,173.6599291769878
2007-01,182.064459145477
2007-02,180.1410579945926
2007-03,191.11046818077668
2007-04,201.92928339513347
2007-05,204.09509735155464
2007-06,197.79880707990262
2007-07,194.86582901237688
2007-08,184.5458806299474
2007-09,173.17680568763674
2007-10,183.80341847373094
2007-11,159.64412696451086
2007-12,153.89795588032732
2008-01,133.3737805946683
2008-02,136.15358669480713
2008-03,129.87464469864608
2008-04,133.63813292094304
2008-05,135.53119594653927
2008-06,119.60748530247909
2008-07,114.61903425128686
2008-08,121.02178420796146
2008-09,102.21152340282792
2008-10,87.06723274167521
2008-11,79.74016298507757
2008-12,80.2754043349013
2009-01,77.12635846881213
2009-02,69.34366470126596
2009-03,70.97248493228722
2009-04,82.94226320677743
2009-05,89.1903589233123
2009-06,88.12065291211393
2009-07,92.85491310738131
2009-08,98.07965702370969
2009-09,102.77303333109056
2009-10,98.25394198664209
2009-11,97.13886857543015
2009-12,100.43607307121215
2010-01,99.09167245569991
2010-02,95.34710460786488
2010-03,102.94455571368843
2010-04,101.54776529279548
2010-05,93.31106894166649
2010-06,89.79287808807207
2010-07,92.60334833747388
2010-08,88.97241204130458
2010-09,94.232699718992
2010-10,99.22473037585989
2010-11,89.35492421702772
2010-12,96.15717765907004
2011-01,99.48563784317517
2011-02,100.03053183358637
2011-03,101.72390938640544
2011-04,104.75279917949979
2011-05,100.63022248563827
2011-06,95.94050533622928
2011-07,89.41367425882275
2011-08,81.8176707162023
2011-09,77.58846121793646
2011-10,78.10185562325361
2011-11,70.21614462550764
2011-12,68.60528828597415
2012-01,73.69452774896281
2012-02,78.95799896636787
2012-03,76.32339904575566
2012-04,72.50494995338424
2012-05,65.0969879628529
2012-06,68.80400548673688
2012-07,66.37793944200051
2012-08,71.20711014053842
2012-09,73.61227027648053
2012-10,75.34040487652632
2012-11,75.12344639421893
2012-12,79.75451544321679
2013-01,88.55277493116
2013-02,85.89018978608043
2013-03,86.08048766093647
2013-04,92.61126575915338
2013-05,96.84559025254842
2013-06,90.92518602741742
2013-07,98.24045946848616
2013-08,99.2787918552132
2013-09,103.42725335552792
2013-10,116.45671109208335
2013-11,118.00687403250008
2013-12,119.95634703881892
2014-01,120.62309716903577
2014-02,132.9842788621321
2014-03,140.272134720165
2014-04,137.23969348506986
2014-05,134.0177769526305
2014-06,127.36820050321509
2014-07,122.15992194808715
2014-08,122.5330208845812
2014-09,118.81728064957606
2014-10,112.7057926880063
2014-11,116.45225822474099
2014-12,114.43908539774934
2015-01,128.8692882734112
2015-02,141.13243145816116
2015-03,153.30134680488618
2015-04,153.0711274225932
2015-05,156.57111818940965
2015-06,152.22097685181234
2015-07,162.42532511589104
2015-08,152.34645356431923
2015-09,146.7903489249576
2015-10,155.3506565526982
2015-11,160.00353407790058
2015-12,157.9894331395244
2016-01,140.70756710893284
2016-02,134.55856506513055
2016-03,139.62992182341765
2016-04,144.07819863903734
2016-05,144.15132983651722
2016-06,125.01262291409148
2016-07,131.8445769123116
2016-08,129.76357807567584
2016-09,127.73376832713045
2016-10,132.00819236530947
2016-11,124.9453233913754
2016-12,139.89062472149507
2017-01,143.1064455369726
2017-02,144.96796845081028
2017-03,160.11352458090076
2017-04,166.9250536916395
2017-05,169.57364603549854
2017-06,166.7737649945868
2017-07,175.26338822905552
2017-08,174.07197588348362
2017-09,182.66410631955543
2017-10,182.7754143994698
2017-11,179.27315804678562
2017-12,177.2742142768972
2018-01,187.3234510921458
2018-02,178.44235356953462
2018-03,177.44417511635547
2018-04,187.6297937779602
2018-05,172.78726893912943
2018-06,177.40633711132648
2018-07,184.3468606329078
2018-08,173.12561069690088
2018-09,177.72314784066603
2018-10,155.96040362426226
2018-11,155.98762638564062
2018-12,149.57992218447797
2019-01,159.1140495355849
2019-02,169.63519275493206
2019-03,172.48039246949455
2019-04,177.5990193612454
2019-05,164.34179707829074
2019-06,172.5411145431847
2019-07,172.73410936573222
2019-08,170.9621624617418
2019-09,177.7729419036516
2019-10,180.6310425421065
2019-11,194.1273057582861
2019-12,189.9330924419676
2020-01,185.4520224865119
2020-02,176.7712853439083
2020-03,136.90756551004128
2020-04,147.9822424886046
2020-05,155.3514238089538
2020-06,160.27909921149177
2020-07,163.65509427216148
2020-08,169.16772546383706
2020-09,168.1735141098776
2020-10,156.4912479337239
2020-11,183.8976331746511
2020-12,187.07892562853056
2021-01,182.73067887298598
2021-02,196.3437122156345
2021-03,212.6308991814525
2021-04,216.96548180999113
2021-05,233.4669286160918
2021-06,232.65387303507916
2021-07,237.04279979549423
2021-08,247.95805104998863
2021-09,240.9626755013712
2021-10,247.63587218589777
2021-11,235.03178050818636
2021-12,246.6709742925889
2022-01,233.71568213871672
2022-02,223.11930554616393
2022-03,219.26935542627754
2022-04,219.91744912281925
2022-05,225.59965889451604
2022-06,195.2209596973578
2022-07,202.4808782536011
2022-08,190.135823134467
2022-09,177.52942572454074
2022-10,196.31618373491003
2022-11,210.1215988833517
2022-12,206.73835859508145
2023-01,231.4388768821925
2023-02,240.13309661353068
2023-03,232.28510146042944
2023-04,234.97618327364944
2023-05,227.98602338053354
2023-06,238.67211795909353
2023-07,248.06567037242206
