Date,BELGIUM SMALL CAP
2017-06,330.4850907019798
2017-07,328.38659325897316
2017-08,326.987206320946
2017-09,342.9548139919298
2017-10,346.070320005773
2017-11,337.37156652375745
2017-12,341.30767039489086
2018-01,365.5164895743637
2018-02,359.5674735985652
2018-03,337.0455094264837
2018-04,340.4282356633862
2018-05,346.87401189573023
2018-06,336.102798554173
2018-07,351.2831283076517
2018-08,346.2220335969415
2018-09,336.0287358541715
2018-10,320.5308557286619
2018-11,324.32392580710103
2018-12,306.52405427525775
2019-01,329.26694824104743
2019-02,333.82361710945213
2019-03,346.6815222316525
2019-04,362.9616835970194
2019-05,349.8107378341312
2019-06,359.20833888208745
2019-07,384.4077604676639
2019-08,387.2341385947941
2019-09,390.8365695144815
2019-10,408.28432451393286
2019-11,423.96180578662666
2019-12,433.6797980885354
2020-01,433.0218931284735
2020-02,400.95538732836746
2020-03,364.47200457094743
2020-04,387.28447872865274
2020-05,416.8934306140396
2020-06,414.15313089992304
2020-07,406.5287430455796
2020-08,423.01640585577826
2020-09,424.6197507717654
2020-10,383.9290865630893
2020-11,440.6409051642946
2020-12,445.34482332925376
2021-01,453.6828474329597
2021-02,465.163055153952
2021-03,470.95844612505965
2021-04,481.5710137799953
2021-05,498.8588115101096
2021-06,504.48140970760346
2021-07,524.7465781865985
2021-08,540.9031048950818
2021-09,512.6728064376011
2021-10,539.8766178259457
2021-11,534.6345792725974
2021-12,563.0092576423222
2022-01,543.695308455932
2022-02,530.7535827890865
2022-03,551.5823132385306
2022-04,549.9184286583828
2022-05,526.1177213618802
2022-06,477.20896425956937
2022-07,505.5636481006509
2022-08,486.3818333348585
2022-09,431.2019024375074
2022-10,440.2770049787494
2022-11,446.777309586601
2022-12,446.59695501900694
2023-01,462.14396149031774
2023-02,478.63193126489836
2023-03,465.79837030989637
2023-04,467.1579687954805
2023-05,451.41906036847064
2023-06,445.81901286817254
2023-07,461.61886916092044
