Date,BELGIUM SMALL CAP
2000-12,100.0
2001-01,102.33390734667319
2001-02,105.16465503319085
2001-03,98.14133446991609
2001-04,101.70937039528468
2001-05,102.35893525990781
2001-06,97.98399249380972
2001-07,97.75869676311876
2001-08,91.9357617067347
2001-09,79.30221100033577
2001-10,79.20536310153919
2001-11,82.75786416769586
2001-12,87.07130623959759
2002-01,88.72812566118796
2002-02,87.15989560043539
2002-03,87.868612011692
2002-04,87.52156446395378
2002-05,85.50621205986504
2002-06,82.00629096192064
2002-07,78.20212222003275
2002-08,76.49359218156496
2002-09,70.35867284768354
2002-10,74.75873214280173
2002-11,74.09077508535317
2002-12,74.4204949885099
2003-01,73.9375087046094
2003-02,68.50353488064447
2003-03,68.96962385650721
2003-04,78.57458450231586
2003-05,81.05607215317602
2003-06,85.40299875080278
2003-07,87.48476019757322
2003-08,92.97917432838297
2003-09,91.83493837058988
2003-10,95.18877939466822
2003-11,97.59388022971284
2003-12,98.02086955702207
2004-01,104.0862717961023
2004-02,105.43270775706878
2004-03,101.77873375815194
2004-04,101.45948306996355
2004-05,103.62216116727498
2004-06,109.30559848798367
2004-07,109.20031501127491
2004-08,111.68135646566454
2004-09,112.27860881342482
2004-10,116.5666750137829
2004-11,123.92352067110056
2004-12,123.91197714562054
2005-01,128.4138728295929
2005-02,137.99003608021454
2005-03,138.6565884731077
2005-04,137.10519926719365
2005-05,136.26415599181502
2005-06,140.25814116115978
2005-07,145.01210008573216
2005-08,147.04702712548854
2005-09,152.97981466982307
2005-10,149.09802718348388
2005-11,147.1225265330004
2005-12,151.62851122543455
2006-01,159.00052937398962
2006-02,163.8575664107672
2006-03,167.20411650022845
2006-04,174.80710017652808
2006-05,163.38910753444063
2006-06,167.7971556522457
2006-07,166.47645404119146
2006-08,168.02796659619221
2006-09,171.99800939573498
2006-10,176.28172089642152
2006-11,175.6832989927966
2006-12,181.38915182566353
2007-01,185.8577252381212
2007-02,191.28839929915543
2007-03,200.71720226117483
2007-04,203.5596184584637
2007-05,216.4089279814953
2007-06,217.28311057776574
2007-07,212.80774331714278
2007-08,208.73338259954863
2007-09,198.73271775688747
2007-10,204.40904766334128
2007-11,195.1135548337054
2007-12,193.85947452164265
2008-01,174.08015107486796
2008-02,175.006853262214
2008-03,168.912314789043
2008-04,171.76964411897384
2008-05,176.9140546942681
2008-06,161.9272395966963
2008-07,154.9728360928435
2008-08,163.958629459445
2008-09,143.47822092072255
2008-10,111.49761160426725
2008-11,98.34166461799363
2008-12,94.04470799395925
2009-01,95.99017364794602
2009-02,91.35124625030416
2009-03,89.08038933597354
2009-04,109.53306404411944
2009-05,114.54095049022845
2009-06,115.07723140414603
2009-07,122.75206730751243
2009-08,136.84452248825067
2009-09,143.13746408751658
2009-10,142.68616717163695
2009-11,143.60780004577788
2009-12,147.9907671806191
2010-01,153.1498549636802
2010-02,155.48240695155832
2010-03,167.52256268166784
2010-04,166.06883918109176
2010-05,159.3716988663347
2010-06,156.4521356242179
2010-07,166.39347550410432
2010-08,166.4128019674585
2010-09,177.56836762783442
2010-10,189.04849886739257
2010-11,181.9705980312064
2010-12,194.84585545704175
2011-01,193.81137282748722
2011-02,198.06154837335563
2011-03,201.56139657553211
2011-04,203.2581687551679
2011-05,201.74747972147662
2011-06,197.89036457481313
2011-07,187.902577584247
2011-08,176.44044105956874
2011-09,162.8550395075858
2011-10,165.9815120264561
2011-11,159.9497704667414
2011-12,162.75262431563698
2012-01,171.04156527973782
2012-02,175.80799752164518
2012-03,181.46393551344065
2012-04,177.53719733704682
2012-05,169.81572102569058
2012-06,169.97707052119563
2012-07,176.2095009191234
2012-08,175.22168160509608
2012-09,185.10140710368395
2012-10,186.57895130978721
2012-11,186.0729110751674
2012-12,194.24524626544198
2013-01,199.98480863772372
2013-02,202.9875239122476
2013-03,198.3084554952031
2013-04,200.819075335323
2013-05,201.80809570549053
2013-06,193.36100528008416
2013-07,197.83544881550142
2013-08,193.6601838334615
2013-09,202.55086443572134
2013-10,210.4282523009798
2013-11,208.40724261473093
2013-12,212.80695344869358
2014-01,213.4714443875391
2014-02,224.13612705171084
2014-03,229.97567410327838
2014-04,231.90390260028647
2014-05,230.98079497378083
2014-06,225.7692972237932
2014-07,229.03557187772742
2014-08,231.5890245361816
2014-09,229.26844122976937
2014-10,227.47024469627718
2014-11,235.13010055685913
2014-12,241.6131385258286
2015-01,255.1534665215079
2015-02,267.83892004910535
2015-03,271.1421270032381
2015-04,275.45421802097303
2015-05,291.11157609966136
2015-06,281.51069138285595
2015-07,299.6962949460436
2015-08,278.0981491556903
2015-09,267.5255262784493
2015-10,285.9151827298343
2015-11,287.18433164576464
2015-12,296.4171200998221
2016-01,274.90949056459533
2016-02,272.3432104651547
2016-03,279.56254001174966
2016-04,278.59996485020287
2016-05,297.3510516950889
2016-06,286.76197717818195
2016-07,293.5270086803728
2016-08,291.16033676494857
2016-09,300.9510385670903
2016-10,299.0744860948272
2016-11,295.23868087105234
2016-12,311.6124957570463
2017-01,308.3994502234616
2017-02,318.99275760184963
2017-03,336.92620709912165
2017-04,340.2456354123212
2017-05,342.0721708327619
