Date,SWITZERLAND SMALL CAP
2015-09,331.0895349894363
2015-10,351.6216753132615
2015-11,365.07577512042644
2015-12,366.73959220543713
2016-01,342.5333592258776
2016-02,351.20796861587877
2016-03,365.62596520484783
2016-04,363.035950033186
2016-05,373.729401036547
2016-06,369.1852126448246
2016-07,390.01881055588467
2016-08,390.45707024039547
2016-09,396.26395776906946
2016-10,390.63817625369103
2016-11,397.1498214996035
2016-12,413.2417761583207
2017-01,427.4065427592939
2017-02,447.9063494065528
2017-03,461.38050384146726
2017-04,485.8388249557724
2017-05,493.6935806337591
2017-06,488.7706374809616
2017-07,484.24153105929696
2017-08,474.35218593321395
2017-09,487.147158911855
2017-10,501.5695069760981
2017-11,502.7255711126626
2017-12,514.540634014316
2018-01,530.4793361959014
2018-02,522.5449382937579
2018-03,491.83732137362
2018-04,492.71368991926465
2018-05,515.4427907143846
2018-06,503.6756260268094
2018-07,503.59817943739597
2018-08,519.9673716800825
2018-09,492.5810714758776
2018-10,453.83628231968464
2018-11,429.4056647600374
2018-12,397.6071568985596
2019-01,430.31613408595007
2019-02,436.86119266930774
2019-03,444.2791756259895
2019-04,468.39459915730146
2019-05,451.93551753415966
2019-06,474.7463899660316
2019-07,474.51751783918326
2019-08,473.8990802301134
2019-09,488.7654542530786
2019-10,490.4387312511927
2019-11,511.7331676048037
2019-12,531.8074629684954
2020-01,535.5827373757973
2020-02,498.6255061255371
2020-03,440.54110619438256
2020-04,479.7163581948789
2020-05,507.3781872335155
2020-06,515.3636014630513
2020-07,511.57804107694847
2020-08,547.8986690302393
2020-09,551.6584826349174
2020-10,531.4092373160796
2020-11,583.1933923603424
2020-12,601.6920940213862
2021-01,619.3045556928776
2021-02,614.227391937657
2021-03,637.6652854026286
2021-04,640.8259414839474
2021-05,660.3372459887793
2021-06,679.7619606357738
2021-07,721.2893583250943
2021-08,739.7991910439569
2021-09,711.5385378800947
2021-10,744.3845077065184
2021-11,732.407489053043
2021-12,765.708453963223
2022-01,715.7189980789457
2022-02,688.3903787025878
2022-03,689.4969027498889
2022-04,664.6347892089846
2022-05,630.5726441095807
2022-06,589.1128761201003
2022-07,657.6835249832857
2022-08,631.9278766678004
2022-09,585.6726051081737
2022-10,603.4462408105001
2022-11,641.6243302720018
2022-12,636.0258321854177
2023-01,678.7118231408884
2023-02,686.3971658475332
2023-03,683.4927672148333
2023-04,690.6300977173012
2023-05,680.3238531788128
2023-06,690.0005465636741
2023-07,708.8115703033648
