Date,FINLAND SMALL CAP
2000-12,100.0
2001-01,99.51372297704951
2001-02,92.71212822099919
2001-03,91.2792890525476
2001-04,100.87534874252118
2001-05,106.98076652725935
2001-06,97.14798232729729
2001-07,97.6986361459215
2001-08,95.08922970120966
2001-09,84.75781989560171
2001-10,91.8928992419982
2001-11,97.91409913382404
2001-12,101.89001023263774
2002-01,105.90429606139269
2002-02,113.91245361952062
2002-03,116.16140775128075
2002-04,119.76346028568402
2002-05,120.5025669037706
2002-06,114.86224351139482
2002-07,102.60551119003233
2002-08,102.03944295956224
2002-09,93.45186629236318
2002-10,94.41476214590934
2002-11,102.20461119875179
2002-12,103.56608817312625
2003-01,102.75228375797577
2003-02,96.91524287712868
2003-03,94.75767576767944
2003-04,101.01066510703517
2003-05,100.90168145806189
2003-06,103.85703862831824
2003-07,112.03156398251586
2003-08,116.93520517743458
2003-09,118.60369249473254
2003-10,135.04352053085685
2003-11,142.54535547639702
2003-12,137.61591685600956
2004-01,143.7834524758019
2004-02,155.10992101211878
2004-03,154.95630965046604
2004-04,155.41499596664445
2004-05,150.84437231180323
2004-06,159.33644650747334
2004-07,158.0282942562937
2004-08,158.08661998152317
2004-09,162.6390164590387
2004-10,166.7649149000313
2004-11,180.17805572359313
2004-12,178.90627804460206
2005-01,184.1037812509028
2005-02,199.43141758230811
2005-03,203.21258092363297
2005-04,201.3386426531791
2005-05,217.02363980076055
2005-06,227.67222410601636
2005-07,240.46379816743362
2005-08,241.91853896533317
2005-09,259.1899293024285
2005-10,231.61756554279788
2005-11,229.20217664399425
2005-12,237.79796616146285
2006-01,250.54706542594357
2006-02,263.7544804514729
2006-03,267.9089052183453
2006-04,267.9038828510378
2006-05,255.47953181567865
2006-06,248.89870948760947
2006-07,247.25925251055915
2006-08,254.53279644561707
2006-09,254.86296628880234
2006-10,270.8592860957738
2006-11,287.23038297798877
2006-12,303.5867404930522
2007-01,316.2452998493127
2007-02,313.95647106870143
2007-03,324.46213537697423
2007-04,334.13018654896007
2007-05,353.30727816443897
2007-06,347.8079068135829
2007-07,344.243982379162
2007-08,326.3294847256229
2007-09,327.24451394778526
2007-10,341.4830113531535
2007-11,311.4908537379679
2007-12,302.8533378244417
2008-01,262.46974734516834
2008-02,275.9482268735149
2008-03,276.66568998109375
2008-04,277.9547372002447
2008-05,272.51546197058303
2008-06,243.48464738974064
2008-07,227.7647928766856
2008-08,225.6701721311365
2008-09,187.38880701441698
2008-10,149.91778683435837
2008-11,136.6213865903862
2008-12,131.67168876856599
2009-01,137.06259613677645
2009-02,137.37513759298338
2009-03,133.59669165432388
2009-04,170.46204701671925
2009-05,180.26200585102504
2009-06,180.67920433191472
2009-07,198.85577581622414
2009-08,223.99575776156456
2009-09,239.73406423152286
2009-10,234.1556728670051
2009-11,242.59472006543248
2009-12,256.33623240890716
2010-01,270.5077959040894
2010-02,264.2508713123031
2010-03,288.1906800571239
2010-04,293.5485213408846
2010-05,266.7810708122567
2010-06,263.05116687014043
2010-07,289.97248727167596
2010-08,278.74835760645425
2010-09,305.7045498428822
2010-10,306.92646443258906
2010-11,308.909997352389
2010-12,338.39855782813737
2011-01,330.0742401477339
2011-02,333.77597646975954
2011-03,339.5135063929097
2011-04,347.9469848598395
2011-05,334.05239645734144
2011-06,317.43907372748504
2011-07,285.1841488248091
2011-08,247.63905567603686
2011-09,216.1981991954156
2011-10,241.9458332508774
2011-11,239.4934535609712
2011-12,231.10297305084256
2012-01,263.367742981745
2012-02,286.0030559123969
2012-03,277.8383545748464
2012-04,277.05911075784735
2012-05,231.85317487699712
2012-06,236.60317867818955
2012-07,245.67598971367488
2012-08,241.63655823333966
2012-09,252.14086641031585
2012-10,253.8945078892008
2012-11,259.27463836710024
2012-12,265.7323666608624
2013-01,277.64211671448294
2013-02,291.96113512674214
2013-03,284.3329891841109
2013-04,281.10727445426375
2013-05,287.3811029339726
2013-06,265.23467609638203
2013-07,274.68075489883006
2013-08,283.82506897653536
2013-09,297.093192944908
2013-10,292.22132032845764
2013-11,302.46451458606566
2013-12,302.22215651313593
2014-01,295.33066594795014
2014-02,314.8446206195269
2014-03,312.7992950297075
2014-04,319.0041992143253
2014-05,330.3160474984782
2014-06,328.4115751700313
2014-07,313.85225738566135
2014-08,310.60848802616914
2014-09,298.0345325163761
2014-10,291.1783110182261
2014-11,298.4821701403456
2014-12,301.31116944317915
2015-01,332.92481178679424
2015-02,366.8119541545927
2015-03,380.23398658391795
2015-04,373.83044030976066
2015-05,374.8264544150397
2015-06,358.1084292324586
2015-07,382.5084040536709
2015-08,354.32906093884213
2015-09,322.70689740255045
2015-10,349.385363593844
2015-11,372.6776540619187
2015-12,363.01136287497485
2016-01,350.2888441266073
2016-02,345.9606333468649
2016-03,360.7509591182233
2016-04,367.46994011553596
2016-05,384.2593194606094
2016-06,380.5483442214958
2016-07,412.61634049240615
2016-08,420.793674700993
2016-09,441.8657225589706
2016-10,426.188717062108
2016-11,435.6602155752185
2016-12,457.8119042286874
2017-01,455.42815627784324
2017-02,448.97264226210643
2017-03,450.68210202136413
2017-04,478.83706328636424
2017-05,472.1478116490882
2017-06,475.78066949567636
2017-07,464.57539404279805
2017-08,475.02290448635097
2017-09,484.6230536570657
2017-10,483.0616108874281
2017-11,468.1564832968942
2017-12,481.7458675887246
2018-01,483.2841450487258
2018-02,483.7042739140811
2018-03,471.11561320980456
2018-04,481.73893145714055
2018-05,493.6315177865306
2018-06,483.2293485584848
2018-07,473.7718938633751
2018-08,477.10703835603044
2018-09,472.3392510037859
2018-10,441.1557021809138
