Date,ZIMBABWE SMALL CAP
2010-11,1000.0
2010-12,888.2694206836036
2011-01,1030.0057199136713
2011-02,1033.2039568977245
2011-03,1421.0734469478546
2011-04,1378.9953085432057
2011-05,1410.3747899832806
2011-06,1450.7527684680285
2011-07,1455.8070757088226
2011-08,1423.915001031053
2011-09,1493.4080028733893
2011-10,1267.5809372034882
2011-11,1376.1060274330046
2011-12,1413.1745359389088
2012-01,1345.1212594779909
2012-02,1398.3146533972001
2012-03,1314.8298685813188
2012-04,1222.2201612056385
2012-05,1302.6813388281184
2012-06,1233.507319069681
2012-07,1330.0887977600664
2012-08,1265.0708257753163
2012-09,1467.8329982326427
2012-10,1542.785774964449
2012-11,1426.6058666921967
2012-12,1398.5490911934276
2013-01,1617.0365634230927
2013-02,1678.5008008593425
2013-03,1587.3805892687624
2013-04,1570.2286528191178
2013-05,1805.7147627288175
2013-06,1731.5523966209128
2013-07,1954.663890998008
2013-08,1578.712742123759
2013-09,1663.898118865928
2013-10,1715.4306926587085
2013-11,1555.4949780068355
2013-12,1498.6541647555364
2014-01,1528.4071172767615
2014-02,1465.1544783268293
2014-03,1273.7255049859473
2014-04,1254.0359673859975
2014-05,1293.1486446918163
2014-06,1388.110374512002
2014-07,1422.4853907483646
2014-08,1485.6190686999516
2014-09,1522.4162655631471
2014-10,1455.2349472822661
2014-11,1324.1397530965728
2014-12,1344.776594378585
2015-01,1465.0031777944125
2015-02,1535.2146113566926
2015-03,1492.6828417925328
2015-04,1440.6876228990766
2015-05,1466.8518467654621
2015-06,1404.297293917624
2015-07,1464.1946565766527
2015-08,1375.7876627237351
2015-09,1346.6260080644772
2015-10,1387.640756889376
2015-11,1054.7858809866834
2015-12,960.5317157051165
2016-01,802.0347215972878
2016-02,742.3633653305706
2016-03,689.3214605779972
2016-04,776.0611594190054
2016-05,786.490546871299
2016-06,766.737026548932
2016-07,755.5990237959926
2016-08,782.3999446950045
2016-09,840.7529380080313
2016-10,1106.518285051218
2016-11,1333.8989514735395
2016-12,1400.5893175250474
2017-01,1366.2665434709054
2017-02,1365.3917603153564
2017-03,1341.6138554967583
2017-04,1363.8931652051926
2017-05,1560.6087943135713
2017-06,1767.652673698643
2017-07,1722.529173092835
2017-08,1792.5952480191486
2017-09,3712.997101919075
2017-10,3881.104957016912
2017-11,2963.501718372337
2017-12,2823.854821628115
2018-01,2210.48194382103
2018-02,1988.508973729255
2018-03,1760.74716574875
2018-04,1861.827671437456
2018-05,2285.441442545216
2018-06,2197.225457687327
2018-07,2468.88239159078
2018-08,2599.5092862515085
2018-09,2491.1200099572648
2018-10,3511.2271148671666
2018-11,3470.4968890395876
2018-12,3117.8483232419694
2019-01,3409.417455423742
2019-02,3215.77197638111
2019-03,2772.927887863222
2019-04,3035.445266103083
2019-05,4193.6897979305195
2019-06,4698.325974675268
2019-07,4121.3237331802975
2019-08,3314.3934938773555
2019-09,6447.46580650954
2019-10,389.04999496164686
2019-11,427.5414925404218
2019-12,384.63696160482834
2020-01,586.2225528660056
2020-02,735.8778376386541
2020-03,537.7754635466524
2020-04,583.3524300259628
2020-05,1479.7538066461004
2020-06,675.0997815025967
2020-07,479.1173863028248
2020-08,275.15500632867776
2020-09,309.41469876812897
2020-10,299.5517939915382
2020-11,320.7855033995749
2020-12,544.7874574598501
2021-01,808.7209014688009
2021-02,923.6923747405098
2021-03,1166.3067224890738
2021-04,1063.6666287278765
2021-05,1282.7676762016606
2021-06,1350.95745588269
2021-07,1456.4627556921396
2021-08,1806.4030204708172
2021-09,2747.3848079093223
2021-10,3507.9983791086693
2021-11,2978.050659638701
2021-12,2807.3727042327287
2022-01,3372.7964576855475
2022-02,4062.236668908678
2022-03,3880.9045824990753
2022-04,6989.205250001838
2022-05,2806.3523056761005
2022-06,2010.8357044232246
2022-07,1700.443869237436
2022-08,1062.977329740322
2022-09,885.5430845424252
2022-10,1102.5263976779156
2022-11,1007.4109982796105
2022-12,683.5065352936006
2023-01,762.8712488208907
2023-02,891.2566781771261
2023-03,1101.4054838756936
2023-04,1002.6269615981906
2023-05,1558.0386346979797
