Date,SOUTH AFRICA SMALL CAP
2013-04,1375.6833137317417
2013-05,1255.1326601717765
2013-06,1281.8921209511655
2013-07,1279.5203342942573
2013-08,1248.0354632151598
2013-09,1303.3066170889224
2013-10,1378.8854827246362
2013-11,1328.2999577021274
2013-12,1274.98981536548
2014-01,1181.3753632460568
2014-02,1228.6892634391434
2014-03,1297.9651149930667
2014-04,1334.4838549483802
2014-05,1370.149676352694
2014-06,1389.4096166001707
2014-07,1435.2380622254836
2014-08,1501.3861534207547
2014-09,1459.3751303295735
2014-10,1537.4518484702353
2014-11,1572.8535713696792
2014-12,1567.7107732624768
2015-01,1769.2849594768295
2015-02,1811.0577482988356
2015-03,1761.732530703772
2015-04,1761.0542532955683
2015-05,1727.7298416860997
2015-06,1653.2301651700984
2015-07,1600.6923315096226
2015-08,1483.9112754810903
2015-09,1370.993518067361
2015-10,1469.0736639872882
2015-11,1384.3074698224439
2015-12,1230.9312823754492
2016-01,1184.9593614952491
2016-02,1299.5771026655268
2016-03,1457.4755263105342
2016-04,1587.3926277262506
2016-05,1384.1072676301335
2016-06,1531.6347170098065
2016-07,1700.4225664984185
2016-08,1591.896489410623
2016-09,1722.8135521956092
2016-10,1776.0308011080579
2016-11,1759.5098315333307
2016-12,1857.7788855296906
2017-01,1887.5407131298107
2017-02,2004.4115497589833
2017-03,1934.0523273908748
2017-04,1878.1215985369322
2017-05,1785.5595065064936
2017-06,1724.589880118232
2017-07,1686.276612514003
2017-08,1746.266674862045
2017-09,1662.1248186769171
2017-10,1672.6367826862283
2017-11,1689.242765640107
2017-12,1907.419418703491
2018-01,1933.2093322712378
2018-02,2015.124772465483
2018-03,1901.0154402629412
2018-04,1872.7545729185924
2018-05,1778.973808816153
2018-06,1599.4426409085065
2018-07,1692.8540365654858
2018-08,1528.8787049080597
2018-09,1570.3226964667488
2018-10,1508.0870096381357
2018-11,1580.7113906105985
2018-12,1517.80816008471
2019-01,1657.135403454955
2019-02,1625.9280601591847
2019-03,1566.4742961740253
2019-04,1611.5199539798598
2019-05,1525.0687668532992
2019-06,1570.1558575079428
2019-07,1603.5446945494093
2019-08,1541.4039913275335
2019-09,1570.4562434342274
2019-10,1664.5182920963668
2019-11,1739.2824785161454
2019-12,1817.8106868178434
2020-01,1628.8173826146826
2020-02,1387.0351818336846
2020-03,896.1786007883491
2020-04,975.9169596450627
2020-05,971.7402002616873
2020-06,1074.6843631440668
2020-07,1097.4767587591248
2020-08,1073.4034426174442
2020-09,1136.1756209964135
2020-10,1150.1661634876345
2020-11,1316.3869684862605
2020-12,1438.1440061191586
2021-01,1490.7227465055148
2021-02,1552.72780489633
2021-03,1732.9118106616334
2021-04,1789.5072530643233
2021-05,1951.4014512898848
2021-06,1941.2291568808043
2021-07,1903.893141999661
2021-08,2052.416124657325
2021-09,2020.102640756166
2021-10,2028.8044990192366
2021-11,1982.1417443795087
2021-12,2074.9332479188274
2022-01,2153.7318957367247
2022-02,2134.7901941551654
2022-03,2408.4266014915183
2022-04,2339.6598987417506
2022-05,2284.614706582623
2022-06,2076.613021832734
2022-07,2216.9014283524634
2022-08,2198.4153800892977
2022-09,2086.9880650807163
2022-10,2145.4110016744917
2022-11,2251.6125668476143
2022-12,2126.8025886473774
2023-01,2093.7358845919125
2023-02,2024.1271609779567
2023-03,1915.3013543497839
2023-04,1857.1580516594784
2023-05,1594.7971730767222
2023-06,1731.8941566759113
2023-07,1867.625290653933
