Date,COLOMBIA SMALL CAP
2014-11,568.5114673890643
2014-12,523.5007494229353
2015-01,591.6803879054901
2015-02,601.0499233422169
2015-03,578.2409707472168
2015-04,613.8813812490398
2015-05,522.1500009243367
2015-06,509.10511557675466
2015-07,435.0385764385101
2015-08,284.4581448761195
2015-09,235.67473106019781
2015-10,227.57167990332866
2015-11,254.7975389395408
2015-12,292.850587513282
2016-01,278.1307424120253
2016-02,299.38954558389605
2016-03,353.0119416201689
2016-04,381.74208478724563
2016-05,355.47793049341595
2016-06,361.9325819910005
2016-07,338.5656600131844
2016-08,376.98882671131827
2016-09,354.03318172357456
2016-10,357.86828903619653
2016-11,359.62835912743543
2016-12,399.90093365687517
2017-01,401.9346175783522
2017-02,392.40104285771594
2017-03,388.8551698132169
2017-04,371.8261339600661
2017-05,373.569776143069
2017-06,349.4997097478481
2017-07,348.8325091620497
2017-08,357.9139761070084
2017-09,364.99297092945346
2017-10,355.9848591326137
2017-11,358.50733633827593
2017-12,361.78262303642464
2018-01,367.29244405164496
2018-02,346.68734847885713
2018-03,339.95147737794167
2018-04,348.97325605508706
2018-05,351.2072772105544
2018-06,332.35730067571484
2018-07,325.09964476479655
2018-08,296.1276820535222
2018-09,278.702042762657
2018-10,244.88615346517008
2018-11,230.76818034187426
2018-12,203.47234648069593
2019-01,241.55072862954003
2019-02,278.5646171608213
2019-03,276.21409431063233
2019-04,271.1825162456927
2019-05,251.0329306087231
2019-06,283.9272324002649
2019-07,295.1130087894368
2019-08,280.2053341472602
2019-09,290.99336744410147
2019-10,306.0536084764905
2019-11,268.233662218769
2019-12,309.4221540641115
2020-01,292.9940470906552
2020-02,252.99565030634258
2020-03,156.97646177071528
2020-04,161.60274906044643
2020-05,154.6111126287907
2020-06,162.914595438804
2020-07,159.5226557385577
2020-08,188.14427964240474
2020-09,179.5969134007845
2020-10,173.5696890858305
2020-11,202.59560612582794
2020-12,242.51246297189635
2021-01,226.95202613265673
2021-02,224.4979322775023
2021-03,211.12116660610818
2021-04,196.3208236807808
2021-05,186.50730814224843
2021-06,195.5404688134999
2021-07,192.35491771914445
2021-08,206.23736734998096
2021-09,210.3073120308722
2021-10,223.26913775240118
2021-11,217.15632015899638
2021-12,218.6906797921213
2022-01,254.06598356741415
2022-02,223.91905162561565
2022-03,245.7871305332955
2022-04,248.8740326625763
2022-05,241.97651593368244
2022-06,214.6921232899093
2022-07,181.28497594544606
2022-08,156.83160861466672
2022-09,148.10598337346497
2022-10,139.81753354100113
2022-11,134.9240701217746
2022-12,126.66126653943797
2023-01,128.20346300764766
2023-02,113.87328853873173
2023-03,110.7152230814541
2023-04,109.90574836161069
2023-05,125.58928856988811
2023-06,135.79577409939597
2023-07,149.1992728467252
