Date,AUSTRIA SMALL CAP
2007-12,317.3609228098442
2008-01,280.77040179875377
2008-02,289.9852441175375
2008-03,283.41731640859143
2008-04,295.85293536098055
2008-05,313.53886014673293
2008-06,286.2882527880194
2008-07,265.23061866952366
2008-08,263.72247974139617
2008-09,216.79873983701984
2008-10,167.0499939476599
2008-11,158.06186006035674
2008-12,163.014131373509
2009-01,183.24990885609597
2009-02,167.62130666863087
2009-03,177.32801334900773
2009-04,209.91352436598194
2009-05,224.1588221543316
2009-06,227.7185285016695
2009-07,240.96845234115398
2009-08,292.16052502028595
2009-09,321.6735747879069
2009-10,303.79292126500616
2009-11,309.5857464586538
2009-12,323.85841048073627
2010-01,327.49660352902384
2010-02,320.7802279650651
2010-03,348.18703168017913
2010-04,356.0722975202823
2010-05,327.6889049293457
2010-06,316.2593507855998
2010-07,337.6414705019286
2010-08,327.2739151827761
2010-09,350.8414501652571
2010-10,364.60422416411745
2010-11,369.6375685023831
2010-12,408.71248916945325
2011-01,395.50865899025587
2011-02,392.664063046576
2011-03,402.5536412875376
2011-04,405.73451033956354
2011-05,399.9514489535117
2011-06,374.86731772537166
2011-07,357.10324746200416
2011-08,330.285230461734
2011-09,308.92552500537425
2011-10,318.0021905988189
2011-11,304.5665613078697
2011-12,304.4827813515781
2012-01,325.98663568085834
2012-02,338.0180523865457
2012-03,342.3501959881996
2012-04,348.9315198681232
2012-05,339.7764518781638
2012-06,337.44818941844017
2012-07,338.86688265783806
2012-08,344.74263306193563
2012-09,354.06677963900177
2012-10,359.1367883034058
2012-11,373.1706938947792
2012-12,387.4878073236349
2013-01,402.59307240962926
2013-02,399.74094688818406
2013-03,395.9355385361553
2013-04,393.57029985266416
2013-05,403.1061971460639
2013-06,374.31224960290797
2013-07,391.15997422732477
2013-08,395.19231831334724
2013-09,429.25406324850655
2013-10,442.278192494427
2013-11,442.557775564252
2013-12,435.3707951822552
2014-01,448.0448332906675
2014-02,475.51689630216606
2014-03,471.24114503868344
2014-04,475.43603220979656
2014-05,471.18930563513254
2014-06,476.27620535178056
2014-07,466.0368762209422
2014-08,466.4307003244971
2014-09,458.12263754616794
2014-10,446.3437898334038
2014-11,458.33768251393286
2014-12,464.64040552239203
2015-01,496.6628397102544
2015-02,538.0366926433236
2015-03,545.0702639600578
2015-04,538.2659043892048
2015-05,550.3007732588462
2015-06,520.8769990101173
2015-07,543.0235674026078
2015-08,520.1574968014245
2015-09,501.93553053788384
2015-10,544.7457456213521
2015-11,544.9709967206309
2015-12,539.4815177587292
2016-01,480.20307788915653
2016-02,488.73095726675973
2016-03,515.912183896347
2016-04,522.0452971859519
2016-05,522.3427994996122
2016-06,485.4638244593655
2016-07,512.2634984641888
2016-08,533.5185238095535
2016-09,552.7730675044271
2016-10,545.9407136098607
2016-11,559.5611175106662
2016-12,570.8123418096305
2017-01,583.087721303796
2017-02,600.733102134974
2017-03,620.7584607953903
2017-04,649.4647551816091
2017-05,663.649558986889
2017-06,658.4533383318606
2017-07,670.5598391575307
2017-08,660.505605296383
2017-09,677.3091962389256
2017-10,696.5716833985255
2017-11,671.5373615207432
2017-12,708.2180541705063
2018-01,722.9057429242758
2018-02,703.9263583382499
2018-03,715.0401525605603
2018-04,734.3183182179329
2018-05,739.7142968449962
2018-06,712.2651049450603
2018-07,746.8803163078239
2018-08,754.2596408941679
2018-09,726.9008775208323
2018-10,682.1430002256469
2018-11,674.6841917547024
2018-12,620.5832394938541
2019-01,678.8081447250901
2019-02,670.3903890476679
2019-03,686.5359308036301
2019-04,725.6881563569817
2019-05,699.86856809901
2019-06,713.0517868921416
2019-07,706.3306268324534
2019-08,704.3694285430936
2019-09,721.4962710939146
2019-10,750.3115261432318
2019-11,757.3284757871713
2019-12,775.049806913186
2020-01,769.9332362936507
2020-02,704.2337537445587
2020-03,543.4081738281229
2020-04,571.9094023642456
2020-05,569.7937550731505
2020-06,567.1510011077006
2020-07,548.5025336381882
2020-08,569.1735270472115
2020-09,559.6472048295149
2020-10,540.7356485065199
2020-11,643.9272490747949
2020-12,689.4430877045318
2021-01,729.6592783102728
2021-02,750.0634329263493
2021-03,791.5034677339613
2021-04,822.7491310766796
2021-05,845.1690329568769
2021-06,850.1912755672672
2021-07,869.6403236820331
2021-08,887.9269081793393
2021-09,864.1802859570423
2021-10,893.1739619842456
2021-11,871.5679192874842
2021-12,910.3550647913046
2022-01,908.011815185716
2022-02,842.7915696625414
2022-03,828.231653807406
2022-04,835.2979985798885
2022-05,848.484806101743
2022-06,746.0161002868055
2022-07,801.862665676226
2022-08,802.0367898343894
2022-09,734.3604446305083
2022-10,786.9344549034444
2022-11,831.072110643947
2022-12,804.1775140925818
2023-01,885.842155643332
2023-02,918.9378388879802
2023-03,850.8879580346202
2023-04,860.9101553480054
2023-05,817.2155280572202
2023-06,842.3212976731949
2023-07,859.7756311522143
