Date,AUSTRIA SMALL CAP
2000-12,100.0
2001-01,102.46427162233036
2001-02,109.44291208370218
2001-03,103.7770814783756
2001-04,102.59267040407404
2001-05,99.87573210450125
2001-06,100.24655503730955
2001-07,102.45936707693396
2001-08,97.58446826093139
2001-09,86.15672826332502
2001-10,80.42571410287789
2001-11,82.08282729260168
2001-12,84.02701076542553
2002-01,87.40430007337653
2002-02,92.71073845250356
2002-03,94.18162510091341
2002-04,98.35655061528911
2002-05,98.76283162487009
2002-06,94.92434249422594
2002-07,88.22500259905667
2002-08,87.24103238239296
2002-09,85.08651301674364
2002-10,84.50445882726108
2002-11,86.03899568928765
2002-12,87.22810300940765
2003-01,90.7932731814804
2003-02,90.88271187206072
2003-03,91.40165250130887
2003-04,97.01151381930094
2003-05,101.5999148916108
2003-06,102.68673620871827
2003-07,104.20293042567367
2003-08,105.28421795505099
2003-09,104.93232575504972
2003-10,106.56153544766512
2003-11,109.31221835509427
2003-12,113.26554058459737
2004-01,121.01301761059734
2004-02,121.5127204155008
2004-03,127.61872833213803
2004-04,130.3807658786411
2004-05,129.1708434410833
2004-06,134.52713367807843
2004-07,134.4057994220691
2004-08,136.76321077914673
2004-09,138.7878789100477
2004-10,141.37320152376503
2004-11,152.58153273003026
2004-12,158.75724570618183
2005-01,165.60096815174904
2005-02,180.61782964971687
2005-03,175.54878371974158
2005-04,181.64242784333427
2005-05,189.2692708930283
2005-06,198.6157151854205
2005-07,209.18516912090416
2005-08,210.66089606107707
2005-09,221.45685279910145
2005-10,207.2835422618264
2005-11,221.82154427497596
2005-12,238.59123110177268
2006-01,254.587052314304
2006-02,261.7883684990226
2006-03,273.04320179547057
2006-04,293.7218697734177
2006-05,261.5786547507411
2006-06,266.03745444703054
2006-07,269.5781921119753
2006-08,269.3068248503322
2006-09,277.3622940217564
2006-10,298.0660342691081
2006-11,304.32681004760343
2006-12,319.8505964743753
2007-01,340.9977666274322
2007-02,341.5078466316475
2007-03,377.4255110650572
2007-04,385.2964809088137
2007-05,393.7275194930092
2007-06,371.75543985911446
2007-07,350.22213075682726
2007-08,341.6942328762591
2007-09,324.37641896765746
2007-10,363.3440822990102
2007-11,319.6122217758832
