Date,PERU SMALL GROWTH
2005-09,328.25359633846585
2005-10,287.6516625874998
2005-11,291.5372605933596
2005-12,278.4353202175285
2006-01,302.74228578807185
2006-02,323.2276401233695
2006-03,299.714624519414
2006-04,324.8121194301468
2006-05,308.13451040254097
2006-06,363.95428439733433
2006-07,363.5758685594417
2006-08,402.60420179536527
2006-09,412.3822618770634
2006-10,442.51616690152525
2006-11,472.4787064081167
2006-12,573.7582558249836
2007-01,588.9247953201254
2007-02,675.8872002247576
2007-03,825.6335649450267
2007-04,951.0024617186872
2007-05,1000.0
2007-06,1029.107332349561
2007-07,1074.7700445534456
2007-08,920.9142830162779
2007-09,970.1537363529052
2007-10,1003.235024098686
2007-11,903.6825019691853
2007-12,866.9138520495221
2008-01,719.126111674558
2008-02,962.8976253795964
2008-03,944.7834105331883
2008-04,902.9664313162797
2008-05,911.7335596918077
2008-06,824.6579782137647
2008-07,799.6683263946873
2008-08,809.7237370183443
2008-09,688.9507423196404
2008-10,461.3526999745507
2008-11,377.08386366466266
2008-12,275.8001968833895
2009-01,244.209102926211
2009-02,202.59503640380282
2009-03,281.7175730131745
2009-04,304.91854977976885
2009-05,464.6216190891698
2009-06,410.4641606670379
2009-07,404.2125613118762
2009-08,422.89710067814025
2009-09,460.99914205317157
2009-10,426.85690169570086
2009-11,391.2828276470684
2009-12,422.15025094684125
2010-01,460.4312481196463
2010-02,473.8539142596549
2010-03,512.7367978445131
2010-04,547.9502744346433
2010-05,506.41230932927044
2010-06,504.5607139687461
2010-07,478.9799792647712
2010-08,528.550040126484
2010-09,580.9954540642946
2010-10,577.7188921514876
2010-11,670.5884691075516
2010-12,776.1835485999959
2011-01,764.747862010335
2011-02,738.6535921325174
2011-03,672.0628911449988
2011-04,484.4456174545075
2011-05,647.2525431134646
2011-06,561.8011429293787
2011-07,665.8824865357091
2011-08,616.5251809429805
2011-09,575.3073520595498
2011-10,592.5265563526242
2011-11,591.460045947795
2011-12,564.7126806295487
2012-01,672.2270792972915
2012-02,741.6894810403419
2012-03,722.542987216295
2012-04,695.1471992717445
2012-05,687.6107221685892
2012-06,639.7501921438127
2012-07,716.529656757513
2012-08,794.3415953803129
2012-09,822.2848823117579
2012-10,852.775292277538
2012-11,764.4248609586163
2012-12,768.9599447770066
2013-01,781.3707844771548
2013-02,759.4844251185145
2013-03,748.3512301146462
2013-04,589.5288169606303
2013-05,515.8402555812794
2013-06,349.4892281192277
2013-07,377.98508786364994
2013-08,454.2334764321286
2013-09,350.7371906414216
2013-10,299.1422340193321
2013-11,277.43813032630356
2013-12,286.79275621652334
2014-01,300.47647590997747
2014-02,306.4088660423773
2014-03,279.9896481424625
2014-04,297.3243074958225
2014-05,288.27190769424254
2014-06,343.95630232006266
2014-07,347.885764459002
2014-08,406.90873311041884
2014-09,373.22998368141447
2014-10,334.4443438137675
2014-11,354.7848940426528
2014-12,381.2033409127754
2015-01,482.78449778875324
2015-02,524.6359826239461
2015-03,440.09740351903383
2015-05,1000.0
2015-06,971.0716439985122
2015-07,940.692556416463
2015-08,861.7791908727193
2015-09,848.4840007394879
2015-10,934.2419872958086
2015-11,869.5613796852144
2017-05,1000.0
2017-06,1010.5054416248051
2017-07,974.6405611388604
2017-08,1084.5347481563088
2017-09,1410.2427757324333
2017-10,1581.8122038444233
2017-11,1187.2545416609582
2017-12,1111.4389561617725
2018-01,1110.1084484212793
2018-02,979.5235086572094
2018-03,1068.0210181720197
2018-04,1122.6021682649643
2018-05,918.7587174044447
2018-06,751.6425251420897
2018-07,750.0823335522724
2018-08,768.9421793421886
2018-09,724.691148360775
2018-10,586.1134382121389
2018-11,705.9443008906686
2018-12,662.9013264988207
2019-01,708.1032947034136
2019-02,651.3500129395147
2019-03,599.7213994566401
2019-04,534.561169742483
2020-11,1000.0
2020-12,1054.229359922629
2021-01,1051.2329135456962
2021-02,1146.4650958422578
2021-03,1014.3900848010429
2021-04,872.1180225331641
2021-05,941.6616618944531
2021-06,866.6515425172322
2021-07,702.1435583786665
2021-08,783.6568139556078
2021-09,788.3098834786887
2021-10,1015.3837165401605
2021-11,1054.1122535024629
2021-12,972.4164915164868
2022-01,1179.0513870505076
2022-02,1205.4794267788222
2022-03,1301.6788693063254
2022-04,1146.3343119819763
2022-05,1127.2396005736116
2022-06,990.4125322866083
2022-07,1044.114281379842
2022-08,948.7430834642081
2022-09,906.0736956244796
2022-10,1101.356393186789
2022-11,1057.1801983258028
