Date,SAUDI ARABIA DOMESTIC SMALL CAP
2002-05,347.94437805248987
2002-06,315.4573869084291
2002-07,327.141025881574
2002-08,329.82970822047537
2002-09,326.9547241660888
2002-10,319.81511960792966
2002-11,303.0148107386032
2002-12,293.45218199904633
2003-01,291.8404808876795
2003-02,292.1618501074758
2003-03,296.28678867582863
2003-04,307.80866723646375
2003-05,354.90373875839174
2003-06,374.92641860346373
2003-07,427.10643727875095
2003-08,469.35268768773676
2003-09,441.9680895924998
2003-10,386.9887234208074
2003-11,413.0245121142934
2003-12,424.48808167089703
2004-01,457.7890916415172
2004-02,490.87213496648803
2004-03,543.7534887783498
2004-04,681.7093876771385
2004-05,656.7971095952524
2004-06,642.4349886308289
2004-07,683.9059840089051
2004-08,734.1185701908036
2004-09,733.1473346232438
2004-10,670.3250085302777
2004-11,703.2446319634199
2004-12,648.3245259165858
2005-01,641.7267326993024
2005-02,692.1953454936015
2005-03,758.9701580399384
2005-04,884.0635282950151
2005-05,1195.0488566642255
2005-06,1476.2625830476745
2005-07,1328.682572090016
2005-08,1606.7693092115321
2005-09,1854.5550623599054
2005-10,1977.0530278930398
2005-11,2175.9685620023524
2005-12,2490.720550577503
2006-01,2858.0702422929453
2006-02,3375.528851570196
2006-03,1722.9171553653784
2006-04,1190.9342633168953
2006-05,1299.676660363808
2006-06,1857.7534510095052
2006-07,1493.8728305643197
2006-08,1823.5632348601214
2006-09,2169.185781782776
2006-10,1638.3833291794842
2006-11,921.1338926543557
2006-12,847.0796490969052
2007-01,813.6515797221166
2007-02,962.3040307165029
2007-03,965.0443132584726
2007-04,910.6505115415737
2007-05,925.985014476674
2007-06,785.2792494844756
2007-07,907.856469820082
2007-08,994.8362605897436
2007-09,926.6092283726725
2007-10,928.0872642085857
2007-11,1000.0
2007-12,1031.6701412667874
2008-01,887.1171081248025
2008-02,919.2352878647616
2008-03,805.8640067650527
2008-04,896.2414160127231
2008-05,881.1667949606375
2008-06,851.910122078318
2008-07,809.5333495971014
2008-08,839.1821344896983
2008-09,715.8117030053118
2008-10,538.9276701362833
2008-11,479.32679754152247
2008-12,483.0213443944269
2009-01,540.4800016797076
2009-02,528.2385452445473
2009-03,510.5541718647504
2009-04,618.2921614209291
2009-05,603.1502937472036
2009-06,615.7229738343027
2009-07,614.1372502530809
2009-08,577.2552812315481
2009-09,605.1156286530697
2009-10,619.6260579795487
2009-11,605.288569772978
2009-12,602.8779570078914
2010-01,611.2140242520256
2010-02,634.2079312258845
2010-03,663.6061540728285
2010-04,673.9031653625017
2010-05,645.7254371247119
2010-06,642.8727157307386
2010-07,614.8152488063753
2010-08,608.0438312663638
2010-09,596.3050165553457
2010-10,562.8458360758433
2010-11,599.1101616897723
2010-12,618.9529545022775
2011-01,571.8278680242955
2011-02,542.6610229637016
2011-03,580.3217435276302
2011-04,577.2869713106625
2011-05,638.6463497896357
2011-06,606.4760021252499
2011-07,588.8756662160764
2011-08,545.18254550742
2011-09,621.7037611074476
2011-10,609.0153845289481
2011-11,636.4034022851604
2011-12,714.6681537201597
2012-01,749.5651619288019
2012-02,796.6178644817146
2012-03,858.3134710444418
2012-04,847.8408108670983
2012-05,823.2539572898175
2012-06,737.1282684432331
2012-07,835.4587933871355
2012-08,877.8447498025508
2012-09,861.4720805318342
2012-10,813.8458014695951
2012-11,756.3573189505324
2012-12,782.7096049319931
2013-01,762.8108173305044
2013-02,785.1881483707124
2013-03,835.7697598302034
2013-04,861.3735904622359
2013-05,870.494422526369
2013-06,859.4536108018815
2013-07,890.4432622995586
2013-08,852.8581813967307
2013-09,879.2059667358956
2013-10,872.1100351667068
2013-11,888.7966573500153
2013-12,899.2827315744921
2014-01,920.7652627632681
2014-02,944.3865151398167
2014-03,994.4897241991982
2014-04,1083.0868172139565
2014-05,1135.7599799373415
2014-06,1076.3443005805161
2014-07,1146.305792215229
2014-08,1251.2023888775643
2014-09,1328.750897073901
2014-10,1238.739010032308
2014-11,1155.3022534157242
2014-12,1059.930408014111
2015-01,1253.7191118082562
2015-02,1302.3458596000032
2015-03,1313.9793392006238
2015-04,1367.7652096122836
2015-05,1413.7334186570479
2015-06,1325.711541911641
2015-07,1329.7646464177155
2015-08,1036.1214848263107
2015-09,1047.2483901039284
2015-10,1030.7062078465685
2015-11,1096.6148091841985
2015-12,1012.0932232218887
2016-01,819.9270983033704
2016-02,852.0245009633242
2016-03,841.9184665212846
2016-04,929.4114246025654
2016-05,907.6689962185803
2016-06,929.7773958403907
2016-07,908.0920826561817
2016-08,851.2517502270681
2016-09,734.0179427622674
2016-10,760.7723769417727
2016-11,940.3584938840365
2016-12,1011.4487498802812
2017-01,944.8548456755627
2017-02,947.6343593735837
2017-03,952.8447232433684
2017-04,933.1596871789618
2017-05,875.1119016370714
2017-06,873.6254615526136
2017-07,845.176694387811
2017-08,829.7986320753987
2017-09,842.9213254032533
2017-10,810.0444988346868
2017-11,779.0063650127404
2017-12,831.0279039314555
2018-01,822.5393722596684
2018-02,830.8364923411174
2018-03,841.2691887606742
2018-04,913.2295478682182
2018-05,895.0945952485339
2018-06,913.1417178730006
2018-07,850.2578708333442
2018-08,827.983697199013
2018-09,794.0067841867304
2018-10,809.6595247206039
2018-11,816.1606378362924
2018-12,806.2177910637615
2019-01,849.6383347278953
2019-02,856.405668435704
2019-03,905.174269349628
2019-04,944.3845201031357
2019-05,914.1311183124786
2019-06,924.4227293813144
2019-07,1006.357597313064
2019-08,1001.1790435621787
2019-09,1057.0687968640516
2019-10,989.5033520963775
2019-11,1017.9655340393523
2019-12,1117.6328383599719
2020-01,1203.598296930662
2020-02,1108.5139521268895
2020-03,906.6392974115247
2020-04,1006.6696451661755
2020-05,939.5885982006898
2020-06,1018.4363871296264
2020-07,1030.0077162004418
2020-08,1071.8654377258154
2020-09,1173.9946243592603
2020-10,1103.4818459804053
2020-11,1181.6884635938975
2020-12,1178.194560005931
2021-01,1224.593324112517
2021-02,1231.0013965876137
2021-03,1341.356204123702
2021-04,1398.748411016941
2021-05,1432.4150088666631
2021-06,1543.64607612972
2021-07,1562.088273929138
2021-08,1548.6535842285925
2021-09,1558.94644187932
2021-10,1520.1422769713363
2021-11,1413.976987844023
2021-12,1435.5490535845588
2022-01,1558.6114948207544
2022-02,1526.5012166677782
2022-03,1614.1093573237138
2022-04,1717.1282934059661
2022-05,1574.7867692792188
2022-06,1460.6231400414463
2022-07,1566.7162463866384
2022-08,1656.127887641802
2022-09,1622.367919960051
2022-10,1626.3069439670307
2022-11,1480.1993686631454
2022-12,1385.3682193154962
2023-01,1440.6172603728144
2023-02,1493.1448898730207
2023-03,1532.4824913510681
2023-04,1604.6327994637188
2023-05,1744.510789200233
2023-06,1819.9280975767203
2023-07,1821.7222064993136
