Date,FRANCE SMALL CAP
2000-12,100.0
2001-01,105.33905264695055
2001-02,105.00007718009152
2001-03,103.35226548313194
2001-04,107.10620559464728
2001-05,110.70930874456502
2001-06,104.95131954763607
2001-07,100.56747207183763
2001-08,97.71267929926393
2001-09,74.16228203539188
2001-10,86.01801730419105
2001-11,94.38711679703952
2001-12,92.9570919300593
2002-01,101.1817545564448
2002-02,99.84724143584315
2002-03,106.76508577099615
2002-04,101.76257942965798
2002-05,96.93026554919554
2002-06,87.97380508694025
2002-07,78.8231248793719
2002-08,77.60121937150409
2002-09,63.651596349718254
2002-10,66.95761178061352
2002-11,71.14421226127763
2002-12,61.989493514901135
2003-01,59.955692745472355
2003-02,53.37813305077687
2003-03,49.098764411103666
2003-04,58.45231909080123
2003-05,62.22218142101664
2003-06,64.41094844162274
2003-07,67.71800212560538
2003-08,70.1066075422896
2003-09,70.06300669124116
2003-10,76.1043647394955
2003-11,76.05694961759652
2003-12,72.50385622262475
2004-01,77.16511096268091
2004-02,80.47236506208606
2004-03,78.77696642501164
2004-04,77.66167853955646
2004-05,73.77407029433056
2004-06,77.61408935003442
2004-07,72.60154271624118
2004-08,71.22040120173753
2004-09,72.2773461732778
2004-10,74.5940391895228
2004-11,77.49651810537264
2004-12,80.5302901564565
2005-01,87.87154673355882
2005-02,91.081327024912
2005-03,90.83122898896536
2005-04,86.91229122632559
2005-05,92.28499538022209
2005-06,97.54120658181392
2005-07,105.18384625874066
2005-08,106.79408546070248
2005-09,116.27070786923179
2005-10,109.4500626760923
2005-11,114.03491639940982
2005-12,118.64039918858462
2006-01,131.15008390238614
2006-02,135.59094045286147
2006-03,144.44732697395366
2006-04,144.75960431980315
2006-05,136.64337690692182
2006-06,132.35594601886493
2006-07,128.35657870440502
2006-08,131.1718032677952
2006-09,131.66399959711504
2006-10,136.7016516292847
2006-11,141.3686317545182
2006-12,147.6793222019027
2007-01,152.0590183908607
2007-02,150.8966423905045
2007-03,156.66267051737603
2007-04,162.6158433825142
2007-05,173.8827869186485
2007-06,171.27529018628323
2007-07,168.4641789189805
2007-08,163.44134340043243
2007-09,159.13855853850964
2007-10,167.1314820036744
2007-11,154.82011782058564
2007-12,151.75344735003105
2008-01,125.22935828613032
2008-02,127.75664187785348
2008-03,126.4497008097004
2008-04,135.5381968893863
2008-05,138.1540238611854
2008-06,123.1921498590949
2008-07,121.57073193976908
2008-08,127.49680760715222
2008-09,106.18961623348659
2008-10,82.97482323992446
2008-11,76.7671793639448
2008-12,72.77592165349458
2009-01,73.21012622064922
2009-02,69.08310645193902
2009-03,72.25116705035767
2009-04,84.81145847510014
2009-05,87.12605621742009
2009-06,86.94141490846023
2009-07,94.64454316732565
2009-08,102.2924067125365
2009-09,113.9056097807798
2009-10,107.80960014025813
2009-11,105.80794524243377
2009-12,111.83655132571404
2010-01,114.54470601445672
2010-02,111.46807799871664
2010-03,122.75182095331506
2010-04,127.278439657875
2010-05,115.99000697777353
2010-06,114.2546314208635
2010-07,120.10652394193313
2010-08,116.71020396268308
2010-09,128.3627394047887
2010-10,137.72030862200333
2010-11,133.74343310113105
2010-12,147.32024714026105
2011-01,149.78368323108575
2011-02,152.25904801968028
2011-03,153.25340581079897
2011-04,161.90370463673003
2011-05,162.3560529588483
2011-06,160.7518104713762
2011-07,151.85545249903555
2011-08,137.82075266788917
2011-09,123.32186036782842
2011-10,128.94522442559935
2011-11,122.12547450227733
2011-12,121.9438976090414
2012-01,135.1239000095456
2012-02,142.59680809876087
2012-03,145.15262416318666
2012-04,139.92845113335207
2012-05,129.81258787803839
2012-06,131.26655088756604
2012-07,137.8518553183658
2012-08,141.06654182349084
2012-09,142.12312910554112
2012-10,142.42764920429195
2012-11,148.01890189706995
2012-12,155.24738602885176
2013-01,165.38432036496252
2013-02,168.02126095572544
2013-03,166.60830600027262
2013-04,167.5800408712174
2013-05,179.96195364390454
2013-06,176.11752298517365
2013-07,194.8993760635349
2013-08,194.47908490606534
2013-09,211.13599449746587
2013-10,220.48464503148912
2013-11,227.59957383688297
2013-12,227.74833468382872
2014-01,231.38230945371438
2014-02,251.3681470985518
2014-03,252.4803829852381
2014-04,254.58936701539352
2014-05,262.0434021995145
2014-06,255.37150143140332
2014-07,247.05190043815696
2014-08,247.62247316230463
2014-09,244.6233323448167
2014-10,239.76445528169916
2014-11,252.69301401747973
2014-12,251.99186186088477
2015-01,270.33160843750295
2015-02,291.53899642476694
2015-03,296.2925622876866
2015-04,305.75850056715393
2015-05,309.04997627120304
2015-06,296.0750075743057
2015-07,317.7372469618392
2015-08,300.24581748108636
2015-09,282.99818460487285
2015-10,306.2902360674213
2015-11,319.6479050803608
2015-12,316.5638900254347
2016-01,294.38513932941885
2016-02,289.76229669244833
2016-03,300.50696361099665
2016-04,307.2853013974459
2016-05,319.43085575669716
2016-06,298.3596791920223
2016-07,317.5810696208995
2016-08,324.6559709508451
2016-09,331.3117269974273
2016-10,328.21683560934474
2016-11,325.46659345353595
2016-12,349.37014494257
2017-01,349.27306509650157
2017-02,362.11044912730176
2017-03,380.30418818060724
2017-04,397.6613436305235
2017-05,416.3286215683701
2017-06,412.87360756824097
2017-07,411.40775262457026
2017-08,410.0628311546205
2017-09,433.635131407044
2017-10,438.0443719349705
2017-11,429.8749042843129
2017-12,434.40282410268236
2018-01,447.4300960955488
2018-02,431.746895975382
2018-03,418.66370541261574
2018-04,434.1084403713854
2018-05,429.45850018664186
2018-06,418.23647543588487
2018-07,412.512295265177
2018-08,415.31914822021315
2018-09,407.1714070818821
2018-10,373.8099535605932
2018-11,351.32485802536104
2018-12,318.4427335803311
2019-01,345.9728744671565
2019-02,360.20199554423647
2019-03,360.0615752830354
2019-04,385.35370335888194
2019-05,351.51122849953333
2019-06,378.6514293140882
2019-07,387.1219634741767
2019-08,379.22444660889454
2019-09,384.51709985466755
2019-10,382.23040117665556
2019-11,390.89862380540666
2019-12,407.93368900879085
2020-01,394.68642177239917
2020-02,366.0936099129663
2020-03,264.37554807443917
2020-04,296.0148959211194
2020-05,305.9919803643543
2020-06,315.5220241039567
2020-07,316.2520359262941
2020-08,327.76661584317816
2020-09,327.61895363756236
2020-10,295.6270601507551
2020-11,362.98977787476105
2020-12,380.57739759564043
2021-01,377.74506089534816
2021-02,392.1920413602202
2021-03,409.0728529940215
2021-04,420.83120463777726
2021-05,421.8208962521072
2021-06,422.6442096510989
2021-07,434.60101058044785
2021-08,445.75010413306455
2021-09,431.35614227206594
2021-10,448.699463294287
2021-11,425.49486612833874
2021-12,442.4944518038194
2022-01,419.7012030710314
2022-02,409.0921523911259
2022-03,408.8054264191107
2022-04,405.9477877441072
2022-05,409.59670835096546
2022-06,350.0067776002048
2022-07,373.1283749520704
2022-08,351.24152071644056
2022-09,312.55472136197005
2022-10,339.94086412092105
2022-11,352.8709692156736
2022-12,354.0375949514796
2023-01,382.45530221514116
2023-02,397.6148384170581
2023-03,381.4352792507453
2023-04,380.24985754171524
2023-05,370.0977082842351
2023-06,386.1298654494426
2023-07,394.2362717566534
