Date,CANADA SMALL CAP
2000-12,100.0
2001-01,103.16245192366183
2001-02,99.47852467293345
2001-03,103.90918906292283
2001-04,114.18529208594663
2001-05,124.68547965447823
2001-06,123.02864238854093
2001-07,115.75664298798938
2001-08,110.48630279808388
2001-09,101.68291278642603
2001-10,106.06987119633241
2001-11,112.34107460169822
2001-12,120.31523816499131
2002-01,128.55541048992654
2002-02,129.12152753094165
2002-03,136.78274315736968
2002-04,132.6085567472947
2002-05,137.06434451112088
2002-06,119.68592351647253
2002-07,105.51712295123846
2002-08,105.74088354777992
2002-09,98.33474946643602
2002-10,101.88879948834963
2002-11,103.50011199910881
2002-12,98.86297500837337
2003-01,98.78851947540404
2003-02,98.36982105012169
2003-03,93.57161322145696
2003-04,97.95411855737726
2003-05,103.79857497210865
2003-06,110.67937826964703
2003-07,115.41101882542553
2003-08,125.88010394753158
2003-09,122.60550073975887
2003-10,132.58732814298835
2003-11,135.0416592411321
2003-12,136.51530914175544
2004-01,134.97015833858947
2004-02,141.46472287460043
2004-03,145.86911448903555
2004-04,136.39534063575127
2004-05,140.13400347172063
2004-06,142.81007750571646
2004-07,139.7243230046768
2004-08,136.24251538619396
2004-09,142.47230757285197
2004-10,143.55217472887676
2004-11,148.93550247583846
2004-12,148.1426895641292
2005-01,150.26263100639125
2005-02,157.30667825858987
2005-03,158.63831026799414
2005-04,147.87847878422457
2005-05,159.10666187433884
2005-06,166.09363157302343
2005-07,169.77559907766067
2005-08,175.95852623774383
2005-09,185.93960758460994
2005-10,173.15802398693685
2005-11,183.99252856625813
2005-12,193.4569534676663
2006-01,208.20986469103948
2006-02,208.53330950701593
2006-03,212.6051598539322
2006-04,221.6096070131204
2006-05,210.82293896147434
2006-06,202.09877611686602
2006-07,202.35395641068177
2006-08,209.8664508923483
2006-09,199.5914606135688
2006-10,211.6514956248983
2006-11,212.69602389942247
2006-12,213.3204038536568
2007-01,219.96130980152697
2007-02,221.82681932769444
2007-03,230.0409756472458
2007-04,235.98416389241723
2007-05,258.6106867187075
2007-06,257.08402963475953
2007-07,247.33931050694414
2007-08,232.92758925305466
2007-09,250.49264427332983
2007-10,272.8101471150204
2007-11,226.14492707267019
2007-12,233.35389470772517
2008-01,209.65010360068456
2008-02,223.97226196196502
2008-03,197.67620972290436
2008-04,208.19586980439604
2008-05,219.4378647857169
2008-06,209.04605596526218
2008-07,192.40531679213262
2008-08,198.7849264857082
2008-09,164.11805757184808
2008-10,121.37392592134925
2008-11,110.35753235670278
2008-12,105.7239414459292
2009-01,115.83396751482782
2009-02,107.69875844538754
2009-03,108.91119210099322
2009-04,126.67325388611917
2009-05,143.66713321579587
2009-06,136.19435538481488
2009-07,151.53664291778298
2009-08,155.3616732297741
2009-09,171.37964897143735
2009-10,170.90414836372184
2009-11,182.0465972467502
2009-12,201.6977388406486
2010-01,199.54205485974651
2010-02,216.75081574269555
2010-03,237.26521050721743
2010-04,251.52260658398336
2010-05,248.51134812142774
2010-06,237.27913797054225
2010-07,241.24188259598
2010-08,246.51942785778337
2010-09,254.62240870344317
2010-10,265.24529812976306
2010-11,295.1215635753592
2010-12,312.7044076405516
2011-01,302.400027795983
2011-02,320.0130589726722
2011-03,311.5453153009167
2011-04,307.0376347989047
2011-05,304.11028073427707
2011-06,286.1676126051342
2011-07,296.3713010319847
2011-08,278.2007502015456
2011-09,243.89256194215517
2011-10,268.0587141561466
2011-11,270.4955239183852
2011-12,274.7232246985769
2012-01,294.7684976702042
2012-02,298.7776450386638
2012-03,284.2651500902894
2012-04,283.71028249145587
2012-05,268.28485739866505
2012-06,260.5738705926376
2012-07,277.80326024268624
2012-08,282.69849508751145
2012-09,290.97760188750806
2012-10,283.70863341632696
2012-11,276.34091739902186
2012-12,277.0580061709541
2013-01,274.6089212042101
2013-02,271.2955140787363
2013-03,282.7415627716515
2013-04,269.16943457428545
2013-05,267.08923814115997
2013-06,249.87854057074748
2013-07,263.40674853699426
2013-08,262.29326497325275
2013-09,265.35074511745245
2013-10,270.1585213503918
2013-11,263.17346357761255
2013-12,266.511626578953
2014-01,263.14607019374426
2014-02,274.7859887241509
2014-03,277.8214244607746
2014-04,286.7034638385726
2014-05,291.59138547919343
2014-06,315.3022486411345
2014-07,308.55625851012877
2014-08,324.19998085101304
2014-09,302.276385164824
2014-10,284.35562124802414
2014-11,277.7903659754544
2014-12,278.7426636809109
2015-01,270.5287339386674
2015-02,287.4846742181681
2015-03,287.3208022696796
2015-04,302.3932753160892
2015-05,298.6900371945877
2015-06,283.8328899420137
2015-07,258.1606910918946
2015-08,241.55173567639383
2015-09,227.96848877122275
2015-10,242.7699677937132
2015-11,246.67335808898258
2015-12,222.88124823646388
2016-01,213.76567705685707
2016-02,230.55058521222074
2016-03,245.33269837570305
2016-04,274.0263598523209
2016-05,271.6830587585608
2016-06,283.7224464476351
2016-07,293.73612649509676
2016-08,285.7726137626885
2016-09,286.7900918133894
2016-10,281.4959035207285
2016-11,293.1756774301121
2016-12,300.42539889252026
2017-01,305.5630888674202
2017-02,307.6348577877614
2017-03,308.98775810263896
2017-04,293.03685082391314
2017-05,281.48379860113516
2017-06,288.61495653640566
2017-07,286.03124196119154
2017-08,286.6596113321237
2017-09,292.8827085556295
2017-10,292.8506845550351
2017-11,284.9180692358072
2017-12,298.0324033949579
2018-01,287.3912385657829
2018-02,271.38398105030717
2018-03,267.24145933043434
2018-04,281.1399203378478
2018-05,296.73607370260453
2018-06,298.4120659873919
2018-07,296.94365314213746
2018-08,300.09312232195526
2018-09,298.2619823375931
2018-10,279.48109159459824
2018-11,268.57727226511525
2018-12,250.11355331860798
2019-01,282.01129530929035
2019-02,292.5421610548754
2019-03,290.05253947835234
2019-04,289.7239296025304
2019-05,277.25440405556424
2019-06,292.58878332535306
2019-07,306.20274921447105
2019-08,307.2922180040099
2019-09,310.34947764645085
2019-10,302.150907387214
2019-11,314.6996768920226
2019-12,332.27133130878275
2020-01,327.00699174951956
2020-02,299.43121020030515
2020-03,211.9617547302307
2020-04,271.6429361819569
2020-05,282.7947046472901
2020-06,298.3846276985288
2020-07,308.9819049289428
2020-08,322.5853540756352
2020-09,310.6866294712851
2020-10,311.40764916975473
2020-11,345.9555929690301
2020-12,359.19124137403674
2021-01,365.57862704671646
2021-02,386.62644188324214
2021-03,407.78124224666186
2021-04,419.86855406365447
2021-05,433.81398256619605
2021-06,444.0277375922448
2021-07,442.11706378943086
2021-08,446.6624204404121
2021-09,449.2241798383677
2021-10,480.2381352628131
2021-11,465.8910783842817
2021-12,474.88999903512007
2022-01,472.56383145126114
2022-02,484.7094784825975
2022-03,514.9274096533887
2022-04,501.50874755104456
2022-05,492.68480975477587
2022-06,438.0246320449634
2022-07,488.44287173392735
2022-08,478.3123018977445
2022-09,438.8088583718721
2022-10,463.6031491074384
2022-11,476.6136615016644
2022-12,443.70978509850386
2023-01,476.6677366728698
2023-02,464.0140541364014
2023-03,460.3328527187727
2023-04,450.5999656356468
2023-05,448.33744650708996
2023-06,456.52628311092394
2023-07,475.84034099110517
