Date,ROMANIA SMALL CAP
2010-11,1000.0
2010-12,1003.5626288628379
2011-01,1139.2610016036435
2011-02,1185.531550329585
2011-03,1248.2264461860834
2011-04,1303.3647931290643
2011-05,1169.428536848072
2013-06,950.8375936761262
2013-07,981.6454084254319
2013-08,988.4463399876853
2013-09,990.1956407476459
2013-10,969.3245823285696
2013-11,1027.0772204511575
2013-12,1024.6142809638802
2014-01,983.4268688071428
2014-02,1034.473757877272
2014-03,1077.704460262238
2014-04,1136.3759766409019
2014-05,1206.4581222347338
2014-06,1286.5078873401278
2014-07,1288.6735023494673
2014-08,1339.8841467580278
2014-09,1450.3258140303085
2014-10,1434.9660063518377
2014-11,1507.4940323308135
2014-12,1525.390360162252
2015-01,1558.540535120615
2015-02,1603.196236683873
2015-03,1546.4879918508889
2015-04,1549.926338773351
2015-05,1566.9466260929157
2015-06,1538.3518306608448
2015-07,1652.6430561607867
2015-08,1576.3960489824776
2015-09,1560.159376991583
2015-10,1563.08304576985
2015-11,1621.9445866650924
2015-12,1607.0820524799146
2016-01,1505.6229137334947
2016-02,1526.3669632554117
2016-03,1561.6624926961897
2016-04,1539.8343692429648
2016-05,1566.1411076087904
2016-06,1648.1204955756841
2016-07,1764.4951053545335
2016-08,1834.8142842204238
2016-09,1827.4455960666849
2016-10,1773.036548049528
2016-11,1775.5150883640529
2016-12,1742.6620476977776
2017-01,1960.9110641026377
2017-02,2117.218348515712
2017-03,2166.6245221311365
2017-04,2147.9443287671083
2017-05,2415.0927236587036
2017-06,2146.4017910122834
2017-07,2291.319808376886
2017-08,2264.616178616883
2017-09,2312.2817978869357
2017-10,2315.693938307119
2017-11,2360.000319712945
2017-12,2326.569818990806
2018-01,2470.8379910451317
2018-02,2350.879629547117
2018-03,2305.5908255687445
2018-04,2237.906347607885
2018-05,2030.2007151774972
2018-06,2121.5139237982958
2018-07,2109.591029234563
2018-08,2198.0653127465407
2018-09,2146.6492535197926
2018-10,2119.8895931503926
2018-11,2145.849613115865
2018-12,1910.3212209792196
2019-01,1919.0864807646358
2019-02,1975.334147435093
2019-03,1927.5962902896313
2019-04,1954.6471809122609
2019-05,2042.8076793880875
2019-06,2187.156039984216
2019-07,2197.366723030789
2019-08,2150.75474747129
2019-09,2187.1704785688203
2019-10,2263.5247022200397
2019-11,2212.9806501497337
2019-12,2209.1407354463513
2020-01,2149.8147875020177
2020-02,1958.6291817200486
2020-03,1679.7528197155318
2020-04,1852.0710990669047
2020-05,2049.19585171617
2020-06,2086.2607038050437
2020-07,2043.0294688643548
2020-08,2147.1260416614077
2020-09,2014.8671862937701
2020-10,2092.6832597144453
2020-11,2101.5478228635207
2020-12,2140.531785293476
2021-01,2274.603324753922
2021-02,2201.4224239421374
2021-03,2200.788171357953
2021-04,2180.342395311844
2021-05,2181.7346815189626
2021-06,2247.0654848961267
2021-07,2212.563624886853
2021-08,2075.393478914041
2021-09,2064.617572616944
2021-10,2097.346972933429
2021-11,1762.3803119351571
2021-12,1812.813844566436
2022-01,1814.3263121898158
2022-02,1635.071967513386
2022-03,1645.3823962786687
2022-04,1592.6000520687596
2022-05,1582.9040569814358
2022-06,1526.5193263022932
2022-07,1526.8916419605996
2022-08,1504.744293989764
2022-09,1314.9754911919397
2022-10,1366.8125459184332
2022-11,1461.802148721133
2022-12,1503.5111735632593
2023-01,1576.293971795205
2023-02,1603.2814074765092
2023-03,1551.9984453049788
2023-04,1629.0000117432032
2023-05,1524.006507616588
2023-06,1526.3741305904884
2023-07,1603.0198751169542
