Date,ISRAEL SMALL CAP
1998-12,363.14354861715947
1999-01,376.2616278024606
1999-02,408.5081576146997
1999-03,459.96975485514406
1999-04,496.31181494663343
1999-05,532.2816519398245
1999-06,606.2185251174153
1999-07,597.7244594277411
1999-08,547.6673639826914
1999-09,558.4347776607927
1999-10,555.4021097643371
1999-11,683.8616521806109
1999-12,781.8853510668129
2000-01,885.5118346392856
2000-02,1141.466942097141
2000-03,949.7062235953157
2000-04,901.4098635372762
2000-05,905.1045630258816
2000-06,917.0146521607422
2000-07,882.6315626552857
2000-08,1016.9593727808134
2000-09,971.2941190735418
2000-10,807.7909824995496
2000-11,761.9012122021027
2000-12,722.276184653648
2001-01,675.1178677240962
2001-02,672.8026639392924
2001-03,601.4957081732701
2001-04,671.8901554806217
2001-05,701.1880264131869
2001-06,670.5610375103495
2001-07,649.7313974767043
2001-08,594.0742218389606
2001-09,492.9448865834199
2001-10,518.5493153175917
2001-11,570.7123834469546
2001-12,652.8205953542325
2002-01,613.3569811446453
2002-02,572.2887109217045
2002-03,537.391757413064
2002-04,460.93580403565403
2002-05,453.09780166535256
2002-06,398.92765980122556
2002-07,422.67949195052194
2002-08,424.74448516016486
2002-09,366.5290957486789
2002-10,358.26227754494033
2002-11,421.5399386082821
2002-12,366.9156402047588
2003-01,341.57200362640083
2003-02,349.8982353729869
2003-03,373.6596289200846
2003-04,430.3549592175291
2003-05,471.63407755646705
2003-06,510.463865041787
2003-07,495.3603408956572
2003-08,504.8479271002685
2003-09,503.1653039655299
2003-10,560.1140489183466
2003-11,602.5188058621482
2003-12,593.2815725670924
2004-01,631.6544684709501
2004-02,629.0245157564469
2004-03,637.2447265555954
2004-04,630.9916958939468
2004-05,616.6786645607885
2004-06,663.7235281346389
2004-07,628.7560780448947
2004-08,599.7602031815928
2004-09,617.3712164560621
2004-10,588.5961944082795
2004-11,624.3912774154436
2004-12,654.8480890970641
2005-01,681.9671926743126
2005-02,699.4550738990865
2005-03,692.3148401229708
2005-04,694.235915170345
2005-05,754.6562203381095
2005-06,716.2667025163844
2005-07,754.2862070832447
2005-08,749.9402893816516
2005-09,777.8418540508188
2005-10,773.7892329332337
2005-11,802.5222031072824
2005-12,830.2539410080471
2006-01,849.4198824646207
2006-02,834.979076513561
2006-03,834.1090191408778
2006-04,868.2755578355083
2006-05,839.8635607858047
2006-06,795.8886107795771
2006-07,783.8254281215416
2006-08,804.726870417435
2006-09,840.7954216451291
2006-10,908.6413551707564
2006-11,900.1789149342557
2006-12,887.1695807009185
2007-01,918.9948358202654
2007-02,921.3020488168914
2007-03,926.1794076096779
2007-04,976.0786807327434
2007-05,1000.0
2007-06,955.7426418580815
2007-07,929.3793858491348
2007-08,914.5951257537168
2007-09,941.4737297462315
2007-10,978.645486869161
2007-11,915.5282412412816
2007-12,907.0411961970357
2008-01,834.9549834453198
2008-02,796.3843552773975
2008-03,726.1019938908833
2008-04,754.0423849376238
2008-05,834.427434025483
2008-06,715.6701922158267
2008-07,686.6701776321565
2008-08,693.7687403671712
2008-09,650.6465526993428
2008-10,507.73296694725474
2008-11,454.42056536175755
2008-12,392.07388559752525
2009-01,462.90759687088575
2009-02,441.9053866152769
2009-03,458.621588331123
2009-04,544.8037397530846
2009-05,579.0714116313707
2009-06,627.6112262450624
2009-07,728.163545433827
2009-08,732.4711423347251
2009-09,733.3522472601353
2009-10,785.4730234548837
2009-11,777.8913090288365
2009-12,844.925527678195
2010-01,928.8579947392045
2010-02,949.5406268998908
2010-03,1037.992466642011
2010-04,1026.3604025080294
2010-05,941.6716977447613
2010-06,916.1336378988615
2010-07,914.287484502112
2010-08,940.3283133031224
2010-09,988.4376928683592
2010-10,1039.7555934839945
2010-11,1058.7900643589178
2010-12,1150.3846760447288
2011-01,1063.9717344510193
2011-02,1060.5460404056819
2011-03,1083.0978338797875
2011-04,1052.2536250011456
2011-05,1002.9988752169013
2011-06,949.5180717055102
2011-07,951.3883726595985
2011-08,779.7016214739057
2011-09,767.1589002260208
2011-10,824.7728573681794
2011-11,786.5672113026181
2011-12,780.8869928738802
2012-01,831.1966445172333
2012-02,783.1318589371722
2012-03,836.6922498278618
2012-04,884.330468200966
2012-05,845.4115449286141
2012-06,790.9666934946486
2012-07,844.1062719585263
2012-08,853.4067959865556
2012-09,943.1496484718323
2012-10,1022.6384081144054
2012-11,1099.796751897737
2012-12,1118.4752835873892
2013-01,1091.5635917517297
2013-02,1174.762738740334
2013-03,1242.0812992473702
2013-04,1249.6763849259446
2013-05,1281.6562251430744
2013-06,1254.2526828264104
2013-07,1339.8638855481759
2013-08,1305.7336338998145
2013-09,1370.4173907393574
2013-10,1375.5506608812861
2013-11,1406.5575211170335
2013-12,1432.9532023567751
2014-01,1399.3649592106556
2014-02,1441.9077278564985
2014-03,1458.4410626132767
2014-04,1425.266118269242
2014-05,1446.3218225626747
2014-06,1439.4290268791426
2014-07,1454.9563915579672
2014-08,1440.410413199035
2014-09,1491.8883295910211
2014-10,1389.2152383417683
2014-11,1355.7340492034775
2014-12,1359.7796199364602
2015-01,1434.7841049181156
2015-02,1536.235095646447
2015-03,1661.9348096022113
2015-04,1675.3589097030333
2015-05,1666.1835959458679
2015-06,1655.9550959728256
2015-07,1753.0266702877561
2015-08,1614.2949744995824
2015-09,1570.2854645412945
2015-10,1671.9065335039454
2015-11,1761.5577138338303
2015-12,1675.6260224734615
2016-01,1595.7155500175274
2016-02,1599.8370578450579
2016-03,1625.062884991706
2016-04,1670.675658773883
2016-05,1706.7843544850236
2016-06,1659.4164787005939
2016-07,1782.2570093477686
2016-08,1843.876494289718
2016-09,1819.7950956061613
2016-10,1829.7040044954035
2016-11,1974.5484866026356
2016-12,1993.5168045616545
2017-01,2072.952074456339
2017-02,2245.553582240473
2017-03,2302.749627616454
2017-04,2339.0072315212187
2017-05,2344.480428450344
2017-06,2280.5751813687
2017-07,2186.4429761477895
2017-08,2185.3483552416114
2017-09,2272.070913027557
2017-10,2377.1507048321414
2017-11,2394.4579145799003
2017-12,2360.3844020213774
2018-01,2372.5443974816303
2018-02,2360.222678472127
2018-03,2287.0707468162186
2018-04,2287.3324915896137
2018-05,2460.005937163921
2018-06,2386.025075540191
2018-07,2421.519052215943
2018-08,2713.3958761405265
2018-09,2745.277631282069
2018-10,2597.048267537967
2018-11,2662.123057076316
2018-12,2476.0600020059787
2019-01,2689.7486358146502
2019-02,2858.026445083801
2019-03,2872.9566471439234
2019-04,3078.6540980196887
2019-05,3082.4962335478585
2019-06,3137.3291381595186
2019-07,3347.16472314442
2019-08,3350.831888378163
2019-09,3568.4749280913525
2019-10,3508.537879571071
2019-11,3744.464715150144
2019-12,3719.105124632953
2020-01,3771.5086607698568
2020-02,3583.731148455451
2020-03,2817.5111155639897
2020-04,3200.939010117177
2020-05,3131.3552433832306
2020-06,2904.490563968148
2020-07,2956.380301314613
2020-08,3170.535079906272
2020-09,3060.4841125567245
2020-10,3177.5072216116246
2020-11,3560.617869954765
2020-12,3713.6861518342434
2021-01,3750.2239116429178
2021-02,3800.636799431155
2021-03,3986.5568775326797
2021-04,4156.052132283062
2021-05,4228.536402000953
2021-06,4459.509466430762
2021-07,4443.148301084875
2021-08,4584.237655440299
2021-09,4736.2003500347
2021-10,5059.818184963626
2021-11,5260.362892996833
2021-12,5487.0998603211965
2022-01,5451.7237971836885
2022-02,5408.300735114304
2022-03,5560.427480593889
2022-04,5565.3485908232915
2022-05,5022.963431027935
2022-06,4670.244372897549
2022-07,5236.740189587785
2022-08,5671.775160903628
2022-09,4890.592298578541
2022-10,4954.803672915349
2022-11,4775.425246728602
2022-12,4228.2224455960795
2023-01,4323.513524447948
2023-02,3912.073832535207
2023-03,3804.3648932831093
2023-04,3699.2591744571087
2023-05,3852.9667699173033
2023-06,3904.0350930108602
2023-07,4166.825925965013
