Date,KOREA SMALL CAP
1998-12,299.52044244401293
1999-01,326.73119174951614
1999-02,298.21533135103755
1999-03,361.1115453152764
1999-04,506.6421632182973
1999-05,478.9732324982376
1999-06,523.3685571535719
1999-07,517.2782233256391
1999-08,501.2452384987844
1999-09,423.40273105084157
1999-10,436.5900651448046
1999-11,493.73215006879633
1999-12,448.32356268630394
2000-01,441.5049867827806
2000-02,424.36666149901544
2000-03,423.61180802098175
2000-04,366.9781874237664
2000-05,321.9503640684358
2000-06,340.5529341745669
2000-07,332.2734300239378
2000-08,353.282677492933
2000-09,320.3356005469113
2000-10,283.29652602881526
2000-11,249.37104105305502
2000-12,204.27607286967978
2001-01,276.2982901505786
2001-02,278.70465774303074
2001-03,244.5358176646934
2001-04,270.160427610023
2001-05,336.7830887092225
2001-06,331.5610506301118
2001-07,275.7522559011244
2001-08,266.9027939527366
2001-09,238.09260898334364
2001-10,269.06482929596206
2001-11,326.1696196555694
2001-12,333.8739778454748
2002-01,397.52283805855745
2002-02,427.01448736138934
2002-03,485.2429049156669
2002-04,409.5592203073317
2002-05,386.50933786096556
2002-06,334.82758647542437
2002-07,344.8431305916829
2002-08,351.90059323184323
2002-09,284.3808609924055
2002-10,292.3714464871422
2002-11,327.0185470995214
2002-12,275.51956624518544
2003-01,263.0610199748072
2003-02,259.61608816066877
2003-03,231.47429389634522
2003-04,265.9314956665734
2003-05,285.78968342982984
2003-06,307.3729335770064
2003-07,324.14709829162206
2003-08,360.50502507855794
2003-09,312.1486883359979
2003-10,331.672062294291
2003-11,334.4407638077074
2003-12,336.22656428025675
2004-01,341.5971756201815
2004-02,347.14938893886455
2004-03,358.0063393797774
2004-04,358.2444910782212
2004-05,319.4389435743864
2004-06,322.531894843717
2004-07,297.8284689291073
2004-08,331.84497164281765
2004-09,343.3877755978913
2004-10,350.9145038510543
2004-11,381.7933255660678
2004-12,384.3792772211843
2005-01,419.8622260657111
2005-02,470.665309333487
2005-03,453.7352799505835
2005-04,435.5682428218144
2005-05,478.79450995934286
2005-06,523.8395468262001
2005-07,558.8828004495202
2005-08,543.762187533987
2005-09,636.2790607073266
2005-10,623.8018665728699
2005-11,745.9088924686768
2005-12,766.1617787923669
2006-01,771.191583838607
2006-02,780.4951132813273
2006-03,766.9291162804329
2006-04,794.3090708817734
2006-05,718.0852971655485
2006-06,677.6973471412563
2006-07,666.2403232137385
2006-08,693.2364170477543
2006-09,737.7130383330405
2006-10,741.3865376435369
2006-11,779.8749854352973
2006-12,777.2686459202463
2007-01,715.281606875099
2007-02,735.8867260840764
2007-03,777.563324148042
2007-04,839.8292227823953
2007-05,1000.0
2007-06,1045.948691760359
2007-07,1177.2676072585057
2007-08,1128.6274441069565
2007-09,1134.883978787471
2007-10,1232.5256791065028
2007-11,1051.756759376971
2007-12,1033.4309709775716
2008-01,857.6329791482641
2008-02,901.1624018288505
2008-03,785.4851710106428
2008-04,830.4195279630302
2008-05,821.419951204131
2008-06,757.9033341825373
2008-07,723.3940911476825
