Date,DENMARK SMALL CAP
2000-12,100.0
2001-01,119.98255500298903
2001-02,113.95710185944762
2001-03,107.31015755503918
2001-04,115.17369558623822
2001-05,122.2873626382798
2001-06,109.24631941118857
2001-07,105.62948918111836
2001-08,98.61756083376467
2001-09,88.58219975971832
2001-10,91.04173926691446
2001-11,92.36451994042474
2001-12,94.11159418671313
2002-01,102.0404195944326
2002-02,101.40900026202216
2002-03,109.52073860194152
2002-04,111.47344583111482
2002-05,112.79005070357552
2002-06,102.55635782146176
2002-07,93.3501250216195
2002-08,89.65827465443786
2002-09,80.8173947576216
2002-10,82.26892518560793
2002-11,86.12949833952774
2002-12,84.04891289273614
2003-01,77.05255914692056
2003-02,75.15860652424317
2003-03,78.02263048321393
2003-04,86.2188415953338
2003-05,89.69682256885106
2003-06,93.13941877913147
2003-07,94.65432901546181
2003-08,109.4852610953026
2003-09,110.6273987881574
2003-10,120.21268839567021
2003-11,118.44218758565184
2003-12,120.91427241528248
2004-01,131.82972864599648
2004-02,134.8872122521933
2004-03,134.6862098188889
2004-04,138.0176388108329
2004-05,138.74098747411173
2004-06,146.08064852113188
2004-07,145.8326588684328
2004-08,147.8501382766496
2004-09,155.36460117906972
2004-10,158.2569313902634
2004-11,169.63471676796738
2004-12,175.2875857137573
2005-01,184.1974415568326
2005-02,192.09638907595
2005-03,197.1456552897664
2005-04,200.0595310418124
2005-05,214.66891299631047
2005-06,235.64205493188652
2005-07,248.51064144565603
2005-08,252.30498070046596
2005-09,263.87395182839225
2005-10,255.1484732088933
2005-11,268.9871355078361
2005-12,298.451321545682
2006-01,317.7255047435556
2006-02,341.099031738105
2006-03,355.9012861415903
2006-04,383.76094730056866
2006-05,362.99709588529197
2006-06,342.0039308080226
2006-07,339.6397919072692
2006-08,349.0523231036767
2006-09,369.51045085118295
2006-10,382.96359566641013
2006-11,414.4654695679457
2006-12,438.3160898304234
2007-01,441.5164331406752
2007-02,415.03109524102484
2007-03,418.7999549622157
2007-04,446.5694785401847
2007-05,466.0920908340849
2007-06,452.77775333907334
2007-07,443.09207215860306
2007-08,424.2128031575688
2007-09,411.65253898045603
2007-10,425.5487002212885
2007-11,355.2422009785712
2007-12,342.02045978182184
2008-01,282.82913025894084
2008-02,294.9408888075138
2008-03,285.9591366691301
2008-04,294.34830345075426
2008-05,298.06499466400555
2008-06,259.3083556175012
2008-07,253.0677117124527
2008-08,254.86384442789182
2008-09,194.90880574273524
2008-10,151.7342060361142
2008-11,134.6766010925066
2008-12,121.7256159961656
2009-01,135.47866731445237
2009-02,118.9511333739776
2009-03,112.37348504655301
2009-04,138.48442260807354
2009-05,152.93635920481162
2009-06,149.0026861855253
2009-07,168.8477531786507
2009-08,181.72178174450045
2009-09,187.21762484890257
2009-10,181.9900903257521
2009-11,179.06102913724777
2009-12,196.4250348687385
2010-01,203.491346523842
2010-02,200.04476341924894
2010-03,215.1330498507485
2010-04,229.2610647904953
2010-05,204.40732142893805
2010-06,200.2676951478006
2010-07,210.34709942265113
2010-08,195.78608819451878
2010-09,216.05184942201637
2010-10,220.45464549704195
2010-11,224.31596251274408
2010-12,246.0977310849112
2011-01,252.1867657466609
2011-02,248.53689262745658
2011-03,243.18726181340836
2011-04,249.20420135950914
2011-05,249.22832761425582
2011-06,237.4317876037068
2011-07,231.10170122976393
2011-08,192.23675305635913
2011-09,184.3327612437253
2011-10,196.6212155289612
2011-11,197.21682840334955
2011-12,192.26904264349227
2012-01,219.31654905835418
2012-02,234.47899131186844
2012-03,228.90007257372784
2012-04,233.16688207447007
2012-05,222.913603287243
2012-06,219.00466195810023
2012-07,229.01902174312903
2012-08,241.50512497932962
2012-09,249.74823996687914
2012-10,249.75099557708376
2012-11,245.68210186460198
2012-12,249.24385076243763
2013-01,264.49829454264113
2013-02,289.53022769522477
2013-03,299.35159866202525
2013-04,304.7532707506826
2013-05,328.71686888797757
2013-06,313.69857561393377
2013-07,342.6485425176964
2013-08,345.55587506803073
2013-09,373.09886827718185
2013-10,392.9854383876675
2013-11,402.7953328167705
2013-12,410.65239163211885
2014-01,423.36131559743984
2014-02,452.55888548195577
2014-03,452.7198295409014
2014-04,464.3643152751542
2014-05,509.07073963075766
2014-06,509.4125132783269
2014-07,497.58206189437936
2014-08,499.1342181605344
2014-09,495.8009062171585
2014-10,508.20188732387635
2014-11,509.0073235288979
2014-12,533.5492363401207
2015-01,561.4127548404374
2015-02,597.596005621075
2015-03,630.1663430994491
2015-04,635.5217958351046
2015-05,664.7464774757289
2015-06,652.4445983494938
2015-07,684.669278420425
2015-08,653.8460900088146
2015-09,659.9415417798419
2015-10,668.8791941245365
2015-11,739.483375916344
2015-12,734.8490663758548
2016-01,697.9718091314855
2016-02,688.4766197626877
2016-03,703.6679932299187
2016-04,685.9281596246551
2016-05,730.6443544853187
2016-06,675.3862017530754
2016-07,708.6498415092179
2016-08,759.5435291716348
2016-09,762.7294900828656
2016-10,758.9358664171565
2016-11,735.758026836754
2016-12,779.3520083100011
2017-01,808.1958299532447
2017-02,831.4229434446979
2017-03,866.3337430672169
2017-04,912.074060690475
2017-05,923.8804000344352
2017-06,925.8522631020503
2017-07,946.9670815374898
2017-08,963.7855348164436
2017-09,977.6785844514471
2017-10,995.3496339120525
2017-11,942.9912746312234
