Date,PHILIPPINES SMALL CAP
1998-12,651.8410209494128
1999-01,681.5206305701565
1999-02,705.7090541187248
1999-03,723.3084407733259
1999-04,943.6110384758941
1999-05,1008.6214197072204
1999-06,1179.874496936214
1999-07,1109.7218805151456
1999-08,1065.3859689475546
1999-09,993.3580472889516
1999-10,1038.7489766782369
1999-11,1020.796255275811
1999-12,1059.674301752535
2000-01,1005.7859322944606
2000-02,929.3469123636994
2000-03,912.7567035715709
2000-04,893.1178819129465
2000-05,780.0545728754843
2000-06,742.8260118904852
2000-07,693.8619018971208
2000-08,721.2446773241114
2000-09,631.066130686104
2000-10,523.8927536212153
2000-11,567.6809693567577
2000-12,532.5016405850606
2001-01,617.8955309438677
2001-02,614.7844795207046
2001-03,567.3659538900126
2001-04,523.3015860032732
2001-05,595.2614652600228
2001-06,580.7203842881058
2001-07,554.3176869097819
2001-08,533.3583943083945
2001-09,468.0806523227677
2001-10,431.86788459681156
2001-11,473.62728697047754
2001-12,503.6563643559649
2002-01,575.6738398062291
2002-02,578.4456805400414
2002-03,583.3217595228884
2002-04,555.883755376987
2002-05,536.7486521236754
2002-06,440.5770441973112
2002-07,406.8441987627013
2002-08,419.9334175360248
2002-09,423.5457787456208
2002-10,337.4540168009664
2002-11,286.9987566191433
2002-12,281.0377153751646
2003-01,275.9941687169662
2003-02,249.74105608015395
2003-03,254.18921358518574
2003-04,255.5646163253268
2003-05,232.2453257830175
2003-06,290.11246593964415
2003-07,310.21931872755385
2003-08,317.90224922483924
2003-09,317.3079340867456
2003-10,336.23324158679634
2003-11,311.778676485381
2003-12,308.7562673287306
2004-01,348.85017909196335
2004-02,330.753073410685
2004-03,298.7798885968434
2004-04,346.1563301460965
2004-05,334.80099213910097
2004-06,352.63190292494016
2004-07,337.61762534560575
2004-08,329.0093685880004
2004-09,351.6163355681275
2004-10,363.4401148306295
2004-11,352.3953649360221
2004-12,334.28940368310225
2005-01,399.76412694783096
2005-02,424.5840616832752
2005-03,389.4897313384216
2005-04,370.31693208416436
2005-05,394.26668726828694
2005-06,376.66180812513045
2005-07,388.47547842059316
2005-08,389.3092514996477
2005-09,397.7275558287014
2005-10,412.9745906185995
2005-11,465.8905577618639
2005-12,478.7167974922258
2006-01,505.8817508749736
2006-02,499.6086419919312
2006-03,523.6555248486432
2006-04,504.92682019524455
2006-05,514.0619839572549
2006-06,480.61411391345865
2006-07,535.4146662473387
2006-08,542.531204722863
2006-09,595.0135705490953
2006-10,669.7933056895095
2006-11,649.8630531754869
2006-12,725.3854996308305
2007-01,795.1199065547862
2007-02,840.4034105879126
2007-03,867.6725609725473
2007-04,858.6629463650596
2007-05,1000.0
2007-06,1075.6692876971604
2007-07,1030.3302324922934
2007-08,938.7821255785866
2007-09,935.4491041954134
2007-10,1031.9548297464103
2007-11,889.44781724766
2007-12,957.8069036372611
2008-01,801.9596523184031
2008-02,805.1566019758544
2008-03,703.6875111465421
2008-04,682.6927745768193
2008-05,656.8513284311066
2008-06,539.1473358320299
2008-07,549.835134328155
2008-08,560.123125770664
2008-09,496.2506352904075
2008-10,389.5912360514076
2008-11,375.4049714178175
2008-12,335.5171986162664
2009-01,365.7886189511105
2009-02,360.23510925875524
2009-03,384.1742124368466
2009-04,438.4065656436978
2009-05,522.33926407379
2009-06,502.08946038700793
2009-07,637.1148212414106
2009-08,701.9773204634432
2009-09,686.710418875945
2009-10,694.6983703077427
2009-11,710.2202190850066
2009-12,755.524691812417
2010-01,741.4054113504194
2010-02,790.0835004209168
2010-03,912.3588770884053
2010-04,1000.4400451802335
2010-05,1021.1641351668853
2010-06,1080.6713403798112
2010-07,1058.5983822627554
2010-08,1206.2358199299701
2010-09,1397.5597694654807
2010-10,1528.9725360925677
2010-11,1469.735496926229
2010-12,1515.8466998155561
2011-01,1341.6947072298838
2011-02,1222.7511879259098
2011-03,1318.2776291730793
2011-04,1420.0389796623974
2011-05,1413.7746004623589
2011-06,1356.7128556008686
2011-07,1507.2133763841816
2011-08,1393.3341709315905
2011-09,1316.0970159710992
2011-10,1374.3643385033968
2011-11,1362.146388969258
2011-12,1436.1896478649066
2012-01,1537.8613579965024
2012-02,1582.5328063190348
2012-03,1677.5711553621366
2012-04,1785.670173519285
2012-05,1816.8034216210535
2012-06,1907.7346217428924
2012-07,2019.7031081021894
2012-08,1884.7557928025585
2012-09,1914.494795966566
2012-10,1990.2575647087642
2012-11,2077.6953424967774
2012-12,2083.6449536649307
2013-01,2270.658949394955
2013-02,2549.105663315106
2013-03,2597.8220968032865
2013-04,2590.2866690795668
2013-05,2353.7162724916884
2013-06,1902.1138054847713
2013-07,1899.692260851936
2013-08,1696.8037448635994
2013-09,1658.341116778977
2013-10,1675.974993250511
2013-11,1504.5040326019832
2013-12,1451.2286596992792
2014-01,1500.001827346122
2014-02,1565.5481822308
2014-03,1571.6151283405438
2014-04,1682.3979055469067
2014-05,1736.5524579089508
2014-06,1765.191603621162
2014-07,1833.7278025203161
2014-08,1881.7659373145825
2014-09,2026.935421188512
2014-10,2018.0655018071216
2014-11,2048.79323667512
2014-12,2119.2102621073823
2015-01,2369.97915016703
2015-02,2437.907723574351
2015-03,2481.903723995764
2015-04,2302.231867765615
2015-05,2204.0335289733566
2015-06,2095.609130316854
2015-07,2113.788905464793
2015-08,1843.6292882615678
2015-09,1722.6354033333964
2015-10,1861.557632003275
2015-11,1838.7000815433191
2015-12,1772.9875974918252
2016-01,1560.3497934464015
2016-02,1660.265830580471
2016-03,1854.947810765525
2016-04,1797.4735290234803
2016-05,1994.6093587463492
2016-06,2164.9725170447873
2016-07,2152.5240975937704
2016-08,2250.6324522584646
2016-09,2094.4246511891324
2016-10,2126.477254996115
2016-11,2075.4816521087705
2016-12,2026.6006249143802
2017-01,2142.8330306731914
2017-02,2127.5345885777087
2017-03,2125.338434325541
2017-04,2161.9534844417794
2017-05,2091.3565905813366
2017-06,1981.0518888371457
2017-07,1894.9761766935128
2017-08,1862.7995085176417
2017-09,1871.9558837914465
2017-10,1801.3112231920388
2017-11,1765.4086192745963
2017-12,1781.4161557398436
2018-01,1716.8212155631945
2018-02,1690.2652971400098
2018-03,1685.8485288947375
2018-04,1643.9967982604128
2018-05,1607.2447633774864
2018-06,1466.7924700185406
