Date,TRINIDAD AND TOBAGO SMALL CAP
2014-05,1000.0
2014-06,999.6606079062104
2014-07,1014.5274401496383
2014-08,1077.1238212921448
2014-09,1121.454701542509
2014-10,1110.3388352670363
2014-11,1140.9415720003674
2014-12,1235.767706878045
2015-01,1578.6131747244292
2015-02,1573.3767679009914
2015-03,1444.2053250621734
2015-04,1347.6280728983218
2015-05,1377.3962820521142
2023-03,989.4242552919451
2023-04,961.4342857162632
2023-05,823.0536782359711
