Date,EGYPT SMALL CAP
2019-07,727.2631351024813
2019-08,834.4160440411832
2019-09,784.045162227177
2019-10,789.3163374200615
2019-11,745.7135926448847
2019-12,706.8879522739803
2020-01,714.1143770878547
2020-02,664.1491308049972
2020-03,473.2777906515948
2020-04,549.7426415570782
2020-05,510.9087790642141
2020-06,561.2160068773339
2020-07,547.3703323029654
2020-08,566.8371919591116
2020-09,554.8841518770748
2020-10,557.6882565336882
2020-11,582.9295748891122
2020-12,554.1444154854615
2021-01,591.0114810803431
2021-02,578.6911850532776
2021-03,558.485745938122
2021-04,534.2879875521994
2021-05,515.9846974382474
2021-06,565.691267897445
2021-07,585.1843182426862
2021-08,607.5569322984335
2021-09,604.8608227997289
2021-10,622.5145564683012
2021-11,668.2340994272499
2021-12,716.3080009328386
2022-01,703.6623416159557
2022-02,696.9481174809919
2022-03,612.5060570244692
2022-04,657.7372860061175
2022-05,580.9848867784873
2022-06,518.7546166940358
2022-07,524.9620300735962
2022-08,563.8527310798385
2022-09,569.151530976196
2022-10,499.4434958871859
2022-11,529.2411991354023
2022-12,565.5742546758067
2023-01,486.96063354169286
2023-02,477.7420029526251
2023-03,456.773768045247
2023-04,502.91843790786163
2023-05,512.9386513666522
2023-06,514.8241389602258
2023-07,515.3886461153373
