Date,EGYPT SMALL CAP
1998-12,346.29301458231447
1999-01,426.7645594374572
1999-02,424.46371857942466
1999-03,420.869612226733
1999-04,414.0370429698332
1999-05,397.993918737854
1999-06,369.64950862878544
1999-07,355.2482639359382
1999-08,337.9213461231501
1999-09,334.9742770601856
1999-10,344.8501737297055
1999-11,361.41344639303895
1999-12,376.03245527784316
2000-01,417.9751945952332
2000-02,410.4793739522473
2000-03,398.7188974621357
2000-04,408.4312796687533
2000-05,379.67845837665806
2000-06,348.5815913127778
2000-07,323.7913607082983
2000-08,321.5529689272823
2000-09,305.7093176255996
2000-10,297.72179182362925
2000-11,292.29372947535165
2000-12,265.0318672045904
2001-01,260.50132831791575
2001-02,249.4823669705661
2001-03,248.69601330237165
2001-04,240.83370513971977
2001-05,255.73105544449453
2001-06,254.88221558321186
2001-07,238.72114296058314
2001-08,223.0853605585413
2001-09,221.52281473749218
2001-10,215.5997806731232
2001-11,204.67948319353084
2001-12,191.09948667472113
2002-01,189.53263959584135
2002-02,198.14335750197642
2002-03,200.99352940857418
2002-04,187.2150334431636
2002-05,184.04542189841317
2002-06,167.83429330087796
2002-07,167.76832618698595
2002-08,162.86214904170333
2002-09,161.79850212687245
2002-10,151.36524629681907
2002-11,143.42732550504522
2002-12,145.17632059456483
2003-01,139.43882828212753
2003-02,126.64979072177832
2003-03,124.825056300545
2003-04,127.21406573273495
2003-05,143.88909644888554
2003-06,150.99596410211842
2003-07,147.27869909884612
2003-08,168.58349552592964
2003-09,190.95673334607832
2003-10,205.13683377262956
2003-11,200.33055507031307
2003-12,186.98830020684656
2004-01,206.66819851151826
2004-02,203.97506045761858
2004-03,224.46684164058203
2004-04,240.69195629124056
2004-05,229.61439162791999
2004-06,227.12889127887226
2004-07,248.13284847402528
2004-08,249.22587960105747
2004-09,276.11747681888545
2004-10,288.738130741436
2004-11,308.0613610238734
2004-12,315.16827300881204
2005-01,405.6444099830626
2005-02,429.2922989603841
2005-03,426.07014044790714
2005-04,441.1126964088875
2005-05,437.55493820872
2005-06,503.9164099640323
2005-07,522.745149043613
2005-08,529.3814593235138
2005-09,670.801312538544
2005-10,719.4640866655322
2005-11,759.449420631829
2005-12,943.1918326565748
2006-01,1259.292069805113
2006-02,1119.2381751047599
2006-03,986.0554566938092
2006-04,938.007985417415
2006-05,718.3307757517473
2006-06,651.3036553278002
2006-07,791.3928879191614
2006-08,866.9268611467944
2006-09,887.5160328279585
2006-10,909.9583689979768
2006-11,853.597189179021
2006-12,915.8065314149045
2007-01,848.8088293336409
2007-02,904.5909316024896
2007-03,944.007682052626
2007-04,924.4527276709094
2007-05,1000.0
2007-06,1046.239015140754
2007-07,1059.5971485898924
2007-08,1173.874787923795
2007-09,1156.4555357443865
2007-10,1242.1579176450136
2007-11,1242.9638468336593
2007-12,1232.5594252585297
2008-01,1262.6872596433786
2008-02,1381.9774561519887
2008-03,1409.264505879301
2008-04,1639.8062141070868
2008-05,1500.9882043418509
2008-06,1272.5632698444826
2008-07,1114.9337489352524
2008-08,1068.5981911460544
2008-09,987.0359116091632
2008-10,711.8352904731776
2008-11,715.4629527000046
2008-12,678.4607825186991
2009-01,678.5227439413418
2009-02,596.2261477236358
2009-03,696.59029003287
2009-04,835.4487586126376
2009-05,794.7154490326699
2009-06,883.3421334443129
2009-07,930.165919638219
2009-08,987.3998719571874
2009-09,1021.8462850744727
2009-10,958.6966567818879
2009-11,817.3145938060898
2009-12,841.9874628134859
2010-01,981.1036600527077
2010-02,996.5475285916369
2010-03,1030.0025045344394
2010-04,1090.537688081033
2010-05,995.2966660847701
2010-06,966.3591227554458
2010-07,943.3955006083413
2010-08,968.4959989792876
2010-09,975.3097688142801
2010-10,986.4247083391683
2010-11,1054.13649954995
2010-12,1031.3913297219244
2011-01,829.7344058668986
2011-02,819.5002964203446
2011-03,778.2410646138728
2011-04,726.0975961757274
2011-05,822.8116616069594
2011-06,808.6742236303872
2011-07,785.2883398655914
2011-08,710.960494545991
2011-09,611.4376217054121
2011-10,615.3366911902597
2011-11,566.1803596927844
2011-12,508.2685523951
2012-01,622.3636758734743
2012-02,751.2642173992805
2012-03,635.4632144002542
2012-04,642.1565191587072
2012-05,648.0598329849797
2012-06,675.2275422787565
2012-07,715.6892911184214
2012-08,797.7818224915559
2012-09,918.1251355241512
2012-10,879.983653889801
2012-11,708.7055210228657
2012-12,794.6889809635072
2013-01,735.5587418360823
2013-02,743.2099382887583
2013-03,717.4375733122971
2013-04,717.9179834451093
2013-05,764.7064509047366
2013-06,632.2011794823388
2013-07,733.1790571715424
2013-08,740.5354435820421
2013-09,788.942765074331
2013-10,866.691047464834
2013-11,868.9982435031188
2013-12,918.3797159002535
2014-01,1066.6208281134088
2014-02,1177.444034674141
2014-03,1140.3267231617208
2014-04,1169.8928873740708
2014-05,1205.2715175706155
2014-06,1208.0053697400856
2014-07,1296.6830058251435
2014-08,1364.0223529282432
2014-09,1416.7498698718593
2014-10,1319.7270112742392
2014-11,1352.057428871499
2014-12,1293.2465361163538
2015-01,1398.7664543310325
2015-02,1300.191936804697
2015-03,1290.7556226700826
2015-04,1152.9291954387409
2015-05,1230.0661757710066
2015-06,1081.6967736206586
2015-07,1025.6653737028125
2015-08,896.8297776564704
2015-09,874.0527787296438
2015-10,923.2178476290578
2015-11,851.5100552042799
2015-12,924.2073313416824
2016-01,810.4827042556822
2016-02,787.3873740976325
2016-03,849.3671442576662
2016-04,818.2326662841355
2016-05,820.5184573674723
2016-06,748.8260852307506
2016-07,851.8084918030208
2016-08,825.8859413090888
2016-09,775.1786092296184
2016-10,838.0165831663752
2016-11,597.1577649925646
2016-12,654.942858301546
2017-01,604.3765455994919
2017-02,712.2695483420588
2017-03,704.0293210143932
2017-04,657.2853361679427
2017-05,659.424277124979
2017-06,664.8168464268406
2017-07,622.5952133776957
2017-08,622.0732605925247
2017-09,691.4881900971337
2017-10,759.9275978548734
2017-11,748.9177644096288
2017-12,766.9512442303004
2018-01,756.0680774855987
2018-02,782.0004001464248
2018-03,870.9746641237275
2018-04,953.9064447142787
2018-05,888.1655573975643
2018-06,860.7676507117053
2018-07,810.6583952315613
2018-08,820.2237096575369
2018-09,718.9961221829318
2018-10,643.3893072303985
2018-11,676.6953737499928
2018-12,662.727074533313
2019-01,735.2357082990679
2019-02,787.5367782371944
2019-03,792.7848505372712
2019-04,780.9876725592038
2019-05,738.8425887358164
2019-06,753.2548557705029
