Date,NORWAY SMALL CAP
2000-12,100.0
2001-01,105.92656838294965
2001-02,100.93384402851815
2001-03,97.8286093691055
2001-04,98.59473913407254
2001-05,99.84087476462513
2001-06,93.38458132237031
2001-07,91.06802534175411
2001-08,85.8356233925327
2001-09,76.7623298404474
2001-10,75.55064110901209
2001-11,81.85703800046996
2001-12,85.1074382801401
2002-01,88.0185900100731
2002-02,86.76017767449571
2002-03,92.55115096125928
2002-04,91.47739525338622
2002-05,86.79711335360916
2002-06,77.16804943276918
2002-07,67.5856869827905
2002-08,61.13365988002176
2002-09,53.237125849011754
2002-10,55.228904999918925
2002-11,57.435197901723974
2002-12,42.95287349835438
2003-01,40.5332853064567
2003-02,35.83040660386933
2003-03,33.92976527110691
2003-04,40.50996081615016
2003-05,42.190927348010945
2003-06,43.149949562871925
2003-07,48.37693745771473
2003-08,53.260870059971225
2003-09,48.95069120068489
2003-10,55.0878710470981
2003-11,55.38425860479716
2003-12,56.988273121848565
2004-01,63.125103308550415
2004-02,67.14906533973293
2004-03,63.03398912883525
2004-04,61.367105281359606
2004-05,64.46219101983738
2004-06,69.77888123517077
2004-07,67.81631045915128
2004-08,69.25475284556187
2004-09,75.51292271995193
2004-10,75.50047248934686
2004-11,88.81766147829664
2004-12,91.86209976476948
2005-01,96.2232880460435
2005-02,98.9726521362288
2005-03,96.39789647633991
2005-04,91.1245414090936
2005-05,103.4991423520494
2005-06,111.48348149809881
2005-07,121.84197482352882
2005-08,136.44838627404462
2005-09,143.3861512601466
2005-10,127.47410393133885
2005-11,129.72299283766702
2005-12,146.1775790300657
2006-01,150.37364715433068
2006-02,161.1000166554554
2006-03,181.04091116794694
2006-04,197.20408631019336
2006-05,187.16451660129042
2006-06,179.77334094661464
2006-07,175.53719350252516
2006-08,176.69930979782683
2006-09,165.19216168973668
2006-10,176.4886472566532
2006-11,184.3637021525086
2006-12,189.30516184431565
2007-01,198.43903595883717
2007-02,198.42113663463766
2007-03,209.07722249606184
2007-04,214.2330842585054
2007-05,215.67859070810204
2007-06,221.42527087491845
2007-07,203.63907297728977
2007-08,197.75675417992872
2007-09,199.99680724618784
2007-10,208.4923822237459
2007-11,190.03375366439937
2007-12,195.52891133796933
2008-01,158.9686458323103
2008-02,169.36373255756772
2008-03,163.21276604552864
2008-04,178.17069095422357
2008-05,186.8063491017651
2008-06,171.7553312133631
2008-07,164.31434872544324
2008-08,168.8218688633112
2008-09,114.87377850929089
2008-10,88.96506401902565
2008-11,81.46197118310319
2008-12,72.03101264659047
2009-01,80.37049603862799
2009-02,77.9458431056925
2009-03,82.5413098291808
2009-04,97.34001387530324
2009-05,109.94039382290369
2009-06,112.46851880702965
2009-07,120.30996085535119
2009-08,123.09523922283272
2009-09,134.3019686203116
2009-10,140.36111998908353
2009-11,144.56013261152475
2009-12,158.0397120778294
2010-01,167.4026159580503
2010-02,167.9255355563428
2010-03,183.08263889874206
2010-04,190.43189833331536
2010-05,162.84795101408486
2010-06,149.6486872261124
2010-07,159.56757946870192
2010-08,156.5734194095219
2010-09,171.26460783117912
2010-10,183.14567814752485
2010-11,184.87286293389798
2010-12,216.9477617183308
2011-01,215.1720386627177
2011-02,223.18073045510098
2011-03,219.30585546385515
2011-04,217.99443763700708
2011-05,210.5570126213909
2011-06,195.8666413908655
2011-07,191.72384735567564
2011-08,170.71003348650237
2011-09,144.86841974451144
2011-10,164.20872425522205
2011-11,159.1290422617787
2011-12,161.38485315951164
2012-01,179.17562087651453
2012-02,194.84782242415739
2012-03,190.50447129151902
2012-04,191.507803458125
2012-05,172.26239174474605
2012-06,183.80670962019843
2012-07,193.64639817278672
2012-08,200.21590577880804
2012-09,208.3833229015653
2012-10,205.44143236014165
2012-11,204.40300489278494
2012-12,210.16133162698225
2013-01,214.97511547853668
2013-02,223.33885752871217
2013-03,220.5637831102218
2013-04,214.44471289338153
2013-05,224.58275418432663
2013-06,207.83108103855957
2013-07,224.48431943245012
2013-08,214.6160645208667
2013-09,213.89322729395565
2013-10,225.79252528791812
2013-11,227.78506682291462
2013-12,229.36234776429998
2014-01,217.67415869266813
2014-02,236.01485467254702
2014-03,234.8491575901081
2014-04,232.04522652836627
2014-05,238.8366509096073
2014-06,235.86923131563168
2014-07,228.44405975451662
2014-08,233.19934901813696
2014-09,231.67893774979765
2014-10,213.88720660869586
2014-11,208.37659335165205
2014-12,204.93152434362514
2015-01,211.62535698615392
2015-02,213.69238877742464
2015-03,208.29908771446475
2015-04,226.07483755844638
2015-05,224.43291323898958
2015-06,215.06227066926678
2015-07,212.3549537392148
2015-08,194.4272702649124
2015-09,192.8061194905914
2015-10,200.27441753784362
2015-11,215.10535457430487
2015-12,196.1036484507263
2016-01,180.6522146112792
2016-02,186.51761193915635
2016-03,194.9052664487304
2016-04,210.5559873981959
2016-05,214.0629136473117
2016-06,208.31666038225669
2016-07,213.04740168489815
2016-08,213.59201234141196
2016-09,225.76825646373376
2016-10,234.45816277726524
2016-11,242.31841867903995
2016-12,253.97922196621874
2017-01,256.0960112330685
2017-02,258.1369007717721
2017-03,244.96518333357014
2017-04,250.41326025765844
2017-05,239.01165536887183
2017-06,231.80279704739783
2017-07,247.25795846049212
2017-08,252.3492345384084
2017-09,260.3325825939812
2017-10,261.30172732212606
2017-11,242.57981560038652
2017-12,250.48824755200943
2018-01,256.86665933743177
2018-02,261.47855328680583
2018-03,253.52612458428666
2018-04,284.2693195789557
2018-05,297.2247459968874
2018-06,298.306083046938
2018-07,306.05224812220683
2018-08,300.0106470851658
2018-09,314.8095968455759
2018-10,294.3827756597105
2018-11,270.7322054551796
2018-12,239.345209811429
2019-01,260.9862821970652
2019-02,266.23422291424794
2019-03,271.73673302589106
2019-04,277.71556790644837
2019-05,261.33660381320556
2019-06,263.8703438797144
2019-07,257.5082787507593
2019-08,247.97360699027374
2019-09,257.0260818459832
2019-10,255.4259244229119
2019-11,267.23810338340803
2019-12,288.193656202628
2020-01,270.9068493682882
2020-02,242.14082724273757
2020-03,171.71991699135936
2020-04,197.03400288491463
2020-05,217.31306843211928
2020-06,221.46809943859625
2020-07,232.7569893767245
2020-08,253.28384751547628
2020-09,240.35886918138988
2020-10,224.92297527638848
2020-11,279.5500658482756
2020-12,305.72911588371824
2021-01,306.0003755695455
2021-02,311.49030257678584
2021-03,339.9959950857804
2021-04,348.43288062875484
2021-05,348.3414423316047
2021-06,345.86826537110795
2021-07,341.8403270592883
2021-08,349.57601741422525
2021-09,346.7192115516026
2021-10,379.33033782315556
2021-11,359.88555802860554
2021-12,372.3846928517394
2022-01,347.1106744919969
2022-02,352.88653025408786
2022-03,373.4991352425242
2022-04,362.347085940652
2022-05,353.9530783445539
2022-06,302.7173135362443
2022-07,353.8866774499829
2022-08,339.1975737311031
2022-09,276.02931652278545
2022-10,302.6245618886175
2022-11,324.7007506775752
2022-12,313.03429637659684
2023-01,319.761171440807
2023-02,332.7174486197923
2023-03,307.0940154051046
2023-04,299.144905518809
2023-05,294.5676856798525
2023-06,296.25532718455696
2023-07,317.5878984833791
