Date,AUSTRALIA SMALL CAP
2016-09,338.9217209503403
2016-10,329.339044055332
2016-11,332.43040650217955
2016-12,340.47105770079384
2017-01,339.7872406343365
2017-02,355.78680024809194
2017-03,361.9723507104841
2017-04,349.97847569266736
2017-05,334.86208852120325
2017-06,344.8092972161062
2017-07,344.4383699368145
2017-08,348.9301315978543
2017-09,347.11306851585306
2017-10,363.4081174660116
2017-11,363.25122254699846
2017-12,381.31789745708556
2018-01,378.6886687421104
2018-02,372.89045447355073
2018-03,356.8201776360008
2018-04,369.5597831555263
2018-05,390.24146454125315
2018-06,386.07711974141745
2018-07,385.05484364321825
2018-08,385.5072695119817
2018-09,385.1760145995009
2018-10,355.41724822943803
2018-11,361.3135612823239
2018-12,333.41299478711295
2019-01,364.7539544182244
2019-02,381.1633871571772
2019-03,386.0091770804056
2019-04,395.97098957454205
2019-05,387.0686635433826
2019-06,392.8663219580757
2019-07,414.64204041977536
2019-08,398.3096277895478
2019-09,407.7408073821781
2019-10,401.66393443122575
2019-11,406.1538743502182
2019-12,411.9375863585114
2020-01,414.7589803705217
2020-02,366.0647603885619
2020-03,267.42574023121153
2020-04,334.1040084944324
2020-05,372.0085392526397
2020-06,384.2394385278971
2020-07,386.00457328433777
2020-08,421.7865449225027
2020-09,404.8401989086129
2020-10,404.9044651484098
2020-11,450.48297252898664
2020-12,474.2440191318541
2021-01,471.7708426086792
2021-02,482.0622256179433
2021-03,499.70299623681166
2021-04,518.091039154911
2021-05,511.8335613140948
2021-06,529.9517003061776
2021-07,527.7440173488686
2021-08,546.9504428710536
2021-09,542.9198001230093
2021-10,571.2485347445424
2021-11,555.9055106268088
2021-12,586.9318851402021
2022-01,527.6517317676643
2022-02,545.2404562597096
2022-03,603.4677215845426
2022-04,594.9386568341482
2022-05,559.5876559501528
2022-06,478.79717842788847
2022-07,545.9179209641084
2022-08,561.1450160231084
2022-09,494.3445309118994
2022-10,519.7827760567951
2022-11,547.9194683137472
2022-12,512.4069901951451
2023-01,554.2702862037288
2023-02,522.3717026914766
2023-03,496.30973754285526
2023-04,496.94124029216584
2023-05,495.6721452941446
2023-06,499.30065283498146
2023-07,518.7346646148926
