Date,AUSTRALIA SMALL CAP
2000-12,100.0
2001-01,101.96774191705249
2001-02,96.4042763476475
2001-03,88.99493230392612
2001-04,94.80080950445301
2001-05,100.05937966201996
2001-06,105.20415714231558
2001-07,99.59825100483822
2001-08,99.69559997354058
2001-09,89.52273119039484
2001-10,97.25633914335461
2001-11,102.46449948841385
2001-12,103.105256159339
2002-01,109.8959869760211
2002-02,111.18442667855943
2002-03,115.92009947345423
2002-04,109.77480479505662
2002-05,117.72634243442809
2002-06,106.57156607468556
2002-07,100.9399750641961
2002-08,106.12781578000731
2002-09,100.5779437847228
2002-10,100.91010155548497
2002-11,102.28919311259276
2002-12,99.69816691859563
2003-01,101.38384126188501
2003-02,98.55861571978947
2003-03,99.3064405129803
2003-04,105.42405558469419
2003-05,105.21545526587337
2003-06,113.22318002229636
2003-07,115.98922375228416
2003-08,122.08189016237327
2003-09,123.8576104168486
2003-10,136.5694748641886
2003-11,131.86212531425474
2003-12,133.82358543327186
2004-01,136.95487339437784
2004-02,142.8667332561593
2004-03,144.88494357866236
2004-04,139.52069169173743
2004-05,136.32519487929127
2004-06,136.13069497041155
2004-07,143.36222060138573
2004-08,148.01168403564995
2004-09,155.23285644179947
2004-10,166.50748715934904
2004-11,168.46755615542858
2004-12,173.05013913599544
2005-01,183.6169450061543
2005-02,181.98345132027225
2005-03,181.45913365494437
2005-04,175.7648385335443
2005-05,186.0479093754226
2005-06,201.98132323087052
2005-07,211.5141201786665
2005-08,212.53814716671192
2005-09,231.40164362041202
2005-10,219.44353365258345
2005-11,231.8660609382898
2005-12,237.09906825314624
2006-01,243.06625689128893
2006-02,245.18477304974235
2006-03,251.31088680313536
2006-04,261.0610199832296
2006-05,245.62808424927573
2006-06,245.1390325889698
2006-07,249.18702073706226
2006-08,257.3582611257738
2006-09,260.18399297389266
2006-10,280.9331505180478
2006-11,285.70677019126526
2006-12,295.1352093148971
2007-01,298.83700045604706
2007-02,301.73766225005113
2007-03,316.3811811566102
2007-04,333.50147937090566
2007-05,349.0925876736449
2007-06,355.3902409610072
2007-07,347.12384104409523
2007-08,325.93339219096356
2007-09,345.8176013440792
2007-10,369.68134225742216
2007-11,332.152903841217
2007-12,324.45419016092194
2008-01,282.9098274974588
2008-02,298.0096279174591
2008-03,269.3939186974619
2008-04,294.551414942089
2008-05,299.45292926608147
2008-06,259.2224687997056
2008-07,251.33779612948555
2008-08,248.02302293939653
2008-09,207.26311752141186
2008-10,145.46180540531208
2008-11,125.57885041512958
2008-12,125.08470975357203
2009-01,113.93023739929761
2009-02,107.11114752217078
2009-03,125.44763346281411
2009-04,149.06217724997248
2009-05,161.81341417206647
2009-06,172.3645000467926
2009-07,193.36627780213337
2009-08,209.0678348352578
2009-09,225.2701328713213
2009-10,227.22893968234126
2009-11,231.06119673615305
2009-12,249.32323811780745
2010-01,235.75602310255368
2010-02,242.60403763912467
2010-03,266.3972552577383
2010-04,275.4716935781942
2010-05,244.16904358340213
2010-06,237.6696815429972
2010-07,250.43466407085404
2010-08,257.20653715022536
2010-09,281.3873758801974
2010-10,289.256482204317
2010-11,301.6179246553034
2010-12,332.5415824904944
2011-01,310.7522355369784
2011-02,321.45373780012994
2011-03,322.8295519512035
2011-04,319.29233790504685
2011-05,318.80108260274915
2011-06,303.3549600694005
2011-07,311.7678361274897
2011-08,293.23021069141055
2011-09,257.84279817937716
2011-10,295.6199349729496
2011-11,285.6475045520133
2011-12,284.21165237243395
2012-01,313.7696076952852
2012-02,329.29716039247046
2012-03,317.43319132953957
2012-04,320.38694348866125
2012-05,289.08908187322925
2012-06,284.5846522496648
2012-07,301.78529973198863
2012-08,296.5824613097134
2012-09,303.10232883889194
2012-10,308.50051870063277
2012-11,305.6138914125265
2012-12,310.16364944313085
2013-01,316.8762772039028
2013-02,332.4857501878355
2013-03,336.64608780313233
2013-04,318.0384407293751
2013-05,283.5906483447962
2013-06,252.28231754039098
2013-07,262.22084412712525
2013-08,270.52880377960133
2013-09,283.1789036841721
2013-10,292.26075668863433
2013-11,269.7683021443519
2013-12,267.53858182091096
2014-01,258.3122268452942
2014-02,272.02685399125323
2014-03,281.1467468527514
2014-04,279.7125792223805
2014-05,285.09844359825775
2014-06,284.55163990636527
2014-07,301.35998266846536
2014-08,310.92779921171143
2014-09,284.0105767933822
2014-10,289.79134397699903
2014-11,272.5200309931953
2014-12,274.6970587211861
2015-01,282.7471770908518
2015-02,308.09310606686313
2015-03,312.0067194408395
2015-04,308.78224062967155
2015-05,314.0020010103524
2015-06,283.13792073517715
2015-07,279.316196487766
2015-08,255.60725538216616
2015-09,247.9563627119759
2015-10,272.7683492242453
2015-11,286.39114702570924
2015-12,285.89558655664524
2016-01,266.97609472135144
2016-02,271.9923157453726
2016-03,295.28803601201207
2016-04,299.98571536982485
2016-05,303.6238216764831
2016-06,308.69006712494826
2016-07,339.99672712028877
2016-08,333.7129315991061
