Date,JAPAN SMALL CAP
2000-12,100.0
2001-01,99.92145853643507
2001-02,102.85618183906296
2001-03,103.32389776700816
2001-04,116.90966942654546
2001-05,121.38711645076756
2001-06,118.26971851605373
2001-07,104.64154136422133
2001-08,102.16459504272352
2001-09,93.04706398555648
2001-10,96.24679601377368
2001-11,93.06743895366725
2001-12,82.2762696999504
2002-01,79.32494373015423
2002-02,83.07626342250339
2002-03,88.19997690313032
2002-04,91.02959525931338
2002-05,96.9987724880316
2002-06,87.72093186779257
2002-07,85.57053462991959
2002-08,83.55164908155423
2002-09,79.59798825803429
2002-10,71.21520299234263
2002-11,71.4292800020009
2002-12,66.1967422634029
2003-01,64.3346667724099
2003-02,67.32791074299612
2003-03,65.42385883380095
2003-04,65.96476137406152
2003-05,65.45135299053226
2003-06,74.56052726014858
2003-07,76.9638623765102
2003-08,88.84907097304328
2003-09,89.85796194382388
2003-10,96.68795609862723
2003-11,87.32529184232148
2003-12,88.92095999963323
2004-01,93.57240794120784
2004-02,93.31559256761754
2004-03,111.64469804201089
2004-04,110.81146466295701
2004-05,103.37612332705221
2004-06,114.67231811741397
2004-07,106.38540403459103
2004-08,106.49172396471062
2004-09,101.0570214212984
2004-10,100.49458056917756
2004-11,100.36973378315969
2004-12,102.89021215843631
2005-01,110.93624393394144
2005-02,111.03011140131038
2005-03,113.13235188958299
2005-04,112.96919238625169
2005-05,115.9356011135043
2005-06,119.84329185188187
2005-07,122.83167072371991
2005-08,125.47680557345232
2005-09,135.99531027769788
2005-10,139.6267456986253
2005-11,147.91600575522907
2005-12,167.83393275153972
2006-01,168.22741349971108
2006-02,160.18212253509623
2006-03,164.89177666675494
2006-04,159.1987016255112
2006-05,143.60110772518672
2006-06,139.7346254057365
2006-07,130.75242130779557
2006-08,133.82152614106846
2006-09,132.2671834941857
2006-10,130.42965844681365
2006-11,124.53092542358284
2006-12,125.91219389983371
2007-01,130.25599693005321
2007-02,133.19203669256552
2007-03,130.95372625988188
2007-04,125.54297320208336
2007-05,124.29009150529546
2007-06,124.65225192381125
2007-07,122.95434108723823
2007-08,115.93822771897167
2007-09,110.46186662038549
2007-10,112.51009608301358
2007-11,106.23068165019143
2007-12,100.27132759691376
2008-01,94.15181562640541
2008-02,92.83265940783842
2008-03,88.9684137556711
2008-04,91.6727916669981
2008-05,94.6708803511956
2008-06,87.64524318823868
2008-07,85.6079582531515
2008-08,86.7165397611641
2008-09,82.0147640869925
2008-10,81.26041863815986
2008-11,84.52248718544242
2008-12,83.16417492145747
2009-01,85.48057307762771
2009-02,74.9116942117299
2009-03,74.18781880210364
2009-04,78.13637856641603
2009-05,82.10035060356884
2009-06,88.12005349186913
2009-07,89.3638651803955
2009-08,93.23567096732008
2009-09,91.17439017736397
2009-10,87.01866999433969
2009-11,82.4606189121782
2009-12,84.67713998653046
2010-01,89.29172322997809
2010-02,92.67053034730078
2010-03,97.7177592413915
2010-04,102.13430774126329
2010-05,102.99694119121509
2010-06,103.63349445767794
2010-07,98.61802309588728
2010-08,98.94957622929901
2010-09,95.88528418540419
2010-10,93.40757122182036
2010-11,101.67548244188806
2010-12,108.61356830172153
2011-01,107.54439042472525
2011-02,111.04422002435945
2011-03,101.40946686963281
2011-04,97.08860409331848
2011-05,98.70594605007453
2011-06,101.51751647341847
2011-07,106.67982819315164
2011-08,102.12030920195843
2011-09,109.68638715302224
2011-10,101.61877865689671
2011-11,102.43890637372803
2011-12,107.88271884104587
2012-01,111.37610926507283
2012-02,110.17502674174261
2012-03,113.62668217541406
2012-04,112.67014077367936
2012-05,110.59227151548815
2012-06,112.34811036094807
2012-07,113.95727796864134
2012-08,110.70537920474798
2012-09,111.46818137642066
2012-10,108.27438265294764
2012-11,108.61617797918333
2012-12,110.48591196913446
2013-01,111.32752339580432
2013-02,119.50961417513153
2013-03,131.50125613769114
2013-04,136.50501592342863
2013-05,127.86017039453907
2013-06,127.13443892178769
2013-07,126.47916260229007
2013-08,125.64339907406597
2013-09,136.32797714545694
2013-10,135.1824723593798
2013-11,134.08698802216858
2013-12,133.55597550521452
2014-01,136.07364303532944
2014-02,129.91250026282643
2014-03,130.51861320068332
2014-04,127.32826350717518
2014-05,133.6207191985401
2014-06,142.60120030147485
2014-07,146.70569132963098
2014-08,147.9569869937135
2014-09,149.11748302020365
2014-10,146.32958003383243
2014-11,145.3983649657964
2014-12,151.37062169217512
2015-01,167.76111059791475
2015-02,174.86232681785873
2015-03,186.14457382399732
2015-04,181.74728639913613
2015-05,187.9582139045084
2015-06,187.64534846748245
2015-07,188.50384633024527
2015-08,179.50719597511136
2015-09,173.71863713814398
2015-10,187.2595542035006
2015-11,198.3580468822153
2015-12,194.4436312384944
2016-01,182.7825381485056
2016-02,180.14567378278312
2016-03,182.48330302841137
2016-04,189.46229295501928
2016-05,194.97079004979355
2016-06,194.21090564506918
2016-07,203.29111713789558
2016-08,196.88995966950336
2016-09,205.64901238384343
2016-10,213.63631479203903
2016-11,210.38237599602348
2016-12,215.41625759272972
2017-01,218.18889071597124
2017-02,228.7171447953167
2017-03,226.81742886904468
2017-04,226.58797197524217
2017-05,227.4940565825976
2017-06,226.40029605465784
2017-07,224.8589522931774
2017-08,227.13667347123564
2017-09,232.04325260774547
2017-10,243.54452185456958
2017-11,246.31828244251244
2017-12,248.3631955028685
2018-01,249.55507695352495
2018-02,251.8133635607179
2018-03,247.57585129691407
2018-04,252.35352671620703
2018-05,260.60636013381605
2018-06,252.5666520360686
2018-07,249.84606171648707
2018-08,249.64839724812612
2018-09,253.56082751703394
2018-10,235.3440246335255
2018-11,241.90623286553046
2018-12,219.1641327372395
2019-01,230.2979580656805
2019-02,234.6886458726689
2019-03,238.9923530273493
2019-04,241.54283663536293
2019-05,233.02703962742413
2019-06,233.58535065247904
2019-07,241.9926839087019
2019-08,242.29029374776633
2019-09,253.6307877395485
2019-10,261.2591719048755
2019-11,266.56782517657064
2019-12,266.3845603058301
2020-01,260.74431601136695
2020-02,231.82334025565743
2020-03,217.3791603069775
2020-04,231.0099507861928
2020-05,244.88543144891193
2020-06,239.53389413995717
2020-07,221.38197172372278
2020-08,236.32087561263575
2020-09,251.26547918420655
2020-10,246.57917486693273
2020-11,255.15989400196807
2020-12,260.1355034771466
2021-01,260.0167797388045
2021-02,261.452657142625
2021-03,280.04595743248876
2021-04,270.1887117367756
2021-05,264.12628953948735
2021-06,274.98316959445094
2021-07,273.73982607882306
2021-08,282.6791563212014
2021-09,291.00934226698814
2021-10,280.9161606811541
2021-11,271.49072814824325
2021-12,273.5168900265429
2022-01,262.7052853307835
2022-02,266.29929733626494
2022-03,259.53154324799067
2022-04,253.06578164416186
2022-05,251.24414182351762
2022-06,244.84033619407654
2022-07,263.80697311117467
2022-08,262.3132782911864
2022-09,249.3976279644211
2022-10,247.01948656232395
2022-11,258.57930658539243
2022-12,256.32781774984517
2023-01,261.85117467139946
2023-02,260.0860436466377
2023-03,262.0019255134113
2023-04,259.6648563137375
2023-05,264.26822274215505
2023-06,264.0628600149188
2023-07,271.9314023773774
