Date,RUSSIA VALUE
2000-12,100.00000000000001
2001-01,126.25504123566272
2001-02,115.24533122963375
2001-03,122.21230052656455
2001-04,131.48166307011726
2001-05,146.7618711398614
2001-06,163.33031659256946
2001-07,143.08901515071037
2001-08,137.37648362005896
2001-09,115.95256588553183
2001-10,129.57715291544835
2001-11,167.98601170601117
2001-12,183.3027934656605
2002-01,198.77074020787921
2002-02,195.73950382739523
2002-03,218.03527197864622
2002-04,215.6419500643421
2002-05,198.0035930334723
2002-06,165.34457713004355
2002-07,147.5581722533452
2002-08,149.27246500290218
2002-09,145.26783086948183
2002-10,162.71116107558922
2002-11,161.53209025342133
2002-12,148.25324675572702
2003-01,135.8897661593981
2003-02,146.44681037168283
2003-03,138.551844813152
2003-04,160.27878065601797
2003-05,179.81761243369226
2003-06,192.8790528060557
2003-07,181.75503317063817
2003-08,209.92676021552947
2003-09,213.76302085755356
2003-10,208.12848225285364
2003-11,216.5343783940465
2003-12,221.19410699800312
2004-01,239.2397388548665
2004-02,262.8489685227161
2004-03,300.2841644125513
2004-04,265.2687291130339
2004-05,258.8061444404234
2004-06,258.4193362587193
2004-07,225.63338781623065
2004-08,244.85034884487058
2004-09,254.8926148971315
2004-10,260.8219738386988
2004-11,226.4933050960602
2004-12,211.0542398445652
2005-01,228.8588382918708
2005-02,254.34103904413658
2005-03,246.22366723979005
2005-04,251.00214629746185
2005-05,265.92974028024884
2005-06,286.6319791837467
2005-07,318.45097315477193
2005-08,361.4231779141214
2005-09,430.43524118993855
2005-10,394.52593259573274
2005-11,434.23370952044843
2005-12,459.14399527244296
2006-01,526.2023467412187
2006-02,567.0298315841176
2006-03,564.7575884744728
2006-04,610.3959012209762
2006-05,559.3586635168698
2006-06,588.8108221310764
2006-07,617.3291002132422
2006-08,608.011043515983
2006-09,572.3098921088355
2006-10,607.4596332741498
2006-11,643.609038316919
2006-12,668.7724152647694
2007-01,638.3186092325706
2007-02,628.9848842589969
2007-03,668.7077191761925
2007-04,632.8772177707634
2007-05,606.1487699464342
2007-06,653.8772527602354
2007-07,682.2257392604408
2007-08,664.2118305596651
2007-09,697.8857822813675
2007-10,761.4917898834833
2007-11,755.530473912443
2007-12,776.1758329986742
2008-01,643.7254217571694
2008-02,702.7452039747742
2008-03,665.2735923367719
2008-04,691.6223724406477
2008-05,801.6469197893741
2008-06,731.8972890474331
2008-07,616.4255614930502
2008-08,560.7263074923895
2008-09,443.7602791399468
2008-10,315.3548405942458
2008-11,274.7674491800178
2008-12,235.34959527665572
2009-01,233.63327490721858
2009-02,234.99863054399287
2009-03,264.8343448644121
2009-04,321.36506634483453
2009-05,388.3966345671502
2009-06,336.9977272201726
2009-07,363.4501461275374
2009-08,365.7158634784688
2009-09,403.6059427930071
2009-10,416.6590454677091
2009-11,413.9494518393585
2009-12,438.39935053442196
2010-01,458.9604687587329
2010-02,448.8004777183667
2010-03,491.8869323971981
2010-04,499.12448649208125
2010-05,484.21623917245296
2010-06,469.03173670275083
2010-07,489.70544043745195
2010-08,475.69414016341716
2010-09,465.02589155445827
2010-10,469.431911158185
2010-11,493.6835859747236
2010-12,530.0134907365549
2011-01,548.7275711124687
2011-02,597.7224999884539
2011-03,615.265906364868
2011-04,595.1760399705408
2011-05,559.501714636607
2011-06,558.9059973969836
2011-07,573.347013864112
2011-08,494.53377583954995
2011-09,427.02351276190393
2011-10,483.8895200249511
2011-11,495.8943466933816
2011-12,473.39030049975474
2012-01,534.7874381655907
2012-02,572.5682509925325
2012-03,543.2269015266702
2012-04,529.5975919281764
2012-05,464.8916945299644
2012-06,494.09635333791164
2012-07,507.96772651972236
2012-08,506.4383164425449
2012-09,525.8748154695702
2012-10,493.5140864976454
2012-11,493.4729981227013
2012-12,510.436736345534
2013-01,512.1675803713963
2013-02,499.8332174848395
2013-03,490.33416242443593
2013-04,453.61006193729264
2013-05,447.0416278096733
2013-06,414.8136551686664
2013-07,442.49150004164466
2013-08,448.9404243560818
2013-09,482.37976834645286
2013-10,497.00602587637616
2013-11,465.68557241232094
2013-12,464.16356496518983
2014-01,445.75629758345355
2014-02,420.97941277101364
2014-03,422.77234149393814
2014-04,399.2090677210361
2014-05,443.6871490208983
2014-06,472.4635983726628
2014-07,445.13219015072127
2014-08,443.58655257328354
2014-09,441.53438611493993
2014-10,426.1019586878782
2014-11,388.85376442084623
2014-12,304.0422222975696
2015-01,335.6296258957268
2015-02,410.07377410303616
2015-03,421.7776516148943
2015-04,467.8554053046853
2015-05,437.5011027022489
2015-06,420.3340189522612
2015-07,397.56031526820624
2015-08,372.2886663120823
2015-09,351.5400512749957
2015-10,375.715510699914
2015-11,382.72301617628267
2015-12,328.45790601575385
2016-01,334.74407865472557
2016-02,343.0537548503688
2016-03,378.28359641408184
2016-04,418.3164339391283
2016-05,384.2304240244313
2016-06,394.0772296077365
2016-07,396.98424378239355
2016-08,402.52114130444284
2016-09,411.9409020859942
2016-10,431.5134500750303
2016-11,462.5927795667572
2016-12,521.8275416722975
2017-01,517.5031544561796
2017-02,484.9989238233553
2017-03,491.0268171309403
2017-04,476.4411568606937
2017-05,428.0527571423278
2017-06,409.70078144940794
2017-07,407.12948780077386
2017-08,429.8586852596793
2017-09,451.29101631066465
2017-10,463.24421394451684
2017-11,459.52995242818446
2017-12,471.0602504871661
2018-01,511.41955114565184
2018-02,525.7971679459578
2018-03,516.5452979735534
2018-04,501.3026271987457
2018-05,521.0255388141608
2018-06,517.3752382807432
2018-07,544.632556517091
2018-08,521.9773452249086
2018-09,567.6837140909381
2018-10,559.7659717438885
2018-11,551.8024773874988
2018-12,524.35849413914
2019-01,594.6614038608269
2019-02,593.5156570998548
2019-03,614.734333045852
2019-04,626.2895264145072
2019-05,669.4345930256198
2019-06,713.0306748915482
2019-07,744.215202649359
2019-08,724.6240617655287
2019-09,754.0682853299082
2019-10,820.1706638418202
2019-11,828.5504034110035
2019-12,881.0857783881714
2020-01,854.094839637527
2020-02,734.236127124729
2020-03,568.873891127743
2020-04,626.8190567241584
2020-05,680.1418457379997
2020-06,667.4441388844298
2020-07,633.4321600806974
2020-08,623.9650909254594
2020-09,588.8112264847956
2020-10,539.8372031207357
2020-11,636.4002266506782
2020-12,703.1369355759113
2021-01,689.8085485700182
2021-02,720.46803800085
2021-03,790.8305061988029
2021-04,769.2583986214632
2021-05,830.8559925832228
2021-06,889.6335918384033
2021-07,901.018080852545
2021-08,950.6759774186406
2021-09,1061.954163223883
2021-10,1095.214095870954
2021-11,1003.6750631543885
2021-12,999.4544417171635
2022-01,950.2022316535913
2022-02,473.55224409239736
