Date,SLOVENIA
2020-01,673.7794534991071
2020-02,632.0918160118106
2020-03,513.8683433104611
2020-04,567.628206791151
2020-05,600.0144313436707
2020-06,623.1875886055304
2020-07,636.2104299260782
2020-08,666.0601025027024
2020-09,630.21146603941
2020-10,586.6796947243021
2020-11,698.6056471926019
2020-12,715.8708117238594
2021-01,735.0082388494741
2021-02,731.016364719833
2021-03,756.2875828947842
2021-04,827.3849594327008
2021-05,863.3847355978896
2021-06,855.4334515962342
2021-07,923.3132278483512
2021-08,956.2358624950812
2021-09,964.4680674111831
2021-10,967.9412643379653
2021-11,1007.287865516008
2021-12,1031.4415922999583
2022-01,1020.277320745266
2022-02,781.3521614671322
2022-03,869.7621961681215
2022-04,814.8171353022326
2022-05,802.7640372277374
2022-06,831.330813816987
2022-07,865.5140480262223
2022-08,898.6820562605985
2022-09,779.6373766849636
2022-10,801.9710123200676
2022-11,847.2514127762983
2022-12,862.7773889910553
2023-01,944.5706007582393
2023-02,996.7587788023066
2023-03,998.8586456110237
2023-04,1032.6766671629257
2023-05,1040.6881169558087
2023-06,1076.6309499099007
2023-07,1120.600138718007
