Date,SLOVENIA
2002-05,278.9382964456645
2002-06,288.455084523598
2002-07,272.73145103739324
2002-08,288.94522922636975
2002-09,275.1085432058286
2002-10,274.7026220300786
2002-11,273.8184109374826
2002-12,266.84424217608046
2003-01,258.26321116804303
2003-02,254.5181299904499
2003-03,256.53514766746
2003-04,259.4196687962834
2003-05,259.85933687263207
2003-06,246.67998578069307
2003-07,255.1382520356299
2003-08,255.5747845911885
2003-09,281.72607333960923
2003-10,287.85735268350714
2003-11,301.09900439952986
2003-12,307.034879835218
2004-01,324.104636279782
2004-02,317.08454806150195
2004-03,334.3456966716568
2004-04,360.7974890353037
2004-05,350.32037141138443
2004-06,349.69516956820274
2004-07,364.610954464096
2004-08,381.2075662455243
2004-09,375.7087679748476
2004-10,389.23270523213
2004-11,410.76098220455935
2004-12,415.1564475144099
2005-01,430.8588566216144
2005-02,424.62934874685396
2005-03,381.0110322778986
2005-04,369.22055588353254
2005-05,384.74011461958463
2005-06,366.45117430844334
2005-07,380.30116156281895
2005-08,381.384092961559
2005-09,384.19426199962663
2005-10,391.83842623923584
2005-11,409.36194999791286
2005-12,407.0273765882762
2006-01,418.9607449909492
2006-02,416.49911468549965
2006-03,424.79125448444324
2006-04,473.6629939687957
2006-05,497.6937743697361
2006-06,490.3440491073559
2006-07,524.464209507982
2006-08,533.2781928698006
2006-09,598.6163111107256
2006-10,708.4307755102626
2006-11,671.0786254115385
2006-12,682.4758041096502
2007-01,774.4191194045742
2007-02,734.6164218542558
2007-03,783.8655700811452
2007-04,824.0716797420079
2007-05,862.6629244396895
2007-06,932.2929106240081
2007-07,993.8470265394816
2007-08,1072.4910401684338
2007-09,1046.5805069753053
2007-10,1011.4985940080088
2007-11,1000.0
2007-12,1043.966145994805
2008-01,939.5485956434682
2008-02,918.6597837339227
2008-03,785.7128786962705
2008-04,777.2153188358539
2008-05,783.7843132771
2008-06,728.307238172259
2008-07,746.4996264169256
2008-08,705.3168388816747
2008-09,594.572362235311
2008-10,507.68757316927764
2008-11,432.05187536467326
2008-12,380.5537216926335
2009-01,409.4920019189446
2009-02,398.1862245715502
2009-03,390.7195403506727
2009-04,404.00894258117603
2009-05,477.31080577160577
2009-06,496.8934025782719
2009-07,503.6926356445192
2009-08,504.7465404686698
2009-09,510.5528593269048
2009-10,512.7708850607867
2009-11,481.21435370122924
2009-12,464.9857330908337
2010-01,477.23695416761285
2010-02,461.33154510337243
2010-03,491.314173199595
2010-04,475.5121139916888
2010-05,445.685461587001
2010-06,448.6399512625645
2010-07,432.85679744011435
2010-08,437.10095318571547
2010-09,434.3723511432755
2010-10,439.35109100527677
2010-11,426.3362639969556
2010-12,425.8123185947633
2011-01,429.25147262605265
2011-02,414.1331438137081
2011-03,414.56588687383527
2011-04,405.0423269410992
2011-05,408.0039733743838
2011-06,404.99118484063007
2011-07,409.85248326353377
2011-08,384.5156166292563
2011-09,354.6384435530312
2011-10,372.4212902244127
2011-11,349.55974023335955
2011-12,357.89013194192313
2012-01,347.0158340413048
2012-02,342.85230275028636
2012-03,340.9812631944756
2012-04,326.85629670199455
2012-05,294.2417800293892
2012-06,292.7202743852144
2012-07,298.24409490207796
2012-08,299.10939027413247
2012-09,343.18676196323554
2012-10,334.3345808429594
2012-11,328.5284305755889
2012-12,350.7063891197008
2013-01,373.461211805318
2013-02,361.58857648616197
2013-03,327.1132027754645
2013-04,349.698071573626
2013-05,353.0554795913822
2013-06,356.1108285804353
2013-07,383.08834577357953
2013-08,372.28996667683265
2013-09,380.6207436352421
2013-10,390.83738282461167
2013-11,400.22665118381906
2013-12,412.7440716570912
2014-01,408.8744028360159
2014-02,425.7516017159476
2014-03,413.7390274756733
2014-04,433.70337764310227
2014-05,468.1756932497712
2014-06,475.3288952093416
2014-07,461.31617595422694
2014-08,454.441429735292
2014-09,467.90520706284195
2014-10,450.9783034646059
2014-11,433.9893254104732
2014-12,431.68407942352263
2015-01,427.547068548232
2015-02,442.6572011152521
2015-03,443.3172398154767
2015-04,478.4855095494359
2015-05,473.1064272098793
2015-06,457.3007691831036
2015-07,464.1816072237575
2015-08,427.0008662440074
2015-09,421.514320112163
2015-10,450.13747117779417
2015-11,437.03687578452093
2015-12,455.8671355841389
2016-01,437.2649977186974
2016-02,433.66225346174235
2016-03,441.023851441447
2016-04,435.13835200060373
2016-05,422.0846888659055
2016-06,408.34034749132445
2016-07,441.16191027193497
2016-08,432.73894415416146
2016-09,453.5591509753278
2016-10,433.05482156496106
2016-11,378.1279796639472
2016-12,397.0984060144597
2017-01,394.9869941862178
2017-02,399.8829796383005
2017-03,398.9412269170503
2017-04,401.6296682871003
2017-05,414.35370857418854
2017-06,420.1602517776574
2017-07,439.7470938519792
2017-08,452.5124282580077
2017-09,442.67324220244836
2017-10,442.14371507734546
2017-11,440.3079955305732
2017-12,462.0157189004637
2018-01,476.23364078877705
2018-02,474.27491865976845
2018-03,465.14176877101255
2018-04,476.8258659946965
2018-05,472.76036543520047
2018-06,472.57174461028535
2018-07,493.26932667655643
2018-08,481.44811168871973
2018-09,465.94100970916793
2018-10,457.48364505260054
2018-11,476.0802995313696
2018-12,489.75039196341044
2019-01,490.5854205978812
2019-02,493.73457982218656
2019-03,499.04278525444875
2019-04,511.4962056664851
2019-05,521.3490257568201
2019-06,534.1517730734437
2019-07,536.4426684822696
2019-08,539.0939118063588
2019-09,548.824549386155
2019-10,558.804277943198
2019-11,612.2909889638112
2019-12,649.8714754742243
