Date,MSCI Greece Rebased Index
2014-08,28123.396478770075
2014-09,25629.571252087615
2014-10,22010.18004141494
2014-11,22707.84901822301
2014-12,19056.463895197317
2015-01,14458.326330354997
2015-02,17426.70744660063
2015-03,15171.231986468096
2015-04,15951.357762612339
2015-05,16160.25604375015
2015-06,15385.81180900098
2015-07,15385.811809000978
2015-08,9834.138538297664
2015-09,9860.917267239987
2015-10,10989.457328326176
2015-11,8596.148362371894
2015-12,8208.376830973744
2016-01,6494.323779679483
2016-02,5813.743271129863
2016-03,6867.962931764059
2016-04,7049.484213171066
2016-05,8078.854800541346
2016-06,6056.359539314702
2016-07,6399.879632485968
2016-08,6442.350463533032
2016-09,6045.052888269489
2016-10,6416.051572075173
2016-11,7281.263992446534
2016-12,7428.7589780471535
2017-01,6680.857333955523
2017-02,7004.764577545946
2017-03,7070.451160748581
2017-04,7730.189941108871
2017-05,8524.665800209503
2017-06,8872.781376328729
2017-07,8670.456636949919
2017-08,8695.434119197249
2017-09,7520.205251117217
2017-10,7468.689801260682
2017-11,7259.8814369023285
2017-12,8391.163388556528
2018-01,9040.356967441185
2018-02,8477.893846815257
2018-03,7639.994453222314
2018-04,9001.478585294382
2018-05,7565.358562435931
2018-06,7870.863257657892
2018-07,7836.403643567585
2018-08,7092.380967089185
2018-09,6520.539969619134
2018-10,6137.258722376711
2018-11,5937.239831754913
2018-12,5567.18310285827
2019-01,5854.896539805596
2019-02,6237.941158487906
2019-03,6392.173637745258
2019-04,6803.230204040067
2019-05,7028.606234054049
2019-06,7325.918594312125
2019-07,7513.381733264918
2019-08,7192.616791977594
2019-09,7417.81544889598
2019-10,7812.165391905022
2019-11,8033.666439416834
2019-12,8117.005081169291
2020-01,7813.096630058666
2020-02,6142.746118988032
2020-03,4553.523040466737
2020-04,4973.071410869864
2020-05,5123.846398958657
2020-06,4932.407692162803
2020-07,5031.068446066374
2020-08,5097.946318368154
2020-09,4878.77228769794
2020-10,4229.348732103672
2020-11,5382.388333037927
2020-12,5441.295143088942
2021-01,4979.518188141171
2021-03,5750.096619256942
2021-04,6020.491759667324
2021-05,6182.158279017701
2021-06,6164.644987324014
2021-07,6146.812006717181
2021-08,6521.5184585106
2021-09,6436.723256236134
2021-10,6402.774765285165
2021-11,6142.562611913551
2021-12,6322.74362149559
2022-01,6838.2177789959505
2022-02,6691.887532634328
2022-03,6532.585456587298
2022-04,6821.226766261717
2022-05,6531.749241686137
2022-06,5771.612414066478
2022-07,6181.190493594623
2022-08,6138.797801179325
2022-09,5698.400584590073
2022-10,6432.482398145652
2022-11,6684.601617539188
2022-12,6754.863487483422
2023-01,7455.511180223716
2023-02,8323.396710903926
2023-03,7680.39487052821
2023-04,7833.375723606937
2023-05,8816.327453405169
2023-06,9472.193318450125
2023-07,9901.28042630959
