Date,BULGARIA
2005-05,651.1932969967763
2005-06,648.465239635223
2005-07,673.9981711023111
2005-08,664.5281929407512
2005-09,663.7039555029296
2005-10,650.618522419016
2005-11,621.3668646546373
2005-12,609.9195035466183
2006-01,646.8951198597364
2006-02,661.2590418631404
2006-03,655.2343743620685
2006-04,674.6835435048081
2006-05,674.8809615427715
2006-06,682.177154275685
2006-07,725.502175690039
2006-08,720.9692700445619
2006-09,732.7884138797109
2006-10,824.0818901838633
2006-11,806.884994225227
2006-12,832.3378164729736
2007-01,936.0795931958368
2007-02,966.9037363935532
2007-03,950.7169257054154
2007-04,947.7925718185877
2007-05,885.7765269639405
2007-06,941.3438739397345
2007-07,964.3113582458226
2007-08,947.6535353036845
2007-09,995.515348579756
2007-10,1032.957431486491
2007-11,1000.0
2007-12,989.5880820655867
2008-01,783.6741888368932
2008-02,803.9729664237233
2008-03,755.7155738501046
2008-04,713.2276468556269
2008-05,763.6721419057144
2008-06,701.5637936773386
2008-07,623.9439531655675
2008-08,619.2011863838769
2008-09,429.66079906088686
2008-10,251.9213211224559
2008-11,191.43588051305449
2008-12,189.87851800908075
2009-01,163.61267359425682
2009-02,136.9071368212341
2009-03,154.03554591820628
2009-04,178.7856369827981
2009-05,178.78163418493367
2009-06,176.93555482742832
2009-07,182.27341625993947
2009-08,230.33006952823933
2009-09,240.16743126709352
2009-10,235.44753219990267
2009-11,244.31405175681093
2009-12,237.31833288905327
2010-01,245.70014466376557
2010-02,237.62044287165895
2010-03,236.1264407878038
2010-04,237.94991326606484
2010-05,213.42819239316694
2010-06,210.04044728516578
2010-07,214.602036966131
2010-08,228.77877705004894
2010-09,233.41771400435707
2010-10,224.04620428918275
2010-11,230.3243154464485
2010-12,222.93216017160694
2011-01,238.30008643230244
2011-02,284.82955581605876
2011-03,285.7860450155741
2011-04,281.521910891199
2011-05,272.04948063758513
2011-06,236.83143115627885
2011-07,243.7620088884815
2011-08,210.60137987323378
2011-09,189.27360622269504
2011-10,183.09694836091944
2011-11,168.2322524533832
2011-12,163.66127514436275
2012-01,162.8694532817211
2012-02,150.57908444829445
2012-03,148.94744550529268
2012-04,138.55394093239292
2012-05,121.50616487323481
2012-06,115.73641661092142
2012-07,125.19247948994983
2012-08,122.27314038222181
2012-09,114.68811911814284
2012-10,117.80123284200425
2012-11,110.80186239900607
2012-12,109.06682632784049
2013-01,144.54907057530085
2013-02,131.21190921733478
2013-03,134.88735511641787
2013-04,147.5588275621753
2013-05,162.79903995850933
2013-06,165.80797681366923
2013-07,175.9723793204811
2013-08,172.93830675290792
2013-09,175.757341374331
2013-10,174.00547445149394
2013-11,188.41256977771377
2013-12,206.43519933895013
2014-01,223.4460147553172
2014-02,249.36855761595703
2014-03,253.1381011882894
2014-04,246.8676983266256
2014-05,249.93527266549825
2014-06,237.92687189328882
2014-07,230.8431359946155
2014-08,234.91925976078042
2014-09,229.54119730510422
2014-10,220.72979540588193
