Date,KAZAKHSTAN
2005-11,321.54678506033116
2005-12,653.8443744843818
2006-01,527.7667596734924
2006-02,879.6112661224876
2006-03,961.1663150496162
2006-04,1003.3615880795442
2006-05,804.8682232346292
2006-06,670.2373261383141
2006-07,687.7185666576928
2006-08,724.9742333334812
2006-09,792.6726822445356
2006-10,797.7982447300222
2006-11,912.1356857872897
2006-12,1143.809230466934
2007-01,1056.9646517730978
2007-02,1071.37338773651
2007-03,1103.593209283477
2007-04,1067.7388527463124
2007-05,1039.6386591971968
2007-06,1120.6459102328147
2007-07,1102.36635313856
2007-08,994.098306611329
2007-09,1034.6908028187072
2007-10,1020.3765959030604
2007-11,1000.0
2007-12,1052.5857958034615
2008-01,997.041544484383
2008-02,990.8295238086089
2008-03,921.0958573309782
2008-04,990.4124755537167
2008-05,1047.6834847027712
2008-06,996.8256669834012
2008-07,891.0046256456475
2008-08,779.2261346992258
2008-09,575.2673488745298
2008-10,488.3016591556772
2008-11,536.3459839184285
2008-12,466.18307239841306
2009-01,419.75841994801397
2009-02,413.41539429772916
2009-03,444.84551373688765
2009-04,517.6361174847248
2009-05,638.35441987528
2009-06,575.1613673833468
2009-07,644.8439478143486
2009-08,666.1827021141926
2009-09,689.7198762069353
2009-10,717.4591645699156
2009-11,756.4557922466232
2009-12,827.9229521724737
2010-01,864.4134372385677
2010-02,845.6517006554411
2010-03,893.9125970552092
2010-04,872.8891541376316
2010-05,821.6296078568721
2010-06,742.8558832665586
2010-07,729.4155863783461
2010-08,706.4197676621509
2010-09,659.6145462078728
2010-10,646.2070753878455
2010-11,753.4054123558454
2010-12,754.9365563393427
2011-01,792.1184761582099
2011-02,832.361687621781
2011-03,787.3360354684622
2011-04,753.9198331803318
2011-05,761.3446962537259
2011-06,700.7272894839268
2011-07,655.5081505346603
2011-08,590.7386618613887
2011-09,551.4854898249664
2011-10,591.2807242004078
2011-11,582.4839215213307
2011-12,552.571905995673
2012-01,586.0581361100801
2012-02,640.7776033422646
2012-03,728.5272277162301
2012-04,724.9535003183382
2012-05,708.9741678882309
2012-06,667.6940688716566
2012-07,742.9560995791653
2012-08,737.5932260694419
2012-09,742.1152582211768
2012-10,713.7833137795155
2012-11,753.9168209427493
2012-12,723.7323227534383
2013-01,711.8947123699481
2013-02,777.372384735682
2013-03,784.444923933222
2013-04,739.8132344253466
2013-05,741.8263508814126
2013-06,723.2922737415704
2013-07,716.3600872697108
2013-08,686.0568687753266
2013-09,696.6665903496678
2013-10,694.5527875786114
2013-11,757.301112692647
2013-12,754.5855213140161
2014-01,721.6754900692722
2014-02,684.0926431328203
2014-03,648.4098777366995
2014-04,696.0978059266893
2014-05,761.7679053289489
2014-06,835.4028569852196
2014-07,914.3685586732872
2014-08,953.4631301737918
2014-09,962.3204457703446
2014-10,878.6928514978063
2014-11,809.5607341325089
2014-12,796.7832347871554
2015-01,660.6766621758843
2015-02,680.2800729795525
2015-03,777.287038542414
2015-04,715.7722021930779
2015-05,711.2816316907505
2015-06,685.1685212117627
2015-07,612.4294425638055
2015-08,548.7730251970142
2015-09,431.8769401718379
2015-10,474.28145973603745
2015-11,528.5733413256322
2015-12,478.2172034713244
2016-01,425.19790321497936
2016-02,431.9522117933529
2016-03,443.9330694186378
2016-04,395.2957984679174
2016-05,470.7542797566798
2016-06,453.8730413824903
2016-07,476.3529075342973
2016-08,466.9435019387095
2016-09,497.3449815490274
2016-10,508.95529357440194
2016-11,517.8460411867355
2016-12,525.6037799114312
2017-01,624.2607850846632
2017-02,669.1661525662782
2017-03,662.6650196835842
2017-04,641.0907041631117
2017-05,626.6726007835562
2017-06,637.9540503585349
2017-07,634.9573049691089
2017-08,656.957149355269
2017-09,635.7223006862566
2017-10,673.1659486140476
2017-11,724.197957623913
2017-12,784.3788661635184
2018-01,842.2559992366835
2018-02,916.7461753603003
2018-03,909.1429627826084
2018-04,884.7860327897612
2018-05,882.8189320339176
2018-06,876.5395654933916
2018-07,856.8205233079516
2018-08,826.6607640948055
2018-09,807.5860777196369
2018-10,884.9278848892948
2018-11,874.5155122921549
2018-12,813.3706645051259
2019-01,805.2792592132038
2019-02,893.6190007754066
2019-03,890.7684023039822
2019-04,945.7561703009317
2019-05,962.1880630896
2019-06,998.098908162311
2019-07,1100.4046936997543
2019-08,1080.0946096872772
2019-09,974.3247691387513
2019-10,1017.5386463979038
2019-11,1025.2972871960571
2019-12,1001.8597205996095
2020-01,1081.0972545075986
2020-02,1041.7531523117823
2020-03,782.541206974595
2020-04,826.6670842697048
2020-05,909.2919566375488
2020-06,972.4335564408465
2020-07,945.0354462879516
2020-08,985.3928133369433
2020-09,937.3077374032453
2020-10,897.6803928861623
2020-11,958.2281007026502
2020-12,1038.5588682583036
2021-01,1070.081785948595
2021-02,1225.947914116898
2021-03,1354.2174008563595
2021-04,1517.1919461290636
2021-05,1621.1080807627507
2021-06,1772.4853583774454
2021-07,1764.1263054719136
2021-08,1904.4097613471074
2021-09,2002.304195156338
2021-10,2500.87726618521
2021-11,2339.5833561741856
2021-12,2132.7639546076607
2022-01,1677.4360403041617
2022-02,1326.4192284695994
2022-03,1258.8345901435302
2022-04,1459.1846093091885
2022-05,1266.2737420122457
2022-06,1186.9366826757514
2022-07,1386.2595997968497
2022-08,1586.118146632054
2022-09,1463.1389302618263
2022-10,1597.6521297238717
2022-11,1727.7222411375196
2022-12,1619.9131518336562
2023-01,1618.5949545601031
2023-02,1677.3674934219032
2023-03,1673.6700381270864
2023-04,1768.6104850314605
2023-05,1793.424884261703
2023-06,1801.985860078703
2023-07,1962.8452369616032
