Date,INDIA
2009-03,162.8445451784989
2009-04,195.05796447954702
2009-05,249.5808244487362
2009-06,246.38326475943984
2009-07,265.5042742856287
2009-08,259.4558039584069
2009-09,282.76640382858
2009-10,268.8844292733907
2009-11,286.47330240917773
2009-12,310.2636656460601
2010-01,303.30337304563375
2010-02,313.08712674138195
2010-03,344.95403389361866
2010-04,357.62758490629153
2010-05,356.5760468895969
2010-06,372.52528780312554
2010-07,352.7936876336382
2010-08,356.43226660796523
2010-09,385.8490877957316
2010-10,385.14758035042826
2010-11,384.37192878300016
2010-12,401.33320396527284
2011-01,341.4246507801538
2011-02,332.9232128833192
2011-03,360.0180861259223
2011-04,340.77145457623715
2011-05,336.8142808833143
2011-06,339.8725346157486
2011-07,335.0569129360762
2011-08,293.1004069033383
2011-09,294.03319518168576
2011-10,307.0589700973259
2011-11,267.3602639041103
2011-12,260.60645697850873
2012-01,312.648325780539
2012-02,320.69507899304466
2012-03,304.97751167998103
2012-04,292.3341588677607
2012-05,276.6395485581457
2012-06,289.51805847759897
2012-07,297.0710128928373
2012-08,293.518468365301
2012-09,329.65470366461216
2012-10,314.87046143785636
2012-11,327.7214437291251
2012-12,323.23773736062435
2013-01,329.6804965233481
2013-02,317.2057916156947
2013-03,323.4010004945249
2013-04,328.1596912318642
2013-05,323.9972761001669
2013-06,301.58021188557314
2013-07,287.02129197328816
2013-08,257.9722243019633
2013-09,274.38821501740205
2013-10,302.05480473149464
2013-11,291.3672748598727
2013-12,297.41791388798526
2014-01,292.3632986444888
2014-02,295.2466359440938
2014-03,321.6248512123561
2014-04,316.1636529771002
2014-05,352.02278478350325
2014-06,364.7728603926012
2014-07,377.79050912939266
2014-08,393.60737000574176
2014-09,404.60094046843057
2014-10,424.0674369036451
2014-11,433.01562023395684
2014-12,419.5274240698426
2015-01,485.5949583432909
2015-02,497.6175224517699
2015-03,498.17617409925515
2015-04,446.2551586592433
2015-05,469.0104652527771
2015-06,462.85337719153296
2015-07,475.0586183793664
2015-08,427.28409428729964
2015-09,430.8645564481865
2015-10,442.2264714511453
2015-11,440.4451675948547
2015-12,438.700884783476
2016-01,410.11547111365223
2016-02,378.18917319083175
2016-03,407.7628824842206
2016-04,407.62811296094486
2016-05,427.2643550231733
2016-06,433.8311457252741
2016-07,455.4605377397489
2016-08,462.59951711831314
2016-09,454.2651799314038
2016-10,463.40181605755936
2016-11,443.1575603465829
2016-12,445.3506958238533
2017-01,453.5704095117957
2017-02,488.53607279172394
2017-03,514.3786725511184
2017-04,514.9634721895011
2017-05,507.4421606883957
2017-06,496.38519144502766
2017-07,517.1926284046017
2017-08,509.0380377449533
2017-09,493.0377387320623
2017-10,537.2232123945339
2017-11,521.179459914807
2017-12,542.7887566779171
2018-01,541.2158434561726
2018-02,515.7353134576183
2018-03,493.1178360940075
2018-04,522.6119968431751
2018-05,521.4820052014614
2018-06,516.2963102483952
2018-07,548.7513795886957
2018-08,557.1611483751229
2018-09,507.3103679873883
2018-10,483.7632142220149
2018-11,534.3052989816073
2018-12,528.5119489816313
2019-01,516.3872522283071
2019-02,520.5191325580043
2019-03,576.5836626836896
2019-04,580.9281956170446
2019-05,585.5034919879953
2019-06,571.361008757811
2019-07,553.924150114412
2019-08,543.6608190046377
2019-09,566.06659810102
2019-10,577.0781227517806
2019-11,580.629180073191
2019-12,579.0064067458216
2020-01,581.8459590775276
2020-02,544.321353788113
2020-03,407.9590648730178
2020-04,474.6537310502875
2020-05,454.3803365510755
2020-06,480.5893588147285
2020-07,503.86113602817386
2020-08,515.6082261993269
2020-09,529.126380135502
2020-10,538.6565544716883
2020-11,569.7763355068089
2020-12,613.8122039962738
2021-01,603.7799194097115
2021-02,635.9285461088576
2021-03,671.6625717634097
2021-04,649.6890433412448
2021-05,695.1350383508094
2021-06,711.6773787537069
2021-07,717.8661976331207
2021-08,800.0209539998249
2021-09,819.7804711335195
2021-10,814.4502124040532
2021-11,811.9351012852451
2021-12,833.6644191393441
2022-01,834.1513172938517
2022-02,799.1824320132155
2022-03,836.2302474899184
2022-04,867.2229790990062
2022-05,804.286064120464
2022-06,768.5388131086987
2022-07,861.4457265357918
2022-08,909.4152109881785
2022-09,873.4373893981686
2022-10,887.9542540144472
2022-11,896.599659957083
2022-12,817.6505191581717
2023-01,779.4610256752744
2023-02,761.7675306838713
2023-03,752.192675481546
2023-04,771.0757403092593
2023-05,821.7383272579508
2023-06,840.6925338131456
2023-07,856.7378737851736
