Date,AUSTRIA
1998-12,100.0
1999-01,97.21692614517274
1999-02,106.15206392541442
1999-03,107.61520772028896
1999-04,114.49114190399015
1999-05,101.6199838394752
1999-06,107.35054317566235
1999-07,104.03441082042093
1999-08,105.56521556489248
1999-09,99.18088407243775
1999-10,99.2657764211982
1999-11,98.97883323725402
1999-12,106.47312377038813
2000-01,99.51785723064374
2000-02,96.42549491253133
2000-03,99.46197149997437
2000-04,98.98616139622231
2000-05,100.69959857396717
2000-06,100.726151028125
2000-07,104.16494592395823
2000-08,105.53950371218122
2000-09,106.85433660648472
2000-10,105.18842806146813
2000-11,98.51947352212531
2000-12,100.08223368602337
2001-01,104.02660617198708
2001-02,112.0322949752524
2001-03,110.97349077353238
2001-04,113.24014213690374
2001-05,111.07896697466118
2001-06,108.6191335092989
2001-07,112.71144423461793
2001-08,109.09485356957364
2001-09,98.55890729348324
2001-10,92.81213951726421
2001-11,97.97467522750355
2001-12,99.56697002651536
2002-01,103.34252384073974
2002-02,105.85547083249338
2002-03,112.30632074469898
2002-04,116.7858217603944
2002-05,113.28069332590381
2002-06,108.41564841794141
2002-07,98.94183933465744
2002-08,98.80432931551334
2002-09,92.22347585796415
2002-10,93.39190319904863
2002-11,92.74840610808442
2002-12,98.45906696416347
2003-01,98.17168844320996
2003-02,99.20285003912169
2003-03,99.5499734780859
2003-04,104.81466884951445
2003-05,104.59420897770467
2003-06,110.51652356312754
2003-07,111.98691429235048
2003-08,114.25768154553533
2003-09,113.96198588992425
2003-10,120.43043053398847
2003-11,125.34257257610155
2003-12,128.5745616044358
2004-01,142.00672586039158
2004-02,145.50659308869737
2004-03,153.78304732465546
2004-04,158.5583906356432
2004-05,156.49643817693402
2004-06,166.15221920671348
2004-07,170.89350040042248
2004-08,169.03893029193512
2004-09,173.27557510404506
2004-10,178.74726658270419
2004-11,193.77788263082005
2004-12,204.64635601032566
2005-01,208.4031691065813
2005-02,223.2186211213049
2005-03,217.30005951522662
2005-04,209.06991503288702
2005-05,227.84041836818147
2005-06,247.31310339090567
2005-07,256.2621256506041
2005-08,269.8024390991293
2005-09,278.98394320106803
2005-10,269.5141934240544
2005-11,283.4082497149516
2005-12,293.928330350352
2006-01,318.2803215717506
2006-02,318.9871716989915
2006-03,325.04463997279214
2006-04,327.0358510730212
2006-05,301.46355154753894
2006-06,301.3650032851788
2006-07,302.7259010387182
2006-08,304.8075429983818
2006-09,314.4316978373353
2006-10,329.0075583366407
2006-11,331.7552150802184
2006-12,358.99408547359695
2007-01,366.09196386563474
2007-02,353.73381253271566
2007-03,376.1981749993128
2007-04,383.442540913282
2007-05,394.5110066871747
2007-06,389.2273927351465
2007-07,364.9907411720215
2007-08,351.7026645140467
2007-09,338.56999374273
2007-10,358.01508500157473
2007-11,329.7694733049484
2007-12,330.8166324828629
2008-01,282.93240569778914
2008-02,285.27494758968317
2008-03,275.02127863156454
2008-04,312.49316609996526
