Date,NIHONKABU
1998-12,1000.0
1999-01,1040.8912953771292
1999-02,1052.654725257118
1999-03,1222.1700634027154
1999-04,1298.55959753321
1999-05,1242.472290779231
1999-06,1374.8506578979398
1999-07,1456.3777602248185
1999-08,1464.733674820239
1999-09,1543.529676115053
1999-10,1630.282450752239
1999-11,1773.988133453214
1999-12,1891.9831032778902
2000-01,1853.7809213731662
2000-02,1834.3979151117526
2000-03,2002.1768946267193
2000-04,1943.6008202753458
2000-05,1811.7809174865301
2000-06,1872.798678575932
2000-07,1713.5294547511382
2000-08,1900.7840511382135
2000-09,1822.8009411929204
2000-10,1786.8817029824402
2000-11,1666.8288227824783
2000-12,1450.928702856062
2001-01,1447.3908831350664
2001-02,1397.8476775569873
2001-03,1410.9736469280306
2001-04,1502.499813384698
2001-05,1567.7768605139797
2001-06,1476.2262542738997
2001-07,1321.8879036329301
2001-08,1241.4290029585875
2001-09,1122.5405922925415
2001-10,1132.666293393433
2001-11,1151.7973850101553
2001-12,1071.601953181519
2002-01,1018.1403372436324
2002-02,1051.0896078279627
2002-03,1113.5121423483154
2002-04,1136.1214853037422
2002-05,1169.6957393359298
2002-06,1048.4077384513066
2002-07,983.6533741293902
2002-08,971.9593820539865
2002-09,920.140472980039
2002-10,855.80650653863
2002-11,886.5228105566433
2002-12,818.0800361092192
2003-01,767.0334303269449
2003-02,769.0602814463929
2003-03,725.0463633343484
2003-04,703.6336806735716
2003-05,699.3459674409291
2003-06,769.8046153450598
2003-07,817.350687900303
2003-08,926.2272127871428
2003-09,924.778990427025
2003-10,968.3474404993334
2003-11,910.7468778753447
2003-12,924.8823878011574
2004-01,955.3143181236859
2004-02,952.8076953092942
2004-03,1093.7018981480733
2004-04,1060.0380936647289
2004-05,1003.554402244465
2004-06,1061.8215808129344
2004-07,1009.1535727200252
2004-08,1005.3921149894052
2004-09,960.0358102773732
2004-10,962.0346593981592
2004-11,965.2253666438717
2004-12,991.7378097685513
2005-01,1010.0527362938518
2005-02,1012.5206943389794
2005-03,1013.0885769331851
2005-04,993.2480798704852
2005-05,1028.7325283493722
2005-06,1048.0939325237487
2005-07,1055.2237723199582
2005-08,1114.7046629747647
2005-09,1255.0108113194376
2005-10,1248.5716786618414
2005-11,1321.4123323900037
2005-12,1433.9220133326753
2006-01,1462.5621431620957
2006-02,1476.1819321160328
2006-03,1490.62690511282
2006-04,1473.6709261314197
2006-05,1356.2421797215354
2006-06,1347.406497015059
2006-07,1342.5960689090837
2006-08,1358.4926835522474
2006-09,1350.273129758512
2006-10,1362.852503381481
2006-11,1320.9667715510955
2006-12,1360.4277635761719
2007-01,1391.7321458388208
2007-02,1424.2688524184352
2007-03,1394.059188695403
2007-04,1332.6391189202643
2007-05,1372.7178616067688
2007-06,1364.5721513689236
2007-07,1344.2980195047035
2007-08,1311.137248736488
2007-09,1284.9068194754914
2007-10,1258.3493829171994
2007-11,1217.3415730801992
2007-12,1174.2209708745113
2008-01,1107.7452309936175
2008-02,1087.1359355100765
2008-03,999.5620791901546
2008-04,1090.8091663039775
2008-05,1120.3387428815658
2008-06,1030.3762479210427
2008-07,1005.3998171232984
2008-08,1023.7418102173242
2008-09,953.0093817777306
2008-10,900.1565971388436
2008-11,888.5212097065171
2008-12,877.3474043964264
2009-01,886.4449235568595
2009-02,784.7298396407259
2009-03,765.5583343133387
2009-04,840.6673218743675
2009-05,867.7123931675088
2009-06,890.6690129137602
2009-07,918.1468880198216
2009-08,943.245054721693
2009-09,910.0467661602788
2009-10,878.5456152998973
2009-11,854.8383683876265
2009-12,900.7803568751968
2010-01,946.937088778282
2010-02,975.2269978029708
2010-03,1032.538615111616
2010-04,1049.1071693255751
2010-05,1045.1564316060947
2010-06,1026.2462034165924
2010-07,998.923111349722
2010-08,1000.904973668418
2010-09,974.2515756595305
2010-10,976.0770969451992
2010-11,1063.8240366696846
2010-12,1110.1829908233817
2011-01,1088.0152468851436
2011-02,1129.4858430657393
2011-03,998.0368746811157
2011-04,957.9153349384402
2011-05,972.6797093094
2011-06,979.0416099988257
2011-07,1022.8367975264616
2011-08,937.4282878970645
2011-09,989.8811762931406
2011-10,950.795052747977
2011-11,941.579922266627
2011-12,985.0545374042329
2012-01,1020.3450216057254
2012-02,1048.053310191368
2012-03,1066.5541279263014
2012-04,1038.727157987663
2012-05,1012.4304656840844
2012-06,1037.3387173628728
2012-07,1042.8807963491904
2012-08,1011.0374973670539
2012-09,1013.3391293538677
2012-10,986.9972378347886
2012-11,1006.6831018990678
2012-12,1045.0241782185433
2013-01,1051.8836646727827
2013-02,1121.5670537922138
2013-03,1194.5549231917569
2013-04,1267.1913167755472
2013-05,1219.210056853639
2013-06,1236.1976091978856
2013-07,1217.9986310316497
2013-08,1200.2018656810787
2013-09,1265.7253417286138
2013-10,1260.263648586019
2013-11,1276.9513362695122
2013-12,1272.2274507826253
2014-01,1250.1509707025239
2014-02,1214.2017333900728
2014-03,1201.697167553727
2014-04,1163.4323315594831
2014-05,1229.6960011426959
2014-06,1290.2397254378518
2014-07,1329.1186012348282
2014-08,1320.9998949910057
2014-09,1367.3658772072297
2014-10,1360.0738110875436
2014-11,1370.6951058086488
2014-12,1391.768168829533
2015-01,1529.509258106547
2015-02,1631.6900306112818
2015-03,1731.0711811589804
2015-04,1719.0668856476657
2015-05,1781.3750913391855
2015-06,1723.9844511466338
2015-07,1748.365522704196
2015-08,1624.499580000722
2015-09,1517.9375942053364
2015-10,1689.720164674865
2015-11,1749.0254284815821
2015-12,1707.2858622188166
2016-01,1573.4296012722416
2016-02,1521.5250414584523
2016-03,1519.4798085013551
2016-04,1581.3116391230794
2016-05,1610.6049226123125
2016-06,1573.5000872838325
2016-07,1664.5864914630947
2016-08,1676.6254912751917
2016-09,1687.8998930485552
2016-10,1754.642988719666
2016-11,1769.7862327612204
2016-12,1797.635308363771
2017-01,1820.4753578534023
2017-02,1872.0234315654818
2017-03,1853.6739199399192
2017-04,1840.345898123909
2017-05,1837.4870388513984
2017-06,1832.1766276272836
2017-07,1808.0093308330765
2017-08,1793.2177265772973
2017-09,1838.3142005728957
2017-10,1952.7350737647264
2017-11,1966.3175831168523
2017-12,1964.7636795381704
2018-01,1978.5029838517023
2018-02,1990.2383396903776
2018-03,1932.2995920326919
2018-04,1980.600913984001
2018-05,2029.6323192074867
2018-06,1976.5128606842534
2018-07,1980.753132821008
2018-08,1995.1587309595598
2018-09,2059.898051446865
2018-10,1932.3176394954
2018-11,1939.8842276968878
2018-12,1792.7035637960958
2019-01,1894.8660470353477
2019-02,1909.3207094723557
2019-03,1946.4200736861806
2019-04,1977.0388191416505
2019-05,1908.917017704078
2019-06,1938.0827329769722
2019-07,1983.9606973015543
2019-08,1984.49143641005
2019-09,2084.6358259770586
2019-10,2136.2702634858942
2019-11,2174.7934547822624
2019-12,2182.253942054305
2020-01,2178.2377052920406
2020-02,1995.6991702235148
2020-03,1860.4385693885642
2020-04,1964.2408839144089
2020-05,2047.6433359416342
2020-06,2028.4399249694259
2020-07,1894.5159543234768
2020-08,2015.2556525011582
2020-09,2074.1630846256635
2020-10,2056.419635779578
2020-11,2254.6442065734027
2020-12,2294.7007421304556
2021-01,2285.507563859346
2021-02,2324.251350847254
2021-03,2425.521864905948
2021-04,2330.0984881934314
2021-05,2331.649930140898
2021-06,2395.1044704010123
2021-07,2363.8493385846086
2021-08,2448.8099358234294
2021-09,2566.547694380156
2021-10,2483.3302641487253
2021-11,2489.6455356217825
2021-12,2510.6982052701883
2022-01,2419.8792209384605
2022-02,2389.934332304675
2022-03,2400.6120710566843
2022-04,2310.786975635647
2022-05,2313.343228843764
2022-06,2183.797610816487
2022-07,2364.869041056811
2022-08,2337.0071408481076
2022-09,2153.4775544392
2022-10,2198.7968588211465
2022-11,2312.746442224409
2022-12,2238.3378812516
2023-01,2338.168308224535
2023-02,2302.140268553039
2023-03,2337.62675763521
2023-04,2308.5530936985624
2023-05,2434.288276110771
2023-06,2478.6060896216795
2023-07,2525.091567621189
