Date,CANADA
2012-04,351.21492332811783
2012-05,335.54281826211513
2012-06,336.2464698508216
2012-07,354.02689022948425
2012-08,360.5805640166951
2012-09,366.2812693971517
2012-10,362.30445736775096
2012-11,359.2262876494861
2012-12,359.78897483640606
2013-01,355.7808742466741
2013-02,364.10365889530163
2013-03,372.63807994711715
2013-04,357.5876856540924
2013-05,361.83368613166556
2013-06,340.60224401517377
2013-07,352.5598252763554
2013-08,351.6445707849254
2013-09,355.9192254759362
2013-10,366.02624427114284
2013-11,362.1522169633828
2013-12,363.6101309600262
2014-01,356.1602363583072
2014-02,363.1430689470884
2014-03,369.2035293326443
2014-04,377.65561284135646
2014-05,386.743237805664
2014-06,408.3616294802771
2014-07,417.54331234231876
2014-08,433.638157665935
2014-09,422.8319559233403
2014-10,414.0682933424816
2014-11,416.1697435575132
2014-12,420.2942883977767
2015-01,413.11330759616595
2015-02,440.29195269697544
2015-03,444.9166274276226
2015-04,455.98391440095156
2015-05,444.9302986195195
2015-06,424.91016225376194
2015-07,412.7588689129639
2015-08,380.7189647106657
2015-09,364.15119178480757
2015-10,383.36460462672534
2015-11,392.91359086620685
2015-12,355.065242720893
2016-01,347.48454025296184
2016-02,359.2179114542044
2016-03,376.6448691259252
2016-04,399.8199422671146
2016-05,397.16134247403147
2016-06,399.4646977753986
2016-07,410.25312472512775
2016-08,413.21849149746345
2016-09,414.03993782523946
2016-10,420.693132174226
2016-11,445.0635429935046
2016-12,455.5137190394893
2017-01,461.1340226469275
2017-02,461.59449068571257
2017-03,460.4678241863234
2017-04,442.68412364032827
2017-05,427.6846881920189
2017-06,434.5565739914282
2017-07,436.97114991447876
2017-08,433.8720887291418
2017-09,452.4583515446308
2017-10,458.1520569281705
2017-11,450.381080179196
2017-12,464.4188856207087
2018-01,451.7881831853204
2018-02,427.6155749436357
2018-03,420.1137619350101
2018-04,438.0652915088978
2018-05,462.3560435316416
2018-06,463.2052407672636
2018-07,473.3526407598213
2018-08,468.99126711048376
2018-09,469.35226242992553
2018-10,443.53684680788206
2018-11,445.0901751071652
2018-12,403.9365468851374
2019-01,454.8608929470103
2019-02,471.0600375336815
2019-03,474.45297458786666
2019-04,489.7832374262305
2019-05,472.8441268822166
2019-06,490.65331436961446
2019-07,498.9154469692153
2019-08,498.5324237496544
2019-09,514.8486876585945
2019-10,502.0372633622874
2019-11,520.4518169326318
2019-12,524.4782710757166
2020-01,529.0077171680838
2020-02,494.7341483169179
2020-03,388.828177537439
2020-04,437.60987697214955
2020-05,444.8416094955494
2020-06,456.484710013316
2020-07,459.50921803276054
2020-08,478.6152337337731
2020-09,464.1332557919315
2020-10,451.71987161450016
2020-11,500.5431694330946
2020-12,506.7454259203608
2021-01,504.874382631425
2021-02,533.4427857231914
2021-03,578.1486267124924
2021-04,589.3598401880042
2021-05,611.8333853283624
2021-06,630.5023124282442
2021-07,629.8125911884446
2021-08,633.9099085262675
2021-09,628.8274721703517
2021-10,677.7031795147295
2021-11,662.6579602214773
2021-12,686.8714837192534
2022-01,690.8272209906654
2022-02,690.6544711807636
2022-03,734.1780031197208
2022-04,717.7596402920952
2022-05,717.0737232242616
2022-06,658.3343814206936
2022-07,707.977605835511
2022-08,688.6711671764061
2022-09,646.7350817122214
2022-10,682.9270852924724
2022-11,695.2253943333992
2022-12,637.7036268633053
2023-01,683.136042471113
2023-02,669.0252993254053
2023-03,653.4518721596734
2023-04,662.192718634939
2023-05,648.2118947064664
2023-06,674.7148721376798
2023-07,689.2693529880677
