Date,PERU
2014-07,1095.5485711054137
2014-08,1178.0580319091114
2014-09,1149.2595204899592
2014-10,1153.3365069261886
2014-11,1195.3091183194854
2014-12,1190.0985703194185
2015-01,1210.9255947634636
2015-02,1257.8748200812693
2015-03,1260.6048736344435
2015-04,1336.178431779141
2015-05,1275.6477115238372
2015-06,1224.485335641495
2015-07,1131.8310588825675
2015-08,978.9023595917945
2015-09,959.4711886639072
2015-10,1024.4451429487901
2015-11,979.081268100585
2015-12,905.9634246234133
2016-01,924.3306687483821
2016-02,998.5442749794524
2016-03,1097.0202255244621
2016-04,1239.4309682343408
2016-05,1195.5188332619941
2016-06,1329.9819595549168
2016-07,1394.803552859054
2016-08,1339.2311402518303
2016-09,1329.1100508545346
2016-10,1347.6551516644988
2016-11,1441.421455498009
2016-12,1451.9547190121518
2017-01,1546.4105919902406
2017-02,1539.5025005047223
2017-03,1510.6734352935334
2017-04,1444.3122368504646
2017-05,1487.328764937717
2017-06,1518.7733450430023
2017-07,1548.4267933948247
2017-08,1666.4944969274377
2017-09,1671.3095470536264
2017-10,1761.6204179164845
2017-11,1757.57312800012
2017-12,1764.9324249172298
2018-01,1864.2822806937272
2018-02,1851.9490196174706
2018-03,1901.3274377904008
2018-04,1993.8311844214243
2018-05,1961.7329766891971
2018-06,1939.146094283472
2018-07,1977.7525949988267
2018-08,1864.2969737944236
2018-09,1907.7052020840265
2018-10,1941.4305376499015
2018-11,1873.1736207483318
2018-12,1882.8618041930554
2019-01,2019.4960408197926
2019-02,2075.566039446702
2019-03,2127.9963315770083
2019-04,2124.237826738099
2019-05,1999.7883346057383
2019-06,2058.338199223337
2019-07,1982.3713911683747
2019-08,1903.5842962744973
2019-09,1950.900689030788
2019-10,1972.6560819191104
2019-11,2001.8588639149073
2019-12,2008.9363665873104
2020-01,1908.842544863416
2020-02,1690.5762221934174
2020-03,1320.2071134128648
2020-04,1463.8020612562186
2020-05,1407.875954146285
2020-06,1423.1588433115917
2020-07,1396.8301235609624
2020-08,1484.2364730601173
2020-09,1411.2087229346719
2020-10,1418.826831927344
2020-11,1665.0452079629256
2020-12,1756.2229274279216
2021-01,1654.0018890929407
2021-02,1776.2368191834162
2021-03,1634.4606565436923
2021-04,1493.9124744157323
2021-05,1626.0396039633947
2021-06,1477.666361396026
2021-07,1343.3696968426436
2021-08,1352.8176363491486
2021-09,1345.4063650390513
2021-10,1527.4571748493906
2021-11,1473.864218774802
2021-12,1514.0853510585403
2022-01,1717.6161828461086
2022-02,1865.2586209620558
2022-03,2087.5412364883405
2022-04,1819.9046751534077
2022-05,1820.873407114455
2022-06,1550.0267816227038
2022-07,1637.035988038107
2022-08,1633.344116117893
2022-09,1639.039822926288
2022-10,1845.7143935679524
2022-11,1995.4605531459938
2022-12,1765.5602540206157
2023-01,1872.1892433000364
2023-02,1847.2881594512721
2023-03,1877.619276908102
2023-04,1852.5665971401731
2023-05,1833.167496705795
2023-06,1990.6313974582513
2023-07,2198.46521230644
