Date,PERU
2000-12,100.00000000000001
2001-01,112.91399322928365
2001-02,114.6301498711823
2001-03,118.98618699819541
2001-04,108.9285843261049
2001-05,122.45882489996583
2001-06,131.4790746755573
2001-07,123.42465958043907
2001-08,125.66627697586712
2001-09,122.39607520099844
2001-10,117.60885550841617
2001-11,119.62556482124572
2001-12,126.44739014355812
2002-01,142.24965764144704
2002-02,150.00056779676902
2002-03,154.42655476454092
2002-04,148.73697327932607
2002-05,151.1476403640839
2002-06,128.59955474560024
2002-07,117.9942387872986
2002-08,129.42160611402025
2002-09,121.05097238106751
2002-10,127.3552502197202
2002-11,137.46000064937454
2002-12,140.01624825
2003-01,145.3442331090439
2003-02,142.67427473638946
2003-03,138.15409900702863
2003-04,143.44899249590398
2003-05,144.38103785320737
2003-06,147.23164218436412
2003-07,159.47640422532282
2003-08,173.39988117552625
2003-09,173.55397191345676
2003-10,197.51499270988478
2003-11,222.89152708287878
2003-12,226.0627963249588
2004-01,202.52948769219103
2004-02,205.8885032270246
2004-03,246.11658626680855
2004-04,207.37827415451153
2004-05,213.96452706078236
2004-06,213.06649477613146
2004-07,214.83689461240627
2004-08,222.20930122181937
2004-09,231.62314246174174
2004-10,232.96430879077872
2004-11,224.01706259204187
2004-12,216.10617629540275
2005-01,225.79358061234393
2005-02,241.3056709607812
2005-03,235.0231394740713
2005-04,235.76121952080624
2005-05,242.2690966416517
2005-06,253.76703012833065
2005-07,270.57339943896204
2005-08,276.67228473289697
2005-09,331.78321580288554
2005-10,301.25960583591353
2005-11,334.95244992984664
2005-12,335.5202294742581
2006-01,381.7758275364154
2006-02,379.32211649851735
2006-03,363.77064827146586
2006-04,408.9745739783278
2006-05,360.2330577628205
2006-06,396.9447146640973
2006-07,426.355896118773
2006-08,427.8550930281567
2006-09,445.1585336162437
2006-10,463.65718910799444
2006-11,474.32988624685333
2006-12,486.5463645347094
2007-01,538.3978919940754
2007-02,584.8272072875933
2007-03,602.2781055539635
2007-04,678.4478725067831
2007-05,733.709221083603
2007-06,792.8547392266911
2007-07,888.599487825954
2007-08,825.7346437362836
2007-09,919.305088078534
2007-10,1019.3623781690256
2007-11,864.3938842501195
2007-12,852.9457454060001
2008-01,804.4540542930284
2008-02,911.4971174889046
2008-03,828.6651731283018
2008-04,886.3590947788554
2008-05,884.8666668981764
2008-06,853.0467052465925
2008-07,721.0424688011635
2008-08,707.7136014165906
2008-09,628.3704815075208
2008-10,445.1773156430016
2008-11,501.18545227890456
2008-12,536.4409891986029
2009-01,509.62043717197486
2009-02,492.3658411460865
2009-03,598.3469606173497
2009-04,608.1636272828683
2009-05,675.3543958873556
2009-06,629.6672968540468
2009-07,724.3137925798021
2009-08,750.2122883903296
2009-09,870.0413397282243
2009-10,827.8252949395567
2009-11,913.9032661540343
2009-12,893.6329627811056
2010-01,829.3597790770867
2010-02,910.9819364470604
2010-03,953.2166812645821
2010-04,980.7545227729486
2010-05,1094.2846163653583
2010-06,1097.188542836005
2010-07,1114.076105346446
2010-08,1189.8356993556881
2010-09,1229.3801986534168
2010-10,1407.566708295223
2010-11,1452.286538833828
2010-12,1465.3220417579846
2011-01,1261.1265989423243
2011-02,1273.2282648683195
2011-03,1197.2520623440012
2011-04,1086.6748298953623
2011-05,1136.512866685634
2011-06,994.1455707275895
2011-07,1087.4080789906388
2011-08,1155.1754851811424
2011-09,1023.8320346000094
2011-10,1135.1571748450763
2011-11,1169.366975687104
2011-12,1190.414117293195
2012-01,1301.924196194268
2012-02,1263.3383052563
2012-03,1304.6732335971024
2012-04,1338.204095930115
2012-05,1338.289735375263
2012-06,1323.8623064135081
2012-07,1312.4629857854213
2012-08,1281.412133667624
2012-09,1343.3679619741072
2012-10,1334.5867274226907
2012-11,1346.8736953839264
2012-12,1408.962417281656
2013-01,1352.9214071265185
2013-02,1316.196185219718
2013-03,1409.8433154076101
2013-04,1209.9816707079328
2013-05,1130.016326605593
2013-06,1010.3584894598399
2013-07,929.5980274305613
2013-08,942.8822996017132
2013-09,934.7298115934965
2013-10,1002.7319650889593
2013-11,910.0787514724906
2013-12,945.6993121706106
2014-01,969.1432360181785
2014-02,966.7738442680276
2014-03,986.7729640628042
2014-04,1049.2024989885197
2014-05,1064.9745664980892
2014-06,1077.6129290618242
