Date,KENYA
2002-05,145.61727061722
2002-06,140.91245673058705
2002-07,143.88695008800167
2002-08,143.5604935443688
2002-09,145.84729229029497
2002-10,154.17389805225133
2002-11,169.86822342468255
2002-12,195.75381030983561
2003-01,203.3751576399019
2003-02,231.68239247488822
2003-03,249.9078506169721
2003-04,298.23729238826076
2003-05,288.17772737765176
2003-06,291.2467133015505
2003-07,321.9482182504705
2003-08,353.3828104153544
2003-09,404.300857060513
2003-10,444.6610350808485
2003-11,566.2014670203602
2003-12,544.3401285871473
2004-01,596.4303410915303
2004-02,631.8312555392617
2004-03,526.1519927116472
2004-04,532.8298695489927
2004-05,485.4942052303228
2004-06,456.69630901727686
2004-07,482.49724625716755
2004-08,498.2260911066077
2004-09,487.0939793348782
2004-10,473.06662706657886
2004-11,493.7476325510623
2004-12,442.3694707629207
2005-01,500.9812647727497
2005-02,489.3906093754981
2005-03,525.5343459144958
2005-04,535.931367062672
2005-05,632.8460433646527
2005-06,707.1734409412398
2005-07,724.0498269179851
2005-08,704.2294753937717
2005-09,721.7705787481366
2005-10,721.2333727202572
2005-11,726.664803443564
2005-12,744.9145304618824
2006-01,757.7944427012675
2006-02,738.8896361309247
2006-03,773.9495018136022
2006-04,749.4889293867052
2006-05,777.891530160908
2006-06,758.7217708787274
2006-07,749.2548501462388
2006-08,804.660051026884
2006-09,875.0864943913177
2006-10,943.7044119389434
2006-11,984.0680469717133
2006-12,1025.1596655385288
2007-01,1036.2300369599573
2007-02,918.3922538540431
2007-03,935.8605289832662
2007-04,938.9203025644168
2007-05,955.8563938668353
2007-06,1025.2501298212414
2007-07,1022.873658693583
2007-08,1053.7031100987654
2007-09,979.9992934608756
2007-10,884.2139258496916
2007-11,1000.0
2007-12,1038.7184233126316
2008-01,814.5972811007942
2008-02,897.888120289166
2008-03,902.7328644082047
2008-04,1061.4549454686087
2008-05,1091.265898324895
2008-06,1043.2798171359377
2008-07,980.6740027243482
2008-08,952.7501427424586
2008-09,846.176208156804
2008-10,668.0602845863207
2008-11,698.550428251173
2008-12,684.155776728319
2009-01,667.4331947509683
2009-02,513.4841155154796
2009-03,590.164758079803
2009-04,590.1456364155765
2009-05,556.7189083641056
2009-06,697.131956102437
2009-07,701.9410110698094
2009-08,663.5337227339251
2009-09,656.9611068964771
2009-10,655.943345888614
2009-11,677.6701392240511
2009-12,705.5127961525505
2010-01,792.9666095240149
2010-02,794.7775071030342
2010-03,843.4604010231193
2010-04,918.8279218422015
2010-05,979.0168717139337
2010-06,994.820731132777
2010-07,965.3182549040766
2010-08,950.5992338394947
2010-09,934.9578830260604
2010-10,983.2156232469746
