Date,ESTONIA
2002-05,337.2052561820338
2002-06,316.8734198670922
2002-07,294.0959435282064
2002-08,308.5967185768779
2002-09,314.5587846280028
2002-10,339.9600672584873
2002-11,376.88171344846
2002-12,391.481086005558
2003-01,380.57919995103754
2003-02,373.15057752788385
2003-03,379.340866468394
2003-04,404.86098035935424
2003-05,444.2634177138863
2003-06,468.88249823168024
2003-07,483.6516579675341
2003-08,502.0775987504658
2003-09,487.24452049743365
2003-10,489.03605201494247
2003-11,467.65855104694936
2003-12,507.8543019375494
2004-01,557.2219046596304
2004-02,571.0493500614763
2004-03,606.9289778860614
2004-04,606.5273136486344
2004-05,594.7163337381254
2004-06,627.7781178102244
2004-07,624.5759535061201
2004-08,628.164258698467
2004-09,643.1010704796039
2004-10,693.7623275854259
2004-11,752.4311852912014
2004-12,808.9718884322572
2005-01,842.9286155938989
2005-02,974.6738805342263
2005-03,1086.3494649481015
2005-04,1080.276948468745
2005-05,1078.0121317624507
2005-06,1074.1838398018103
2005-07,1072.7283061435428
2005-08,1071.272772485274
2005-09,1218.6977700872324
2005-10,1185.72090271884
2005-11,1216.1647688125386
2005-12,1155.5872940615195
2006-01,1175.9470058538216
2006-02,1164.1819015866674
2006-03,1167.398147012084
2006-04,1152.63258173032
2006-05,1024.377792726695
2006-06,963.153773114468
2006-07,987.6399803440582
2006-08,1011.7026050647889
2006-09,1055.1425744692588
2006-10,1141.0116892979906
2006-11,1109.0526433691264
2006-12,1291.7978041592626
2007-01,1504.0811221115603
2007-02,1282.4447183499658
2007-03,1308.3014359630795
2007-04,1282.6630228899776
2007-05,1335.2377809194174
2007-06,1441.6908064557438
2007-07,1446.6543272202098
2007-08,1332.382655164514
2007-09,1290.6749778768303
2007-10,1156.4360893661412
2007-11,1000.0
2007-12,1037.9306579005004
2008-01,869.4789357775331
2008-02,897.5823429981068
2008-03,879.081535690579
2008-04,809.1955534005925
2008-05,807.312953886368
2008-06,792.779322300786
2008-07,655.0827809316264
2008-08,720.1419597880265
2008-09,597.4746952082318
2008-10,408.78021006128654
2008-11,367.639508003557
2008-12,392.0948536334647
2009-01,410.7501255241873
2009-02,371.42983782636713
2009-03,383.3753716375427
2009-04,400.546434845158
2009-05,455.23666717378154
2009-06,408.8258752618337
2009-07,394.4424101976907
2009-08,502.1695512883043
2009-09,551.6430572894253
2009-10,533.6641859786961
2009-11,538.447366990408
2009-12,523.8161644281272
2010-01,806.9694171426397
2010-02,703.7060206252303
2010-03,771.4888767028515
2010-04,843.4543755309237
2010-05,731.206095861937
2010-06,704.3322812738935
2010-07,733.440502368434
2010-08,762.6752878187309
2010-09,790.297550567033
2010-10,837.0336232063574
2010-11,865.3163118863212
2010-12,905.9551703791183
2011-01,942.1935153733342
2011-02,970.5754807465711
2011-03,934.2691365996242
2011-04,869.0415837624487
2011-05,839.5667181537929
2011-06,794.9902745990044
2011-07,854.7322527292224
2011-08,785.3021050321113
2011-09,684.2037556193509
2011-10,716.5569007775536
2011-11,721.0083347439441
2011-12,673.9337944422826
2012-01,698.8238322572197
2012-02,738.81145157124
2012-03,750.418283409273
2012-04,791.8769384271877
2012-05,746.5479484852225
2012-06,749.6069573573002
2012-07,774.8436697487115
2012-08,840.5427872043693
2012-09,814.8886350488629
2012-10,803.9729409016178
2012-11,869.1145855792985
2012-12,971.3822196989338
2013-01,1035.274204361876
2013-02,1015.8776597514802
2013-03,1157.2175626938174
2013-04,1150.3281604039107
2013-05,1093.108606160082
2013-06,1098.6884229966895
2013-07,1098.07604570458
2013-08,1103.511951955739
2013-09,1106.931090533408
2013-10,1117.9100786708623
2013-11,1109.630676183832
2013-12,1042.855539157504
2014-01,1058.1548740742344
2014-02,1019.4217220777929
2014-03,953.6559786268094
2014-04,941.5779595652658
2014-05,936.9387341609581
2014-06,942.1288520355856
2014-07,905.5302895822731
2014-08,893.6846017065068
2014-09,846.7202242924014
2014-10,828.3119200196876
2014-11,869.9741240525613
2014-12,830.5153376115011
2015-01,932.9339300216647
2015-02,1015.2183116740679
2015-03,984.0732571597953
2015-04,960.5086555877205
2015-05,929.2031390758158
2015-06,928.7271880829076
2015-07,961.67154863971
2015-08,991.266907401713
2015-09,965.8489677971619
2015-10,978.4665621728409
2015-11,1011.7479788015917
2015-12,1033.1143588330035
2016-01,1014.5392461586571
2016-02,1081.4675811225493
2016-03,1130.1863051184866
2016-04,1173.275085009556
2016-05,1189.0494484486908
2016-06,1176.7502906094994
2016-07,1223.4850081716986
2016-08,1145.4839009012983
2016-09,1156.4898489217956
2016-10,1169.296284446878
2016-11,1139.6994792999376
2016-12,1173.9178651860893
2017-01,1216.461325874819
2017-02,1211.8486443813163
2017-03,1215.5410143875463
2017-04,1205.3619677418594
2017-05,1200.6229699674004
2017-06,1208.441954262014
2017-07,1397.9207986127103
2017-08,1453.7071339886231
2017-09,1368.8528332255362
2017-10,1375.1363453826573
2017-11,1447.4236218315032
2017-12,1541.3205538111838
2018-01,1541.448099484213
2018-02,1558.076586230173
2018-03,1411.4075292801076
2018-04,1378.8655003108215
2018-05,1360.6215783225734
2018-06,1424.352857445736
2018-07,1391.0735850755068
2018-08,1371.1060216533706
2018-09,1296.560451544059
2018-10,1291.2357679648246
2018-11,1510.878965608323
2018-12,1391.1986960133113
2019-01,1469.5959955249875
2019-02,1410.0875954390049
2019-03,1432.5063442113358
2019-04,1469.9861801821187
2019-05,1451.7861899480824
2019-06,1462.7368224529798
2019-07,1457.8302634320826
2019-08,1447.9372630573787
2019-09,1447.9372630573812
2019-10,1452.92370441119
2019-11,1474.9251125038381
2019-12,1482.021634644686
2020-01,1522.886548704234
2020-02,1419.445847937803
2020-03,1044.4633223678754
2020-04,1125.40142648395
2020-05,1277.9367113456844
2020-06,1268.7046641945103
2020-07,1215.8863950208254
2020-08,1146.0705017141302
2020-09,1102.287015496841
2020-10,1081.071423110171
2020-11,1201.0037970199496
2020-12,1235.2616923049372
2021-01,1191.8842606267044
2021-02,1169.8304598083084
2021-03,1186.2292374922424
2021-04,1293.7135201061262
2021-05,1270.7542689803004
2021-06,1296.0880527708202
2021-07,1408.2065558296329
2021-08,1681.6310811939236
2021-09,1697.4038907143322
2021-10,1754.5984025078305
2021-11,1643.8854640077782
2021-12,1707.3798404740821
2022-01,1674.219281475114
2022-02,1565.5291773239942
2022-03,1637.6996171591165
2022-04,1616.3946184711574
2022-05,1500.3449802962014
2022-06,1491.3432660240942
2022-07,1438.8021705863368
2022-08,1510.0774900060571
2022-09,1364.3893335549913
2022-10,1331.2288736579053
2022-11,1420.60556578058
2022-12,1446.8653289050285
2023-01,1591.9208388719715
2023-02,1553.5506027822703
2023-03,1522.996489406904
2023-04,1551.6407070961639
2023-05,1560.4984221712205
2023-06,1546.096126741893
2023-07,1528.3822913221316
