Date,CROATIA
2015-08,767.1206242416714
2015-09,711.5112241873461
2015-10,759.1116004088491
2015-11,738.7303651060181
2015-12,738.4417529195191
2016-01,709.927439697414
2016-02,720.0538753247504
2016-03,769.4643711290726
2016-04,770.796608050879
2016-05,770.142237941131
2016-06,777.3793692768717
2016-07,807.6747388884413
2016-08,820.2242577901101
2016-09,899.8145376248468
2016-10,908.2056651312527
2016-11,918.297561063861
2016-12,927.9669401172532
2017-01,970.5080415772446
2017-02,1053.2510573535344
2017-03,959.5279411796905
2017-04,976.4213826022195
2017-05,980.456851722138
2017-06,1030.89467967996
2017-07,1026.526829377897
2017-08,1017.3700993890604
2017-09,982.8756368205843
2017-10,982.4297063065488
2017-11,954.4368228596521
2017-12,947.6912236328359
2018-01,954.6058858098904
2018-02,933.6916709284948
2018-03,931.070293536978
2018-04,937.6302837053454
2018-05,949.3540615235852
2018-06,930.1993065135251
2018-07,943.7446902966863
2018-08,940.7679197862855
2018-09,917.95576301222
2018-10,917.105029092295
2018-11,904.9906565502904
2018-12,900.2111345353569
2019-01,893.1646720736443
2019-02,929.4567535500133
2019-03,941.7836707715954
2019-04,964.6723853450701
2019-05,970.7004383885101
2019-06,1032.5233385463569
2019-07,1041.8202078906259
2019-08,1022.0572566650732
2019-09,1080.8174180522096
2019-10,1081.6648487641119
2019-11,1091.7209266576922
2019-12,1112.2045446622933
2020-01,1152.3511746926645
2020-02,1072.6033548363157
2020-03,927.2175959605077
2020-04,952.7729859389874
2020-05,986.3192425861503
2020-06,1013.3281754348694
2020-07,984.5117598209168
2020-08,1018.8036342982588
2020-09,1029.5918317519588
2020-10,1007.9855038535634
2020-11,1065.4325068911162
2020-12,1072.5375812067916
2021-01,1100.3319006620525
2021-02,1079.0979592499248
2021-03,1130.5965150773711
2021-04,1130.7520386339472
2021-05,1145.798744170606
2021-06,1160.9770843518118
2021-07,1180.3088547986943
2021-08,1181.0432196351032
2021-09,1191.0882446796404
2021-10,1160.2380541191699
2021-11,1137.8786090369722
2021-12,1158.882808423508
2022-01,1153.1714113572946
2022-02,1148.2086648146512
2022-03,1189.1571263641383
2022-04,1199.0017029107116
2022-05,1159.3402832818635
2022-06,1145.1441380328797
2022-07,1159.8481147995865
2022-08,1220.6012452656523
2022-09,1175.164565967424
2022-10,1166.2953780212003
2022-11,1132.4388470976405
2022-12,1158.8948695679812
2023-01,1208.0189548340718
2023-02,1285.6475519691528
2023-03,1280.532004812896
2023-04,1292.6122069045678
2023-05,1324.8330394562822
2023-06,1344.8651356816467
2023-07,1400.2172081940184
