Date,CROATIA
2002-05,497.0990004305536
2002-06,479.8555049244869
2002-07,410.26352067552267
2002-08,429.8693214812965
2002-09,412.7282423462605
2002-10,405.3328318131531
2002-11,478.6444560898824
2002-12,449.3339795803675
2003-01,439.0016092429977
2003-02,396.7979775351017
2003-03,362.18523376340306
2003-04,430.8797212982629
2003-05,395.68611508520735
2003-06,417.10166785573966
2003-07,445.8119453202346
2003-08,470.16020980681134
2003-09,429.1726611515806
2003-10,441.5065005357464
2003-11,445.8479217348523
2003-12,443.92673713478916
2004-01,451.42383757840554
2004-02,451.84113147901655
2004-03,466.7051312159069
2004-04,487.7839344208129
2004-05,453.26011790448126
2004-06,445.2512906453797
2004-07,439.56618956118706
2004-08,452.481092134781
2004-09,469.4753029380582
2004-10,466.9410014639329
2004-11,422.78383500106486
2004-12,404.92846187756925
2005-01,408.46192140393083
2005-02,491.87896502686004
2005-03,393.93057750840876
2005-04,374.07171061015146
2005-05,399.0091505087756
2005-06,438.5372498739374
2005-07,439.50920139025874
2005-08,439.80915377437407
2005-09,474.4487936807892
2005-10,468.8912719488097
2005-11,473.83793563407875
2005-12,469.6632101516942
2006-01,492.7729664379323
2006-02,520.1392703376512
2006-03,662.0828373671765
2006-04,694.1589202742389
2006-05,692.7125981807353
2006-06,860.0402466901247
2006-07,919.9404854778023
2006-08,946.2574211916038
2006-09,913.8307139715166
2006-10,914.2317629996502
2006-11,927.3877871298063
2006-12,933.1160105267688
2007-01,983.6539329236725
2007-02,986.0984118223319
2007-03,1046.7934626462427
2007-04,1114.677687892782
2007-05,1144.7078530425083
2007-06,1117.592955833072
2007-07,1116.4395978231034
2007-08,1065.2234074427531
2007-09,1104.158393687103
2007-10,1064.6312409734635
2007-11,1000.0
2007-12,1100.4583531815433
2008-01,960.0929296497237
2008-02,921.0396578644686
2008-03,865.1914293828598
2008-04,820.0743995767727
2008-05,878.175945770201
2008-06,826.3551162592864
2008-07,863.354240669084
2008-08,846.8263589516238
2008-09,763.0815262035007
2008-10,595.4578671035358
2008-11,456.45580967043406
2008-12,454.2496821234752
2009-01,468.1882198340616
2009-02,428.69981963870885
2009-03,442.00324313708643
2009-04,490.1014542212487
2009-05,590.7684523538954
2009-06,559.6012142578879
2009-07,576.4453687039133
2009-08,595.7447626446225
2009-09,690.923476809335
2009-10,700.445043606885
2009-11,688.7535466515627
2009-12,695.5064631240424
2010-01,757.4273869315767
2010-02,764.4447851226535
2010-03,799.1736001662392
2010-04,783.6823791994981
2010-05,750.1242597238772
2010-06,741.1591333227019
2010-07,730.3578891849851
2010-08,719.1676775462435
2010-09,762.882722455218
2010-10,747.853746176174
2010-11,740.7851017128521
2010-12,846.8793220344373
2011-01,904.5066613685261
2011-02,854.249161095785
2011-03,903.9139670454952
2011-04,872.9880430239552
2011-05,863.134736007006
2011-06,870.4020590828907
2011-07,853.850964586608
2011-08,836.6559361291963
2011-09,813.287866090652
2011-10,814.8142457501283
2011-11,785.3052901479895
2011-12,786.0412028777827
2012-01,770.575278994697
2012-02,759.4673959328636
2012-03,747.8485800898048
2012-04,749.3508683989327
2012-05,721.7310839589862
2012-06,737.7100371327546
2012-07,757.8186000023559
2012-08,763.8126797417873
2012-09,785.8374728772447
2012-10,779.2267367230008
2012-11,779.1170459976478
2012-12,754.4512712547071
2013-01,821.2582296589114
2013-02,822.2138588706489
2013-03,821.4446409509136
2013-04,820.239066911508
2013-05,817.2948569809394
2013-06,787.0380821505764
2013-07,770.176484198096
2013-08,778.7436165472166
2013-09,750.4325041204856
2013-10,709.6821285744014
2013-11,721.9282426964155
2013-12,734.1503752958115
2014-01,703.1308471502684
2014-02,715.2921493344959
2014-03,687.1655588222139
2014-04,670.6156489809857
2014-05,703.0098146389447
2014-06,711.6263406051163
2014-07,707.6139524163565
2014-08,720.03771927422
2014-09,765.0490183233364
2014-10,740.4994609287543
2014-11,729.2848006181889
2014-12,717.536186664777
2015-01,741.9403015591218
2015-02,753.9273205470888
2015-03,743.8158466329616
2015-04,759.7446272738008
2015-05,756.3422159417454
2015-06,758.2348821705299
2015-07,785.3094611888441
