Date,KUWAIT DOMESTIC
2005-05,656.4876289198826
2005-06,726.4254907230371
2005-07,758.0392533954513
2005-08,775.968138911668
2005-09,835.321156988699
2005-10,891.1209186414943
2005-11,1000.0
2005-12,935.4489701463629
2006-01,923.4831543294504
2006-02,915.417747866513
2006-03,781.0824828610754
2006-04,798.350432012941
2006-05,761.670076257482
2006-06,770.5606752575402
2006-07,738.4867572929545
2006-08,773.0548061300678
2006-09,802.6268556306969
2006-10,869.3463577844702
2006-11,766.5133156687722
2006-12,798.973754336988
2007-01,801.1313112241368
2007-02,824.2845673465816
2007-03,904.239454406466
2007-04,913.3205827831277
2007-05,1053.7074978714309
2007-06,1068.1899605901365
2007-07,1094.0352304962591
2007-08,1111.1671656307233
2007-09,1086.4647325508192
2007-10,1045.6786088366691
2007-11,963.3330597608983
2007-12,1003.9196125131059
2008-01,1090.782955901344
2008-02,1111.0161317064872
2008-03,1003.7182346163175
2008-04,1013.5923728354782
2008-05,988.2380046305544
2008-06,990.5617884825566
2008-07,982.9559049392565
2008-08,991.0754699685011
2008-09,930.0707499364438
2008-10,841.461871866674
2008-11,773.5510375745338
2008-12,570.5105887379266
2009-01,515.9824404174877
2009-02,462.38244578983023
2009-03,501.1732981772238
2009-04,555.6209963688818
2009-05,580.072192498217
2009-06,634.385799978805
2009-07,623.2564538119569
2009-08,665.3840169090595
2009-09,634.5653111003404
2009-10,574.8039350217715
2009-11,509.59033228152254
2009-12,524.7757265548531
2010-01,510.461071066673
2010-02,632.6608828676876
2010-03,664.9477023628838
2010-04,674.2609310958336
2010-05,667.826838616872
2010-06,670.9733445012696
2010-07,686.8722374932155
2010-08,754.5408471243425
2010-09,777.4461794054693
2010-10,783.6926746056629
2010-11,806.6251536519281
2010-12,838.2220119996279
2011-01,817.1871649692123
2011-02,772.3996819237426
2011-03,720.9862960481669
2011-04,757.8023732031345
2011-05,729.6221458834249
2011-06,707.6568921504389
2011-07,680.2237943529803
2011-08,656.60732503291
2011-09,700.6303753156957
2011-10,703.8747529908305
2011-11,718.599520742462
2011-12,730.2390176391193
2012-01,725.7727325040921
2012-02,707.6550561051438
2012-03,736.3369854825248
2012-04,726.0185479067998
2012-05,749.290367577392
2012-06,737.4287606396996
2012-07,729.2789199458044
2012-08,715.0315233700582
2012-09,743.2960803122246
2012-10,716.5434794174503
2012-11,758.2711626520532
2012-12,725.7724126288308
2013-01,732.4230239441504
2013-02,746.7094232719932
2013-03,745.5006989499717
2013-04,774.3448131656813
2013-05,801.6612287588139
2013-06,748.0853800592835
2013-07,754.1348658668185
2013-08,748.3963850807204
2013-09,767.529551402837
2013-10,771.9739764893158
2013-11,751.1969348806841
2013-12,733.5464162549634
2014-01,756.1409235038185
2014-02,763.1032012381025
2014-03,819.5611922939135
2014-04,831.2387053306813
2014-05,852.2681523265536
2014-06,800.2241702246607
2014-07,839.8157632121802
2014-08,863.1631584715237
2014-09,897.1066728586663
2014-10,868.860821233295
2014-11,837.7793195121794
2014-12,808.4257821461791
2015-01,871.8742339796345
2015-02,914.4102597996107
2015-03,879.2579666379035
2015-04,876.693764165552
2015-05,841.4312789848683
2015-06,835.8940803707331
2015-07,834.5834062945421
2015-08,751.7165320483587
2015-09,763.927039656689
2015-10,763.9421643932272
2015-11,795.6386105106284
2015-12,754.1778021107823
2016-01,678.4734336035373
2016-02,707.9648275692674
2016-03,705.6385368785565
2016-04,712.3765955861367
2016-05,701.723594292604
2016-06,677.6203878842454
2016-07,682.9934678216614
2016-08,673.2440072437809
2016-09,682.4846939987439
2016-10,712.0744775529981
2016-11,769.8183716097568
2016-12,806.7719981177997
2017-01,898.5691019707441
2017-02,887.2606412516725
2017-03,879.640527678344
2017-04,847.209651559248
2017-05,824.4441894702946
2017-06,813.1377292128476
2017-07,843.061856064011
2017-08,900.929166621782
2017-09,921.1481058526476
2017-10,903.0607565177778
2017-11,835.9785808016704
2017-12,842.3990558202215
2018-01,845.2686948878452
2018-02,873.2318906171342
2018-03,888.1940923317331
2018-04,877.6115172431796
2018-05,886.3176752935767
2018-06,929.3087150335905
2018-07,1000.4900335201512
2018-08,999.5178995004728
2018-09,1015.3499810878382
2018-10,1018.4064430046844
2018-11,1034.3388299764815
2018-12,1022.8503091868843
2019-01,1040.643829696404
2019-02,1056.379227455213
2019-03,1175.3623415943525
2019-04,1219.1632284080424
2019-05,1279.2757045738674
2019-06,1280.2459134825758
2019-07,1383.0031105209287
2019-08,1355.820005910823
2019-09,1285.9756525371738
2019-10,1271.0536302445907
2019-11,1354.0639819319495
2019-12,1429.2282277125405
